row,jaccard_neighbor,cosine_similarity,jaccard_similarity,label,neighbor_label,label_match
228,2925,1.0,1.0,GBMLGG,LGG,False
229,5741,0.03513642,0.011111111,BLCA,LGG,False
230,221,0.024404768,0.010526316,LUSC,COAD,False
231,1848,0.04662524,0.023809524,KIPAN,TGCT,False
232,0,0.0,0.0,PRAD,KIPAN,False
233,0,0.0,0.0,TGCT,KIPAN,False
234,0,0.0,0.0,HNSC,KIPAN,False
235,0,0.0,0.0,THYM,KIPAN,False
236,574,0.10206207,0.037037037,OV,LGG,False
237,2309,0.13363062,0.05882353,UCEC,BRCA,False
238,4676,0.09805807,0.018867925,STES,LAML,False
239,2852,0.069006555,0.033333335,GBMLGG,GBMLGG,True
240,215,0.021393128,0.007518797,CESC,SKCM,False
241,496,0.13608277,0.05,BRCA,UCEC,False
242,2069,0.15811388,0.083333336,BRCA,BRCA,True
243,0,0.0,0.0,PRAD,KIPAN,False
244,4701,0.05012547,0.005,LUSC,BRCA,False
245,162,0.069337524,0.035714287,UCEC,GBMLGG,False
246,4531,0.125,0.05263158,OV,BRCA,False
247,3440,0.012626907,0.0021691974,KIPAN,SKCM,False
248,811,0.2085144,0.04347826,LUAD,THCA,False
249,811,0.12700012,0.016129032,SKCM,THCA,False
250,3153,0.07106691,0.035714287,KIPAN,UCEC,False
251,0,0.0,0.0,BRCA,KIPAN,False
252,5557,0.99999994,1.0,GBMLGG,LGG,False
253,2757,0.035533454,0.010416667,SARC,STES,False
254,0,0.0,0.0,THYM,KIPAN,False
255,112,1.0,1.0,LGG,GBMLGG,False
256,0,0.0,0.0,LAML,KIPAN,False
257,5191,0.0671156,0.023809524,BLCA,COAD,False
258,4723,0.114707865,0.045454547,COAD,SARC,False
259,5890,0.02845552,0.012048192,STES,UCEC,False
260,4668,0.18898225,0.06666667,PRAD,GBMLGG,False
261,0,0.0,0.0,GBMLGG,KIPAN,False
262,1338,0.044194173,0.014084507,BLCA,BRCA,False
263,3993,0.125,0.05263158,BRCA,GBMLGG,False
264,0,0.0,0.0,KIPAN,KIPAN,True
265,0,0.0,0.0,BRCA,KIPAN,False
266,0,0.0,0.0,PRAD,KIPAN,False
267,1407,1.0000001,1.0,GBMLGG,LGG,False
268,121,0.16012816,0.06666667,PAAD,LGG,False
269,4650,0.026352314,0.010989011,BRCA,BRCA,True
270,2033,0.09128709,0.045454547,GBMLGG,UCEC,False
271,5013,0.99999994,1.0,KIPAN,KIRC,False
272,3447,0.101015255,0.05,KIPAN,OV,False
273,4721,0.04508348,0.004048583,STES,BRCA,False
274,476,0.05270463,0.027027028,UCEC,GBMLGG,False
275,536,0.03179815,0.015384615,CESC,CESC,True
276,0,0.0,0.0,SARC,KIPAN,False
277,53,0.08164965,0.041666668,PAAD,GBMLGG,False
278,2122,0.99999994,1.0,GBMLGG,LGG,False
279,1669,0.70710677,0.5,LAML,LAML,True
280,1761,0.0067139803,0.00035971223,GBMLGG,UCEC,False
281,848,0.21821791,0.11111111,BRCA,SARC,False
282,0,0.0,0.0,BRCA,KIPAN,False
283,811,0.15249857,0.023255814,SKCM,THCA,False
284,657,0.07715168,0.030303031,OV,SARC,False
285,2883,0.1118034,0.05,KIPAN,PCPG,False
286,5393,0.01684782,0.003533569,STES,PAAD,False
287,811,0.4472136,0.2,THCA,THCA,True
288,0,0.0,0.0,SARC,KIPAN,False
289,0,0.0,0.0,PRAD,KIPAN,False
290,2719,1.0000001,1.0,GBMLGG,LGG,False
291,0,0.0,0.0,SARC,KIPAN,False
292,0,0.0,0.0,PRAD,KIPAN,False
293,1683,0.15811388,0.025,LAML,COAD,False
294,3374,0.00648231,0.0025125628,LUAD,STES,False
295,957,0.094491124,0.032258064,LUAD,PRAD,False
296,811,0.40824828,0.16666667,THCA,THCA,True
297,811,0.35355338,0.125,THCA,THCA,True
298,811,0.57735026,0.33333334,THCA,THCA,True
299,1993,0.10206208,0.05263158,TGCT,KIPAN,False
300,1574,1.0,1.0,GBMLGG,LGG,False
301,4918,0.035805743,0.013157895,UCEC,TGCT,False
302,5105,0.053376053,0.021276595,GBMLGG,HNSC,False
303,3993,0.33333334,0.18181819,GBMLGG,GBMLGG,True
304,0,0.0,0.0,TGCT,KIPAN,False
305,3205,0.039840955,0.01724138,HNSC,GBMLGG,False
306,5139,0.043355495,0.0121951215,PCPG,SKCM,False
307,3277,0.088388346,0.04347826,TGCT,SARC,False
308,848,0.14002801,0.05263158,COAD,SARC,False
309,0,0.0,0.0,PRAD,KIPAN,False
310,2526,0.026967997,0.012658228,LUSC,STES,False
311,2008,0.062017366,0.028571429,SARC,GBMLGG,False
312,4984,0.0060802912,0.00040502226,PAAD,UCEC,False
313,4034,0.99999994,1.0,KIRC,KIPAN,False
314,5787,0.13608275,0.071428575,SARC,LGG,False
315,4673,0.073323555,0.027777778,PAAD,BRCA,False
316,0,0.0,0.0,GBMLGG,KIPAN,False
317,0,0.0,0.0,OV,KIPAN,False
318,496,0.07856742,0.017857144,BLCA,UCEC,False
319,811,0.10976426,0.012048192,SKCM,THCA,False
320,0,0.0,0.0,BRCA,KIPAN,False
321,1062,0.09166986,0.04347826,OV,GBMLGG,False
322,2533,0.01825742,0.002617801,STES,BRCA,False
323,4440,0.040522046,0.010752688,UCEC,BRCA,False
324,0,0.0,0.0,PRAD,KIPAN,False
325,4043,0.07715168,0.04,TGCT,TGCT,True
326,1311,0.99999994,1.0,GBMLGG,LGG,False
327,1349,0.058722023,0.02631579,COAD,BLCA,False
328,6018,0.07106691,0.033333335,LIHC,GBMLGG,False
329,0,0.0,0.0,BRCA,KIPAN,False
330,3306,0.99999994,1.0,KIPAN,KIRC,False
331,3213,0.0745356,0.010989011,LAML,LUSC,False
332,4486,0.10910894,0.05263158,OV,BRCA,False
333,956,0.25000003,0.11111111,LGG,GBMLGG,False
334,0,0.0,0.0,OV,KIPAN,False
335,4732,0.019920478,0.00990099,LIHC,LUAD,False
336,0,0.0,0.0,THCA,KIPAN,False
337,1296,0.06454972,0.004166667,LUSC,LAML,False
338,121,0.0949158,0.025641026,STES,LGG,False
339,1356,0.4472136,0.2,LAML,LAML,True
340,0,0.0,0.0,BRCA,KIPAN,False
341,956,0.2236068,0.09090909,GBMLGG,GBMLGG,True
342,4888,0.1714986,0.055555556,UCEC,BRCA,False
343,5226,1.0,1.0,KIRC,KIPAN,False
344,5505,0.08671099,0.04,SARC,PRAD,False
345,4888,0.23570228,0.1,BRCA,BRCA,True
346,1281,0.99999994,1.0,KIPAN,KIRC,False
347,4375,0.9999999,1.0,KIPAN,KIRC,False
348,0,0.0,0.0,PRAD,KIPAN,False
349,3853,0.057166196,0.029411765,STES,STES,True
350,3647,0.35355338,0.2,LAML,LAML,True
351,3549,0.083333336,0.04347826,LUAD,LGG,False
352,0,0.0,0.0,KIPAN,KIPAN,True
353,3997,0.03779645,0.01923077,KIPAN,ACC,False
354,501,0.01249512,0.0010857764,DLBC,STES,False
355,2509,0.03042903,0.01369863,BLCA,PAAD,False
356,5574,0.10314212,0.020833334,LUAD,LAML,False
357,4687,1.0,1.0,KIRC,KIPAN,False
358,0,0.0,0.0,SARC,KIPAN,False
359,1981,0.15811388,0.07692308,KIRC,KIPAN,False
360,2221,0.14142136,0.03846154,COAD,BRCA,False
361,848,0.109108955,0.033333335,COAD,SARC,False
362,4758,0.1490712,0.022222223,LUSC,THYM,False
363,1380,0.035333265,0.010309278,HNSC,GBMLGG,False
364,5890,0.045883145,0.023255814,COAD,UCEC,False
365,2285,0.2581989,0.06666667,KIPAN,HNSC,False
366,5771,0.14142136,0.071428575,PCPG,PCPG,True
367,5401,0.044280745,0.016666668,STES,LUAD,False
368,0,0.0,0.0,BRCA,KIPAN,False
369,0,0.0,0.0,TGCT,KIPAN,False
370,811,0.4472136,0.2,THCA,THCA,True
371,0,0.0,0.0,GBMLGG,KIPAN,False
372,4888,0.21320072,0.083333336,BRCA,BRCA,True
373,2809,1.0,1.0,KIPAN,KIRC,False
374,811,0.14744195,0.02173913,SKCM,THCA,False
375,385,0.09759001,0.04,BRCA,LGG,False
376,4517,1.0,1.0,KIRC,KIPAN,False
377,4888,0.12700012,0.03125,COAD,BRCA,False
378,0,0.0,0.0,THCA,KIPAN,False
379,1562,0.038490016,0.012048192,LUSC,GBMLGG,False
380,4701,0.4082483,0.25,BRCA,BRCA,True
381,2916,1.0000001,1.0,GBMLGG,LGG,False
382,0,0.0,0.0,LAML,KIPAN,False
383,601,0.007204506,0.00066934404,OV,STES,False
384,121,0.109108955,0.033333335,HNSC,LGG,False
385,956,0.31622776,0.16666667,LGG,GBMLGG,False
386,2033,0.09128709,0.045454547,GBMLGG,UCEC,False
387,3640,0.08111071,0.024390243,LUAD,GBMLGG,False
388,4334,0.11396058,0.05882353,LIHC,OV,False
389,0,0.0,0.0,LAML,KIPAN,False
390,5276,0.99999994,1.0,KIRC,KIPAN,False
391,2321,0.051917415,0.016949153,LUSC,GBMLGG,False
392,811,0.5,0.25,THCA,THCA,True
393,1202,0.0055932296,0.00046620046,STES,UCEC,False
394,2991,0.045643546,0.01754386,LUAD,HNSC,False
395,313,0.021457052,0.0027247956,STES,KIRC,False
396,0,0.0,0.0,PRAD,KIPAN,False
397,0,0.0,0.0,PRAD,KIPAN,False
398,5379,0.15430336,0.023809524,STES,THYM,False
399,5385,0.06537205,0.033333335,PAAD,LIHC,False
400,0,0.0,0.0,BRCA,KIPAN,False
401,5787,0.044151083,0.015384615,HNSC,LGG,False
402,123,0.03711348,0.018518519,KIPAN,KIPAN,True
403,4888,0.31622776,0.16666667,BRCA,BRCA,True
404,811,0.18898225,0.035714287,SKCM,THCA,False
405,480,0.06868028,0.017857144,STES,OV,False
406,71,0.013463126,0.0067750677,UCEC,UCEC,True
407,2240,0.046524208,0.023809524,STES,GBMLGG,False
408,0,0.0,0.0,LIHC,KIPAN,False
409,5807,0.042640146,0.015625,HNSC,HNSC,True
410,3908,0.0559017,0.024390243,CESC,LUSC,False
411,0,0.0,0.0,SARC,KIPAN,False
412,0,0.0,0.0,THYM,KIPAN,False
413,0,0.0,0.0,THYM,KIPAN,False
414,5705,0.021247758,0.0022371365,PCPG,UCEC,False
415,590,0.87038827,0.7692308,BRCA,BRCA,True
416,1957,0.120385855,0.014492754,STES,OV,False
417,2108,0.032376196,0.014285714,STES,COAD,False
418,5977,0.13483997,0.06666667,PCPG,HNSC,False
419,4173,0.9999999,1.0,LGG,GBMLGG,False
420,4723,0.125,0.05263158,GBMLGG,SARC,False
421,0,0.0,0.0,TGCT,KIPAN,False
422,856,1.0,1.0,KIPAN,KIRC,False
423,4104,1.0,1.0,KIPAN,KIRC,False
424,494,0.062017366,0.03125,COAD,CESC,False
425,0,0.0,0.0,LAML,KIPAN,False
426,0,0.0,0.0,BRCA,KIPAN,False
427,0,0.0,0.0,PRAD,KIPAN,False
428,0,0.0,0.0,THYM,KIPAN,False
429,0,0.0,0.0,PCPG,KIPAN,False
430,811,0.4472136,0.2,THCA,THCA,True
431,3430,0.09901475,0.045454547,LIHC,OV,False
432,0,0.0,0.0,PRAD,KIPAN,False
433,0,0.0,0.0,UCEC,KIPAN,False
434,4374,0.038984057,0.01,STES,OV,False
435,0,0.0,0.0,PRAD,KIPAN,False
436,2847,0.08451542,0.04347826,TGCT,KIPAN,False
437,5477,0.02946278,0.009345794,OV,LUSC,False
438,2335,0.043768812,0.02173913,HNSC,GBMLGG,False
439,4362,0.06579517,0.025641026,LUAD,LAML,False
440,2996,0.033538926,0.007518797,OV,COAD,False
441,0,0.0,0.0,BRCA,KIPAN,False
442,811,0.09534626,0.009090909,SKCM,THCA,False
443,848,0.18257418,0.083333336,BRCA,SARC,False
444,4985,0.020632815,0.0091743115,LUSC,COAD,False
445,1933,0.06666667,0.020408163,OV,LGG,False
446,868,0.038836785,0.018181818,OV,STES,False
447,4359,0.044280745,0.016666668,STES,OV,False
448,785,0.18257418,0.1,SARC,GBMLGG,False
449,509,0.20412415,0.07692308,COAD,THCA,False
450,1498,1.0,1.0,KIPAN,KIRC,False
451,1640,0.013961796,0.0034722222,LIHC,COAD,False
452,4485,0.06804138,0.03125,KIPAN,UCEC,False
453,2853,1.0,1.0,KIPAN,KIRC,False
454,3321,1.0,1.0,GBMLGG,LGG,False
455,5158,0.05892556,0.028571429,GBMLGG,GBMLGG,True
456,0,0.0,0.0,PRAD,KIPAN,False
457,0,0.0,0.0,SARC,KIPAN,False
458,0,0.0,0.0,PRAD,KIPAN,False
459,0,0.0,0.0,BRCA,KIPAN,False
460,4888,0.17677669,0.05882353,BRCA,BRCA,True
461,0,0.0,0.0,LIHC,KIPAN,False
462,3171,0.03504998,0.01724138,COAD,COAD,True
463,811,0.70710677,0.5,THCA,THCA,True
464,0,0.0,0.0,PRAD,KIPAN,False
465,0,0.0,0.0,BRCA,KIPAN,False
466,0,0.0,0.0,BRCA,KIPAN,False
467,5100,0.12909944,0.06666667,GBMLGG,UCEC,False
468,333,0.06681531,0.028571429,OV,LGG,False
469,3422,0.01380394,0.002915452,LUAD,SARC,False
470,5304,0.10660036,0.04,KIPAN,BRCA,False
471,4068,1.0000001,1.0,KIRC,KIPAN,False
472,4984,0.006722015,0.00040535064,TGCT,UCEC,False
473,0,0.0,0.0,KIPAN,KIPAN,True
474,956,0.19611613,0.071428575,GBMLGG,GBMLGG,True
475,0,0.0,0.0,BRCA,KIPAN,False
476,763,1.0,1.0,GBMLGG,LGG,False
477,4676,0.28867513,0.14285715,OV,LAML,False
478,0,0.0,0.0,THYM,KIPAN,False
479,4676,0.13867505,0.037037037,BLCA,LAML,False
480,3947,0.2236068,0.125,OV,GBMLGG,False
481,3512,0.15075567,0.071428575,LAML,GBMLGG,False
482,201,0.067267284,0.03448276,OV,BRCA,False
483,0,0.0,0.0,HNSC,KIPAN,False
484,4086,0.1714986,0.055555556,PCPG,SKCM,False
485,811,0.70710677,0.5,THCA,THCA,True
486,3503,0.021339482,0.0009099181,SKCM,BRCA,False
487,2054,0.011744404,0.0031847134,LIHC,COAD,False
488,956,0.19611613,0.071428575,LGG,GBMLGG,False
489,494,0.06362847,0.032258064,CESC,CESC,True
490,2259,0.03535534,0.009345794,LUSC,SARC,False
491,0,0.0,0.0,PRAD,KIPAN,False
492,3776,0.99999994,1.0,KIPAN,KIRC,False
493,3380,0.03656362,0.018181818,COAD,COAD,True
494,489,0.06362847,0.032258064,CESC,CESC,True
495,544,0.022222223,0.002444988,SKCM,LAML,False
496,6,0.28867513,0.16666667,UCEC,BRCA,False
497,4721,0.048679236,0.004716981,HNSC,BRCA,False
498,2071,0.31622776,0.1,LAML,LAML,True
499,0,0.0,0.0,SARC,KIPAN,False
500,3958,1.0000001,1.0,LGG,GBMLGG,False
501,4832,0.14285715,0.07692308,STES,PAAD,False
502,6115,0.094491124,0.045454547,HNSC,PCPG,False
503,1349,0.069006555,0.033333335,BLCA,BLCA,True
504,4701,0.07580981,0.011363637,UCEC,BRCA,False
505,3402,0.05270463,0.027027028,PAAD,GBMLGG,False
506,0,0.0,0.0,KIPAN,KIPAN,True
507,2828,1.0,1.0,LGG,GBMLGG,False
508,5319,0.023749016,0.004878049,COAD,DLBC,False
509,449,0.20412415,0.07692308,THCA,COAD,False
510,1933,0.12403473,0.05882353,GBMLGG,LGG,False
511,6093,1.0,1.0,KIRC,KIPAN,False
512,4721,0.05832119,0.006756757,STES,BRCA,False
513,6027,1.0,1.0,KIRC,KIPAN,False
