row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,exact__ACC,exact__BLCA,exact__BRCA,exact__CESC,exact__COAD,exact__DLBC,exact__GBMLGG,exact__HNSC,exact__KIPAN,exact__KIRC,exact__LAML,exact__LGG,exact__LIHC,exact__LUAD,exact__LUSC,exact__OV,exact__PAAD,exact__PCPG,exact__PRAD,exact__SARC,exact__SKCM,exact__STES,exact__TGCT,exact__THCA,exact__THYM,exact__UCEC
10,STES,0.0030352813,0.0067417384,0.07565129,0.037700724,0.009588074,0.010464191,0.0126380045,0.0063239536,0.04940697,0.06934924,0.024979543,0.011667438,0.04741621,0.009984299,0.00078674575,0.008682458,0.008089243,0.048580155,0.15471533,0.013920935,0.0045781606,0.005714029,0.019189777,0.08349058,0.096129015,0.18117666,0.012802935,0.00612132,0.07191978,0.03318767,0.015717475,0.010760342,0.014854924,0.002089869,0.081498794,0.0596598,0.015574225,0.007343813,0.018976092,0.0041623963,0.00041176335,0.008101673,0.0072634593,0.08793156,0.06670066,0.010080722,0.017727911,0.0042247283,0.014717559,0.06933831,0.14349714,0.2153351
11,HNSC,0.013483371,0.0137999365,0.10368774,0.06965942,0.04600356,0.014211557,0.006107444,0.08405895,0.089640066,0.030510789,1.4078686e-06,0.0010544641,0.059523854,0.115808845,0.13160901,0.01359223,0.019285532,2.269746e-06,0.002826259,0.038288314,0.030285107,0.08795146,0.015041406,3.6549878e-05,0.0012600528,0.012270365,0.013483371,0.0137999365,0.10368774,0.06965942,0.04600356,0.014211557,0.006107444,0.08405895,0.089640066,0.030510789,1.4078686e-06,0.0010544641,0.059523854,0.115808845,0.13160901,0.01359223,0.019285532,2.269746e-06,0.002826259,0.038288314,0.030285107,0.08795146,0.015041406,3.6549878e-05,0.0012600528,0.012270365
12,KIRC,0.0034099014,0.03032959,0.14568624,0.052073292,0.00601082,0.0041268985,0.012409748,0.018554501,0.28455243,0.1718478,0.0011740094,0.003306336,0.071402855,0.052773047,0.0012161157,0.017918648,0.00567564,0.0083618015,0.022947337,0.01051223,0.0056790668,0.018886553,0.010263778,0.0011937504,0.032124896,0.007562739,0.00033473296,0.024893658,0.13035785,0.049080238,0.002671388,0.0051245224,0.009844325,0.022895742,0.2629672,0.16247527,0.0011530828,0.0016758409,0.10888635,0.061730426,0.0015212928,0.021664137,0.004377043,0.0063203294,0.037602216,0.014283936,0.0031917416,0.013000603,0.011062682,0.001479484,0.03769598,0.0037098655
13,PAAD,0.002188683,0.0047978694,0.033222083,0.005480597,0.058528386,0.0010873816,0.039451014,0.06391747,0.0051392224,0.006369062,0.00076546636,0.0064849723,0.032033,0.032236207,0.009031104,0.091934614,0.41386378,0.0026920997,0.014453719,0.04067585,0.00870227,0.085036375,0.010309661,0.0037579334,0.0053858827,0.022455277,0.0019066709,0.004230545,0.015385779,0.005391489,0.05493927,0.00066944247,0.02492393,0.043584153,0.0050433166,0.011957967,0.00038593917,0.005373075,0.010241706,0.026480677,0.007384386,0.061464667,0.557485,0.002130358,0.0025849014,0.016605332,0.0043763407,0.10475029,0.006403454,0.00187135,0.0018561953,0.022573737
14,SKCM,1.6291335e-07,1.0406324e-05,1.1773757e-06,0.00020283845,9.992923e-05,4.5143056e-06,1.3815664e-09,8.707531e-05,5.7004534e-09,6.533045e-11,1.4020081e-11,2.8432423e-08,3.7578477e-07,2.5029038e-05,0.0006649321,5.059931e-10,2.7821342e-10,1.5346403e-11,1.0081997e-08,2.6541202e-06,0.99868715,6.470773e-05,3.231122e-10,1.1194814e-10,1.9866273e-10,0.00014898097,2.2188353e-06,1.177966e-06,3.0213435e-08,4.991613e-06,6.635405e-06,2.0482368e-07,1.1800411e-09,4.914959e-06,4.5926445e-09,6.518145e-11,1.4020081e-11,5.527503e-08,1.2346685e-08,2.927312e-06,3.632531e-05,5.05988e-10,2.774141e-10,1.5346403e-11,1.0081687e-08,6.188703e-07,0.99993175,1.5029207e-06,3.2310882e-10,1.1194814e-10,1.9866273e-10,6.632841e-06
15,OV,0.007309744,0.0051963166,0.15659036,0.021503095,0.005247351,0.01657268,0.14283982,0.01972048,0.097905114,0.06062861,0.018300107,0.07090779,0.024030684,0.019557493,0.0012511606,0.015367169,0.018996134,0.040982075,0.1382698,0.050136797,0.0031356525,0.008268765,0.015012965,0.009915175,0.023344602,0.009010093,0.0006668052,0.0046515875,0.15354478,0.032020815,0.00078668504,0.016119553,0.1087911,0.034024693,0.09134807,0.028259428,0.016306356,0.031316966,0.054192167,0.0110305855,0.0009933285,0.010667616,0.011165587,0.03484516,0.17242585,0.06246508,0.0017709888,0.008810181,0.043155838,0.010153578,0.05702077,0.0034663915
16,KIPAN,0.0009264827,0.0057878015,0.072290964,0.0070886216,0.2051705,0.002706295,0.07425625,0.019922229,0.005208648,0.026376914,0.000119848155,0.004188067,0.09373009,0.045363113,0.022616668,0.10927989,0.031133212,4.350186e-05,0.034889508,0.039400253,0.011828952,0.15303947,0.0011964764,0.0008689357,0.0042211525,0.028346173,0.00040055552,0.0050960146,0.07526453,0.0070935315,0.052922335,0.007867559,0.071006656,0.015494501,0.004580146,0.009260756,0.00010351201,0.0007848271,0.26080233,0.05021699,0.016527364,0.12126815,0.015612216,5.205252e-05,0.050406393,0.06867843,0.0048316284,0.14277285,0.0024819216,0.000796734,0.0058942027,0.009783906
17,KIPAN,8.67887e-05,1.8714358e-05,0.000938653,0.0006400208,7.0297847e-06,0.00020138855,5.886188e-05,6.4657856e-06,0.32321313,0.64328295,0.0054420372,0.00035203726,4.9763894e-05,8.200552e-06,2.3743253e-06,3.545838e-05,1.5989373e-05,0.012284836,0.0026872666,0.00018619545,4.144627e-05,3.1987752e-06,0.000109850786,0.0033244768,0.006934226,6.863365e-05,0.00016954943,3.256591e-05,0.0013761102,0.0014081883,2.1210824e-05,0.0003445117,0.00020670365,9.88331e-06,0.50240797,0.44936085,0.0075414907,0.00152536,5.8429752e-05,1.654971e-05,5.388967e-06,6.977418e-05,5.156275e-05,0.01978795,0.0024460112,0.00017268218,0.00012660422,9.052327e-06,0.00039938584,0.0050888355,0.0072113816,0.00015207905
18,BRCA,0.00032813818,9.826393e-05,0.025204234,0.010546224,0.0010806314,0.0015149184,0.0034996553,0.00063211925,0.006756837,0.0047282274,0.4732573,0.0057501676,0.00053466205,0.0004065528,0.0001574375,0.0049158693,0.0036166436,0.18475549,0.10281029,0.023489898,0.0020216,0.00023796264,0.002018648,0.06851094,0.07221158,0.0009157792,9.6186064e-05,0.00010992415,0.028305253,0.012537184,0.0010357687,0.0020093708,0.004391613,0.0008518604,0.0079069,0.0052724485,0.44435534,0.007141697,0.00078034244,0.00063234445,0.00025788535,0.0064275493,0.0041825837,0.1787417,0.10726268,0.025472455,0.0020514214,0.00031554402,0.0021064663,0.0714428,0.085213915,0.0010987736
19,PRAD,0.016684316,0.014293929,0.14292303,0.090818204,0.006715476,0.010269367,0.022909435,0.012132964,0.08739121,0.07094293,0.016990937,0.0109446095,0.016672641,0.008292204,0.0028476168,0.03998725,0.017204577,0.043632373,0.08304218,0.030108204,0.017890802,0.011479166,0.04978819,0.11841967,0.038004104,0.01961464,0.0012794278,0.0036734738,0.13282317,0.109450154,0.01031441,0.007677756,0.020658482,0.011379192,0.077917516,0.049438342,0.0053188214,0.009585589,0.010859453,0.0121105295,0.0023108122,0.030226406,0.013807467,0.03948654,0.102615476,0.012859044,0.04587753,0.010619481,0.019800598,0.23816927,0.013218701,0.008522383
20,GBMLGG,3.9247083e-05,0.00019428975,0.18463936,0.012383342,0.0026881066,0.0013805947,0.014507444,0.001964379,0.0020849977,0.0054781595,0.14755318,0.020035585,0.0016259033,0.00076560304,0.00059509155,0.021102713,0.0035163143,0.015281519,0.23214293,0.08820971,0.00101527,0.0013453139,0.00017152849,0.064735115,0.16896115,0.0075830817,2.3781813e-05,0.00011092681,0.1611486,0.010669631,0.0014131392,0.002365141,0.013711858,0.0016325762,0.0018830554,0.0029656044,0.14257514,0.011332531,0.0018668147,0.0010082291,0.0006300754,0.02065965,0.0031611042,0.021471016,0.25381064,0.09882556,0.0009124607,0.0011308107,0.00026689348,0.06331516,0.1801751,0.0029344885
21,UCEC,0.00094984286,0.0033350496,0.3402497,0.0068139494,0.028334167,0.0026624312,0.062518895,0.031533867,0.0058743833,0.005752543,0.0013531906,0.03492472,0.005877578,0.0030858272,0.006065445,0.08734124,0.100112244,0.0011314634,0.012406624,0.05876262,0.0006547299,0.036082305,0.0011309265,0.0038698327,0.006423713,0.15275283,0.0007835026,0.0029726413,0.524318,0.00953989,0.0287181,0.0004985029,0.03751569,0.027599663,0.007489533,0.0028588183,0.0012925045,0.017261717,0.001462912,0.0018664339,0.0049165115,0.053805012,0.025253788,0.00044076028,0.012963284,0.026982894,0.00033264805,0.035524663,0.00023268943,0.0027008252,0.0027929856,0.16987604
22,GBMLGG,0.0007572427,0.00824145,0.068398476,0.116236456,0.0065565584,0.013243912,0.24022762,0.014955978,0.049089916,0.041151706,0.0016834808,0.07803897,0.014125744,0.021036394,0.0034217734,0.011162104,0.011112143,0.012605241,0.020488616,0.040449943,0.006019943,0.006476085,0.0027003088,0.007209881,0.0069118864,0.19769806,0.0009354748,0.0047461744,0.059188563,0.051906206,0.010594828,0.0033737211,0.3211365,0.009382263,0.031324826,0.03848869,0.0008249934,0.040426627,0.0047045727,0.009903468,0.002503761,0.005933994,0.013086523,0.006781056,0.0060779066,0.018197095,0.00428181,0.0077135293,0.0004312861,0.0036779135,0.0015719993,0.3428062
23,LAML,0.0012771426,0.0021553359,0.32968953,0.062002648,0.011790617,0.006547338,0.0071561784,0.007146343,0.037186574,0.02875129,0.09957058,0.003763921,0.005828884,0.0046112663,0.0017012977,0.027578335,0.012331649,0.11857099,0.049371388,0.05481424,0.0075538564,0.0041743307,0.010223789,0.03682217,0.058388248,0.01099202,0.00040390235,0.0014002994,0.24055287,0.04958364,0.022271825,0.046913724,0.011898859,0.0025197102,0.03166133,0.10976818,0.3072966,0.014782883,0.005597027,0.0033225408,0.0013035937,0.010785257,0.012670358,0.053819764,0.012996578,0.011103104,0.003826229,0.0035879072,0.016034814,0.009614855,0.0120525565,0.0042315894
24,COAD,4.545141e-05,0.00028168538,0.0010542718,0.003120872,0.49012306,0.00017693441,3.3022204e-07,0.0015886193,1.2185256e-05,1.7532052e-07,9.975639e-09,2.8802927e-07,1.3431881e-05,0.00068544166,0.0021523267,1.4233498e-09,1.2419636e-07,3.030381e-08,2.608712e-07,9.984764e-07,0.0012625908,0.04090005,1.17177215e-07,2.3648758e-08,1.7495586e-07,0.45858058,0.00022096747,7.282171e-05,0.00063565635,0.0026470686,0.5228461,1.232677e-05,3.040086e-07,0.0005566679,7.718553e-06,1.753524e-07,9.975639e-09,2.8059495e-07,2.9515538e-06,0.0003209412,0.000602538,1.4233219e-09,1.2419318e-07,3.030381e-08,2.6087116e-07,9.384575e-07,0.00044882306,0.034785174,1.17177215e-07,2.3648758e-08,1.256189e-07,0.43683785
25,STES,0.00022974436,0.0021370642,0.012824056,0.0013962043,0.0969783,0.004641704,0.005088787,0.024545975,0.014153808,0.0038342373,6.0452927e-09,0.00068379,0.16755375,0.049581274,0.017408485,0.010002696,0.002404126,7.294118e-08,0.001155016,0.010608155,0.01664626,0.48486695,0.0001987866,2.1415256e-06,1.6112559e-05,0.07304252,0.00028204205,0.0016248056,0.011726439,0.0016870975,0.12827879,0.019790541,0.003001768,0.013335636,0.0070096995,0.0047270493,6.0349397e-09,0.00027221543,0.1372805,0.024098191,0.022172492,0.0029847226,0.0024127066,7.242381e-08,0.0002541647,0.004625067,0.0027423445,0.57814527,0.0004735174,2.8441386e-07,6.518453e-06,0.033068128
26,BRCA,0.00035274992,0.00096163043,0.6351985,0.052379142,0.0090985345,0.0015084966,0.022979155,0.011510617,0.011379943,0.00929978,0.0068647307,0.03885673,0.0045961477,0.0069002677,0.0009962544,0.015807794,0.002063647,0.05435691,0.0143826455,0.032508265,0.0029108366,0.004519188,0.00026641283,0.013467543,0.0036959762,0.04313816,0.00072587765,0.00076765707,0.6617204,0.047698032,0.023027191,0.0005880161,0.028502405,0.013805757,0.0053289942,0.00439851,0.0072772764,0.03637783,0.0011961353,0.0071650418,0.00090945966,0.008825184,0.0019343811,0.041867368,0.0027215963,0.020563876,0.0034737226,0.005578218,0.00020977981,0.012126452,0.001592303,0.061618503
27,THCA,9.998343e-06,1.1317939e-05,0.00030453625,0.00018028085,0.00042501622,8.459466e-06,0.00018634426,5.0083027e-06,7.3150954e-06,2.619287e-05,0.0024046474,0.00072507234,3.654493e-05,5.5689634e-05,4.937308e-06,2.207114e-05,1.5434383e-05,0.00061065477,0.0029262872,5.948205e-05,0.0015478263,6.079533e-06,4.098735e-06,0.9891273,0.0010632157,0.00022615689,1.6025326e-05,4.889467e-06,0.00026079413,0.00016713531,0.000796165,9.5737305e-06,0.00051445974,5.4932107e-06,1.8381641e-05,8.3116756e-05,0.002428051,0.0013513674,1.8610213e-05,8.889075e-05,6.339565e-06,2.2090888e-05,2.0408408e-05,0.00074995647,0.0028754785,5.735378e-05,0.0028675713,7.837595e-06,4.033993e-06,0.98653495,0.0008636263,0.00022734921
28,BRCA,0.0006908556,0.0021582388,0.22185437,0.024039067,0.008689529,0.01133955,0.014333035,0.0033492087,0.006560788,0.0055161733,0.083454736,0.006244879,0.0031171753,0.0017690603,0.0006194917,0.016559133,0.020156622,0.246239,0.07914913,0.07822968,0.0056391605,0.0017811337,0.009383689,0.096548416,0.049420808,0.0031570625,0.00013727599,0.0018863165,0.22093193,0.02513884,0.006102062,0.009561548,0.014283522,0.0037860791,0.0082987435,0.0069393916,0.09073419,0.0052159377,0.004005097,0.0020809413,0.0008335621,0.019541878,0.012952798,0.21903227,0.09250064,0.09111488,0.0048341667,0.0017695518,0.009146881,0.086566865,0.060196348,0.002408285
29,SKCM,4.7700973e-06,0.00025165358,6.694324e-06,7.538128e-05,0.00046794472,1.2067687e-06,4.3073953e-05,0.00016124427,2.7032576e-07,3.146941e-10,2.0357446e-12,7.236288e-09,3.7576323e-05,0.00096814794,0.0018658167,7.531407e-09,8.102914e-08,2.1065033e-12,7.540422e-09,1.6660522e-08,0.99567974,0.00024370244,2.0591113e-09,4.4567262e-12,2.5850475e-09,0.00019258926,3.2267628e-06,2.445003e-05,4.311744e-07,1.6487264e-05,7.658539e-05,1.3470577e-06,1.1791677e-05,2.7926519e-05,2.1800757e-07,8.557512e-11,2.0357446e-12,3.980609e-10,1.7274781e-06,0.00026584003,0.00021381897,6.647425e-10,2.431269e-08,2.1065033e-12,4.0095854e-10,1.2933968e-09,0.99926776,2.2750655e-05,2.7927896e-10,4.456726e-12,4.3738638e-10,6.552422e-05
30,ACC,0.94914836,0.0021126962,0.00039979786,0.0014273389,0.0017459904,0.0028179786,0.0021639941,0.0006399034,0.0012672347,0.00033866902,5.5618347e-07,0.000333172,0.010799716,0.0012599182,0.0005002292,7.9533005e-05,0.0035276387,7.0681483e-07,0.00018237598,0.0004969347,0.002455869,0.0025099474,0.006933056,5.7352307e-05,9.0004854e-05,0.008710972,0.99998474,1.8937062e-07,1.0036629e-07,7.1740494e-08,7.331164e-07,3.7823818e-07,5.0916884e-07,5.4066214e-09,4.9799687e-06,4.0660396e-07,4.6319556e-11,9.589016e-08,3.2532082e-06,9.0516366e-08,7.80646e-09,9.349991e-10,1.5829397e-07,6.467389e-11,1.1107105e-09,1.2142628e-08,1.0532201e-06,3.1425068e-07,8.278107e-07,1.476793e-09,3.0411876e-08,2.0254483e-06
31,GBMLGG,2.7819528e-05,8.0220525e-05,0.0006431004,8.24019e-05,0.0012766657,1.4315317e-05,0.7086734,0.0013234139,3.454735e-05,7.577441e-05,0.0016421232,0.263394,0.0006790297,0.00025340926,0.0001479463,0.002963196,0.010130626,0.00017652879,0.0005915466,0.0022951907,0.0001986678,0.0005794285,2.1284677e-05,0.00023928999,0.00066536147,0.0037906882,3.6222184e-05,1.583748e-05,4.242426e-05,6.7834844e-06,0.000215712,6.79917e-07,0.9186608,9.658388e-05,6.553119e-06,1.25498755e-05,0.00026080591,0.07810427,1.2830805e-05,1.1031334e-05,2.0685462e-05,0.00017312638,0.0007713982,1.6414191e-05,1.8234257e-05,7.650167e-05,3.994633e-05,4.826227e-05,6.999416e-07,8.578365e-06,1.0376864e-05,0.0013326823
32,HNSC,0.00013552452,0.039334077,0.043493256,0.01391492,0.095201515,0.0005147243,0.0017134598,0.37933838,0.0017338165,0.0015573907,8.075037e-07,0.00036821674,0.005995618,0.040817164,0.11496744,0.06632046,0.019278266,1.9980841e-06,0.00052639865,0.018128451,0.015910098,0.13896358,0.00018822578,1.3150114e-05,0.0005446432,0.0010384682,0.00014982944,0.05062245,0.03685036,0.018124929,0.04933064,0.00064431113,0.0013355132,0.38562942,0.002959039,0.001199638,8.07731e-07,0.00025317003,0.0060027447,0.04651454,0.10713302,0.067698546,0.0347546,1.9678635e-06,0.0005805518,0.03690661,0.009205104,0.14226587,0.00023098981,1.1475157e-05,0.00039423147,0.0011996642
33,KIRC,0.0015031585,0.0026303495,0.014951566,0.020422751,0.0046562296,0.0046345675,0.006491486,0.004315065,0.080762185,0.56260985,0.0015143228,0.0028818469,0.034255173,0.009153131,0.0043296525,0.041799147,0.0069864523,0.004771374,0.087132126,0.04309422,0.011568954,0.008069495,0.01490469,0.008095636,0.0071852948,0.011281331,0.0020582909,4.441761e-05,0.0004392301,0.00045238208,0.00018760806,7.660938e-05,0.00082400255,4.487121e-05,0.051876485,0.93070984,4.0645307e-05,0.00031135062,0.0002454609,0.000118929,4.393711e-05,0.00032962134,0.0004946711,0.00017109346,0.008052948,0.00034407713,0.0009778425,0.00032121048,0.0011169227,8.604108e-05,1.4214437e-05,0.00061723735
34,KIRC,0.00057527894,0.00020647721,0.00053774717,0.0020465269,0.0012227226,0.0003897314,0.0017557552,0.0012019724,0.063477874,0.9111626,1.0702224e-06,0.00016216384,0.0010140173,0.0026620345,0.00030406576,0.00079670275,0.0010558973,6.4832384e-06,0.00045581273,0.0005987909,0.0037856086,0.0013053044,0.00424088,1.7139648e-05,0.00012645255,0.00089087134,0.0004421337,1.0192227e-06,1.8315237e-07,2.754346e-06,1.6164528e-05,9.695111e-08,3.839666e-05,9.58022e-07,0.022652067,0.97673756,1.7118494e-09,5.093718e-06,6.374984e-08,1.279929e-06,6.357941e-07,3.9224707e-07,6.094685e-06,1.4718748e-08,8.3524325e-09,3.6673864e-08,7.380305e-05,3.9979095e-06,9.81522e-06,1.4127614e-08,1.04305515e-08,7.358904e-06
35,PRAD,0.0012936667,0.0010775272,0.08319054,0.03882489,0.0020225912,0.0040981895,0.007261256,0.0040238313,0.05626574,0.029339956,0.12272041,0.008321064,0.0044229655,0.0032357683,0.0011342216,0.014002934,0.004576515,0.21648759,0.15087119,0.073980115,0.007179885,0.0024456142,0.007878907,0.061253913,0.08854508,0.005545642,6.2256826e-05,0.00076694536,0.08274222,0.037199926,0.0012841586,0.0035923414,0.0065017603,0.00424298,0.051148027,0.014770635,0.11796768,0.004903361,0.005862582,0.0034219222,0.0012990555,0.01568393,0.004212426,0.20260736,0.1760812,0.08922919,0.005255242,0.0021058312,0.008922887,0.060812797,0.09583063,0.0034926424
