true_class,predicted_class,correct,margin,entropy
SKCM,SKCM,True,0.7730556163787987,0.5459490660462619
STES,STES,True,0.04155850579067358,2.937392473044645
LUSC,LUSC,True,0.20310896201456205,1.9338708900936123
ACC,ACC,True,0.9516132407100735,0.28908141940031673
BRCA,BRCA,True,0.04037060667554172,3.013052532945651
KIRC,KIRC,True,0.12092050412176147,1.3581635220030983
GBMLGG,GBMLGG,True,0.09736586207045839,1.8965549662698347
UCEC,COAD,False,0.46604508092712493,0.9688767989007097
PRAD,PCPG,False,0.02036561947802802,2.844288447166145
BRCA,BRCA,True,0.14400828342080318,2.734222236746806
BRCA,SARC,False,0.006024285654398359,2.744928913691292
STES,STES,True,0.9735820184693121,0.10420740757480651
KIPAN,KIPAN,True,0.5915382603765638,0.7165574650788327
UCEC,UCEC,True,0.920850120223593,0.41562801459177146
KIRC,PRAD,False,0.05594239533398995,2.700061536235324
KIRC,KIRC,True,0.3694787943984972,1.046564330168304
BRCA,HNSC,False,0.0028896629480660296,2.5456130366358174
OV,OV,True,0.062263423997218514,2.463022082445306
BRCA,BRCA,True,0.12722318219600023,2.7166662828551997
KIPAN,THYM,False,0.26730954490983344,1.5672819392438864
BRCA,HNSC,False,0.04965382568891086,1.981799429188828
OV,LUAD,False,0.12333094001749254,2.2956308099042304
LGG,LGG,True,0.15428062423555383,0.9054715347376375
BRCA,BRCA,True,0.12423899701082236,2.2588347207228643
UCEC,UCEC,True,0.4669673134624714,1.08706376329644
GBMLGG,GBMLGG,True,0.06987102194684024,2.8991514826076794
SKCM,SKCM,True,0.9965488318482704,0.018903352488470804
STES,STES,True,0.7975460651128556,0.43901672103476164
BRCA,SARC,False,0.08433547177266647,2.880168990286845
LUSC,LUSC,True,0.3637544728785151,1.982600039323201
PRAD,PRAD,True,0.5000348658055684,1.9306117765715354
SKCM,SKCM,True,0.9790800587393411,0.11100442072603584
KIPAN,STES,False,0.025098169606701984,2.8473185499344864
UCEC,STES,False,0.17261252218166012,1.975757826593517
LAML,LAML,True,0.19097907383807236,2.2886580315929557
BRCA,SARC,False,0.12607682426405828,2.868681316182504
GBMLGG,UCEC,False,0.2323575624707897,2.1834271857616105
OV,OV,True,0.1686736290702516,2.4394462916565507
STES,HNSC,False,0.0063960698114758074,2.49353897173171
BRCA,BRCA,True,0.568408184271878,1.6406742251952475
PRAD,LUSC,False,0.41064180296326747,0.7235511446972591
BRCA,KIRC,False,0.040401559591392716,2.8265879440518717
BRCA,LUAD,False,0.07827743192639783,2.656030579966901
LUSC,LUSC,True,0.723099125005166,0.7849141112084649
KIPAN,KIPAN,True,0.009787194340247427,2.9985059235353533
KIPAN,STES,False,0.7010269781270874,0.7175025184064074
CESC,CESC,True,0.211501308654564,2.3036850892856418
UCEC,LIHC,False,0.5328975489256134,0.7218902372985663
KIPAN,KIRC,False,0.005917809603250945,2.8738845940503026
STES,STES,True,0.11817035606053719,2.284253332002844
KIPAN,SARC,False,0.1753632153357902,2.8567455409733142
KIPAN,PCPG,False,0.1421266735136483,2.2893829994613513
PCPG,PCPG,True,0.17422642090739632,1.973212755644217
SKCM,THCA,False,0.18893725046108767,2.1802708084948472
BRCA,PRAD,False,0.10687328530430094,2.815191689716233
THYM,THYM,True,0.26730954490983344,1.5672819392438864
BRCA,BRCA,True,0.930601348316894,0.3282735529429252
BRCA,OV,False,0.25525097228635146,2.5537142400151946
SKCM,SKCM,True,0.9873959094938254,0.07851741045960822
LGG,LGG,True,0.35333538110484386,0.7933952905289858
THCA,THCA,True,0.9894515794921566,0.06818902138118572
KIPAN,KIPAN,True,0.025015195981956173,2.7971030834760504
BRCA,BRCA,True,0.30890562198979826,2.2998781292170123
BRCA,CESC,False,0.8296524832529653,0.6615164747496822
SKCM,SKCM,True,0.9308982580919247,0.2022691089929624
GBMLGG,GBMLGG,True,0.051859737093270186,1.019497497005759
LUSC,LUAD,False,0.8121842730124923,0.3809953745742517
PRAD,LAML,False,0.014656915482651273,2.821784844658474
BRCA,THYM,False,0.0762688317194675,2.2547713798223934
BLCA,BLCA,True,0.41524475442976344,1.2576477583547376
GBMLGG,GBMLGG,True,0.4852983433901634,1.9206898854405807
BRCA,BRCA,True,0.035187291101395235,2.6199137776206554
TGCT,TGCT,True,0.37217153132679426,2.118320120980454
KIPAN,KIPAN,True,0.5319414095575535,0.7463215116311955
LGG,LGG,True,0.13288498369518348,1.0740839294908424
THCA,THYM,False,0.36993326410251937,1.4812800756806102
KIPAN,LIHC,False,0.22436643954067834,2.434636612905368
OV,SARC,False,0.012431337902670855,3.0359425918189484
STES,COAD,False,0.03002576532066059,2.2846368626780404
THYM,PRAD,False,0.08550327065168195,2.231971984900708
LUSC,HNSC,False,0.10233914220031348,1.3652268430638086
HNSC,PAAD,False,0.26900387046241375,2.27851029587247
LUSC,THYM,False,0.36993326410251937,1.4812800756806102
PCPG,BRCA,False,0.006857133884515754,2.8859687987384492
KIRC,TGCT,False,0.03521152110242233,2.9457269699398356
SKCM,SKCM,True,0.734904407118863,0.9944023346868582
SARC,THYM,False,0.3405417435522259,1.4528012223984064
DLBC,DLBC,True,0.0010080859109651424,2.913078354302359
LUAD,LUAD,True,0.010743155868335713,2.3896328474769186
BRCA,PRAD,False,0.04506145480902696,2.5754522112941434
BRCA,UCEC,False,0.26624543601416706,2.092248413732457
KIRC,KIRC,True,0.2049684689296315,2.5334422707087794
LUSC,LUSC,True,0.09573855390635827,1.3218673311272042
THCA,THYM,False,0.11182894105005389,2.027026659777427
LUSC,STES,False,0.10758773884127149,1.7000381067096133
SKCM,SKCM,True,0.9823309137541646,0.09477827249399898
KIRC,KIPAN,False,0.025252551410695892,2.8818967556523827
BRCA,SARC,False,0.03748347315252433,3.007179991225123
STES,STES,True,0.10689434235370804,1.7516910781796498
LUAD,LUAD,True,0.014108755058680728,2.821332059692406
STES,STES,True,0.19530150710541283,2.3492457969453286
LGG,LGG,True,0.36750198144317925,0.8249646051598721
KIRC,TGCT,False,0.0005683004670864744,2.9532924181582674
BLCA,BLCA,True,0.1802084694982882,1.8705180791133778
GBMLGG,GBMLGG,True,0.39929135062625376,1.033949373674399
LIHC,LIHC,True,0.7205775667903975,1.2070749911607312
BRCA,BRCA,True,0.06871938981093989,2.0185303601257396
SARC,PRAD,False,0.05143290421631046,2.797157073679098
BRCA,PRAD,False,0.08331584482799956,2.497890716669246
KIPAN,KIPAN,True,0.025379017692693517,2.703220422294717
GBMLGG,GBMLGG,True,0.32987791935618554,0.9163453428690025
OV,LUSC,False,0.3343339206770654,1.7779111039527322
BRCA,OV,False,0.24919443572226227,2.2791498236034915
LGG,LGG,True,0.26160387860743367,1.037855546065026
KIPAN,KIRC,False,0.0238216370344162,2.7033086849304215
GBMLGG,PAAD,False,0.027567062388320546,2.875019312379846
PRAD,PRAD,True,0.020070180523536096,2.322174142810697
BRCA,UCEC,False,0.13003525414928463,1.3769470725952506
SARC,SARC,True,0.11201212173578409,2.8449099436432035
THCA,THCA,True,0.6928808738227791,1.4142386632620372
BRCA,CESC,False,0.11988672710759335,1.6583567819786427
PRAD,PRAD,True,0.051480410738471594,2.2263745896472145
KIRC,KIRC,True,0.4940702916444121,0.7813046014433488
THYM,PCPG,False,0.027141228007778323,1.931152309192451
BRCA,BRCA,True,0.30335590767992104,1.967570490714429
BRCA,KIPAN,False,0.06119618774164315,2.629786077023593
SKCM,SKCM,True,0.2451456374736292,2.089201895672776
CESC,CESC,True,0.029931137399048055,2.7674027659611093
PAAD,PAAD,True,0.030851737655608835,2.237172487852017
THCA,THYM,False,0.023843425297412596,2.1553238181388665
BRCA,BRCA,True,0.531452179886945,1.8730501582914425
CESC,BRCA,False,0.19834951540151471,1.8557692537137616
GBMLGG,GBMLGG,True,0.6166658722232554,1.5693766498308235
BRCA,BRCA,True,0.060183805461035605,2.291895388305079
KIPAN,PRAD,False,0.061934041823044475,2.9245662819642644
SKCM,SKCM,True,0.7385932878647692,0.9720591521141834
ACC,ACC,True,0.5482912264257286,1.2870550968737788
PAAD,PAAD,True,0.055622192956661015,2.576537778054638
OV,TGCT,False,0.060457782375421765,2.585588203720737
KIPAN,LIHC,False,0.012583271014696445,2.8078304516266064
CESC,CESC,True,0.02159909269330111,2.8788070758107867
LUAD,HNSC,False,0.10581718460883593,2.2095081770475167
BRCA,BRCA,True,0.647840292504152,1.4598002090002289
BRCA,PAAD,False,0.2313067111449305,2.0444480720362685
LUSC,LUSC,True,0.06478524123221407,2.3568753427634297
KIRC,KIRC,True,0.6012364357635801,1.1361838999226523
KIPAN,KIPAN,True,0.027792931049529512,2.7311918097483465
UCEC,UCEC,True,0.8984834737251803,0.3827657211019715
OV,OV,True,0.012731044629377686,2.5493318223922086
LAML,BRCA,False,0.007012858794999549,2.638456542569489
BRCA,PRAD,False,0.03289131143300951,2.7509934032742716
LIHC,LIHC,True,0.004157855804778829,2.863745226946705
THCA,THCA,True,0.7357407566124226,1.03377826907733
PRAD,PRAD,True,0.0780219157313419,2.695153071400672
BRCA,BRCA,True,0.11774893381927215,2.353179512441664
KIRC,KIRC,True,0.45193170822100315,0.7698197575430158
LIHC,LUAD,False,0.07847504258035845,2.494748315621513
BRCA,PRAD,False,0.04167021856123235,2.6626756430474803
SARC,SARC,True,0.559503396012813,1.7022472431340478
KIPAN,KIPAN,True,0.33183150636177405,0.8366151294392916
SARC,TGCT,False,0.13766951772832514,2.7612938403512475
BRCA,LIHC,False,0.059939442162316225,2.576444540966832
LUSC,LUSC,True,0.2548462338844833,1.593512071071414
SKCM,PRAD,False,0.045507860221013385,2.68888741668426
UCEC,UCEC,True,0.8371130342732293,0.6482898995405117
OV,LUSC,False,0.0420171171732488,2.606961034959169
THYM,SARC,False,0.16336045376174047,2.7960292378621836
THCA,THYM,False,0.09979740968161024,2.150808891644635
SKCM,SKCM,True,0.9859943178314255,0.07084906270261687
STES,STES,True,0.1864671260445195,2.27403568839689
LUAD,LUAD,True,0.4684723063766117,1.3235636345009676
KIPAN,KIPAN,True,0.04839311224639617,2.5859371463142735
CESC,CESC,True,0.030351764987405286,2.950900083728247
KIPAN,KIRC,False,0.00427921906045875,2.8789726127931057
COAD,COAD,True,0.8732562612621871,0.5084751085647011
SKCM,SKCM,True,0.8317256297380882,0.5370723535381963
BRCA,BRCA,True,0.379666341107866,2.0195372306653505
KIPAN,KIPAN,True,0.09510990890923737,2.6439915137727983
KIPAN,KIPAN,True,0.01755598191329788,2.4450740582587627
THCA,THYM,False,0.13465851552290226,1.9480316104370348
KIPAN,PRAD,False,0.04264177405820288,2.931684856487913
GBMLGG,LGG,False,0.2892430788016738,0.9339511954381876
BLCA,CESC,False,0.5805568830512795,1.0332880883625035
LUSC,LUSC,True,0.7671953145863708,0.8770076676620115
KIPAN,KIPAN,True,0.25366518675421734,2.1329330308981103
PRAD,PRAD,True,0.025432152937473418,2.820513400765655
TGCT,TGCT,True,0.6465766171083563,1.4052020885914622
HNSC,KIPAN,False,0.02936476419813397,2.875499702227066
THYM,PCPG,False,0.11837404106440122,2.0811390240717342
OV,OV,True,0.18790627134555488,1.9427793116850933
UCEC,OV,False,0.03983628676574055,2.5801459534427145
STES,STES,True,0.2337013247571916,1.7486765230586963
GBMLGG,GBMLGG,True,0.33570876506783454,2.1513494667420967
CESC,CESC,True,0.07129367733249664,2.5976446548057774
BRCA,BRCA,True,0.16071109233833705,2.1696376535871424
BRCA,BRCA,True,0.04690688616689609,2.2786300337118
PRAD,PCPG,False,0.05297913460602613,2.594014392050038
LUSC,LUSC,True,0.8950905172321209,0.3355239406109505
UCEC,UCEC,True,0.039505902944496324,2.3758676688121163
OV,OV,True,0.342102275326744,1.941436666887141
KIPAN,TGCT,False,0.009542390535301148,2.8025631789802667
LUAD,LUAD,True,0.06732544964443421,2.4071026498705854
SKCM,SKCM,True,0.9491287425616566,0.2170195338925399
KIPAN,OV,False,0.3489131793448062,2.2245119099709925
BRCA,PRAD,False,0.048794431429589724,2.722048682509801
GBMLGG,GBMLGG,True,0.44355017855128864,1.3865624602303068
SARC,SARC,True,0.17214591696956338,2.764153993939568
THYM,THYM,True,0.03548576030413381,2.0735968242581913
LGG,GBMLGG,False,0.051859737093270186,1.019497497005759
LAML,THYM,False,0.3405417435522259,1.4528012223984064
BLCA,LUSC,False,0.14117240376720683,2.1683050701524613
COAD,COAD,True,0.7900734308597765,0.9519625339445025
STES,LIHC,False,0.18692621300693613,2.004450951414395
PRAD,LGG,False,0.027368933487338043,2.0903174895375107
GBMLGG,SARC,False,0.018390908032308625,2.950819412301611
BLCA,CESC,False,0.10649870107418907,1.4140614498747135
BRCA,HNSC,False,0.08153616589937238,2.559229698365619
KIPAN,LIHC,False,0.026381240118082183,2.891093283540815
BRCA,KIRC,False,0.01585794291188851,2.9323507914059386
PRAD,PCPG,False,0.03059144403397232,2.594526386715983
GBMLGG,GBMLGG,True,0.24879089004063354,0.9850017655305113
PAAD,PAAD,True,0.7118850156282911,1.1908399118789037
BRCA,CESC,False,0.15954554519039957,2.6857062386585593
GBMLGG,UCEC,False,0.1438226310725592,2.180659082993359
KIPAN,PRAD,False,0.02495248937889824,2.300855460053288
KIPAN,OV,False,0.13890396621294554,2.58111692728221
STES,STES,True,0.3805079836755584,0.911131323360733
UCEC,UCEC,True,0.07371306425379492,2.028988724546942
CESC,CESC,True,0.11453712229551638,2.5973839812560544
SARC,OV,False,0.03255081415680336,2.3885223904954227
PAAD,PAAD,True,0.08477270768029109,2.6592047422693406
GBMLGG,GBMLGG,True,0.33763196816206764,0.7359027461774925
LAML,LAML,True,0.9690671938882441,0.16937446385888721
GBMLGG,PRAD,False,0.0689564679247078,2.983113114711827
BRCA,OV,False,0.17319181786278354,2.4592594438593847
BRCA,BRCA,True,0.372415124562542,1.9882662077734807
SKCM,SKCM,True,0.8071132536016054,0.758359795232205
OV,OV,True,0.08984198296568077,2.1430307802774613
KIPAN,OV,False,0.002608351441926046,2.838399637215942
STES,STES,True,0.7132047200455156,0.8680346095163999
THCA,THCA,True,0.9502036368884198,0.27558967705038057
SARC,SARC,True,0.06209710426873678,2.8005195286479285
PRAD,SARC,False,0.055996491136115156,2.831409406863139
GBMLGG,LGG,False,0.1617200657988741,1.1324826783825392
SARC,PCPG,False,0.06801445977361456,2.438021993546031
PRAD,PRAD,True,0.15603343827881908,2.66641227490964
LAML,THYM,False,0.09763559518831966,1.9321021540254923
LUAD,LUSC,False,0.2162477756003742,1.8805211371752015
LUAD,HNSC,False,0.2077860096290045,2.506196282933997
THCA,THCA,True,0.8439730937461799,0.6864892169905367
THCA,THCA,True,0.7157660159813162,1.219313532552727
THCA,THCA,True,0.9225998058443626,0.37112232136892814
TGCT,PCPG,False,0.007998876487806159,2.8912990671866634
GBMLGG,LGG,False,0.20777591486682778,0.9835102698193333
UCEC,UCEC,True,0.25899673296970094,1.840270004233979
GBMLGG,SARC,False,0.1358822512019861,2.3835983885317233
GBMLGG,LGG,False,0.4538078496879398,1.250649032406276
TGCT,TGCT,True,0.34074617236750115,2.379876510252879
HNSC,HNSC,True,0.22905445510414077,1.961282341475701
PCPG,PCPG,True,0.04892720385173149,2.8256699910411682
TGCT,KIPAN,False,0.038766517386759486,2.769387234709002
COAD,PAAD,False,0.3544248887129926,1.8410969677789706
PRAD,PRAD,True,0.00033146146092874473,2.704899102481143
LUSC,BLCA,False,0.06881850543273885,2.5111722351688837
SARC,SARC,True,0.27552284107876823,2.6124148811102765
PAAD,BRCA,False,0.011133947681205278,2.9407119042428422
KIRC,KIRC,True,0.5873165134196847,1.1414035190381144
SARC,SARC,True,0.2579397492953909,1.8451454054774266
PAAD,STES,False,0.06647005005698414,2.101552318351841
GBMLGG,PCPG,False,0.09824860434246074,2.4918461895723887
OV,LIHC,False,0.008507162124558348,2.7697664187646027
BLCA,STES,False,0.1001845860832202,2.3245715441517287
SKCM,SKCM,True,0.9490716999955959,0.24289819417478833
BRCA,PRAD,False,0.042313755504349376,2.84452412601932
OV,OV,True,0.2041874078177611,2.4617656234566025
STES,UCEC,False,0.9346462850630651,0.18605204967071443
UCEC,UCEC,True,0.4368460809939343,0.9285518316356749
PRAD,PRAD,True,0.3067741343465013,2.468371577939887
TGCT,TGCT,True,0.30489443405824057,2.41087449730571
GBMLGG,LGG,False,0.484052960931613,0.757050377851766
COAD,COAD,True,0.8348371354980526,0.6527068542367221
LIHC,OV,False,0.25049521106273437,2.252461776201799
BRCA,LUAD,False,0.06125510587736707,2.6637198775928077
KIPAN,KIPAN,True,0.26178174816230615,2.521254723449321
LAML,OV,False,0.03977427749322096,2.3558792725265274
OV,OV,True,0.3009835778870682,2.226436566053814
LGG,LGG,True,0.5086746930688446,1.3150582874570496
OV,OV,True,0.24762215568244256,2.368884571150284
LIHC,KIPAN,False,0.058501107555635756,2.2867913249127616
THCA,THYM,False,0.002233847951155804,2.271210578640713
LUSC,LUSC,True,0.8663907833183562,0.2904992797356766
STES,LUSC,False,0.26871877223462715,1.837206131882761
LAML,LAML,True,0.20863831801050747,1.4032902835470165
BRCA,PRAD,False,0.008198976152825665,2.414411833259179
GBMLGG,LGG,False,0.3071036043564434,0.8775133919018367
UCEC,UCEC,True,0.8917020506338933,0.41414212183929755
KIRC,KIRC,True,0.09899858966728212,2.55222290652335
SARC,SARC,True,0.1584195423740528,2.295304107900206
BRCA,BRCA,True,0.8170125995158178,0.864869584928927
KIPAN,BRCA,False,0.05018202296260743,2.6552729997456166
KIPAN,KIPAN,True,0.5963290816626874,0.9182711604157314
PRAD,COAD,False,0.27434533924369686,2.3959441542092232
STES,PAAD,False,0.020447713317522917,2.9874970754955625
LAML,LAML,True,0.5734414058422427,1.6575203402408374
LUAD,SARC,False,0.06084601956517324,2.7437115258549825
KIPAN,LIHC,False,0.059822246320876765,2.884145816407637
KIPAN,KIPAN,True,0.01587569660180288,2.327515150069953
DLBC,LUSC,False,0.7520793193025963,0.4588268586142532
BLCA,BLCA,True,0.2547046541440313,1.9074484348836704
LUAD,LUSC,False,0.16738559085663074,1.2717324571098174
KIRC,KIRC,True,0.18675770384046625,2.254400147878316
SARC,LIHC,False,0.004995122498419213,2.8361635699087637
KIRC,PRAD,False,0.015416383133087047,2.748060514660258
COAD,COAD,True,0.5887324307364785,1.1818971219535561
COAD,COAD,True,0.6125222154517808,1.3104056997447437
LUSC,LUSC,True,0.45425472884108775,1.5746435028007348
HNSC,LUSC,False,0.7312087695823413,0.6810584566475032
COAD,COAD,True,0.7621224976373271,0.92838610494319
KIPAN,THYM,False,0.4497869672966425,1.5807020117443211
PCPG,SARC,False,0.07178420049033932,2.724381117565279
STES,STES,True,0.4951601767501958,1.368225614883432
BRCA,PRAD,False,0.028541492085719766,2.633915455840292
TGCT,TGCT,True,0.21195053319177398,2.651471447101133
THCA,THCA,True,0.8494143686340091,0.7318321041623214
GBMLGG,PCPG,False,0.07261915677393647,2.6830440388109147
BRCA,UCEC,False,0.23016220485259858,1.6158616153675478
KIPAN,KIPAN,True,0.45738876486665314,1.9562924946749574
SKCM,SKCM,True,0.785042669134735,0.8462593586155789
BRCA,UCEC,False,0.0273554492840781,2.3516762614356996
KIRC,KIRC,True,0.12231288640992782,2.6180810515975805
COAD,COAD,True,0.4371387071524703,1.639319325681639
THCA,LAML,False,0.017578199394406607,2.1325594045320337
LUSC,LUSC,True,0.9367396285034815,0.30339539930038234
BRCA,BRCA,True,0.5993779498176869,1.5147181464355368
GBMLGG,GBMLGG,True,0.04532053835371147,1.0135550527154524
LAML,THYM,False,0.09775651408266345,1.9598411710808517
OV,BRCA,False,0.03377452890619441,3.0109840872858338
HNSC,HNSC,True,0.21926702312405544,2.241746498270304
LGG,LGG,True,0.4566709581595277,0.6336794321411755
GBMLGG,UCEC,False,0.0368841866811456,2.7392975691415096
LUAD,LIHC,False,0.029402641729625256,2.1338292725226
LIHC,LIHC,True,0.07778845731066003,2.8139214062947557
LAML,THYM,False,0.03279675757047196,1.949404638777463
KIRC,KIRC,True,0.5234481472482534,1.0897446686588974
LUSC,LUSC,True,0.8598854328199074,0.5300341619248338
THCA,THCA,True,0.897268672120521,0.5203150140503153
STES,ACC,False,0.04968963425767925,2.877722464261238
LUAD,LUAD,True,0.11188305127867777,2.506484624812393
STES,UCEC,False,0.3128499858625357,0.9490959553041742
PRAD,PRAD,True,0.36136269369728474,2.342953366785449
PRAD,SARC,False,0.017595426117682195,2.6959499666820506
STES,STES,True,0.27651766472261485,2.1041327724026164
PAAD,PAAD,True,0.1969396787654091,2.5062348837479465
BRCA,SARC,False,0.07035838991148967,2.7519497565897613
HNSC,STES,False,0.04689148160167195,1.8910586633763535
KIPAN,LIHC,False,0.10973274881049339,2.5423896193933473
BRCA,BRCA,True,0.9641796250545713,0.17475264531336226
SKCM,SKCM,True,0.9253542533622776,0.412061992030457
STES,STES,True,0.5311055238975142,1.5282948800200813
UCEC,STES,False,0.2684847462008063,0.9237498578305247
STES,BRCA,False,0.02195644266450797,2.5806519841039304
LIHC,PRAD,False,0.03550952744887417,2.9646646490930304
HNSC,BLCA,False,0.008444234359651581,2.1586620139638355
CESC,BRCA,False,0.02631499012621591,2.854890320274908
SARC,THYM,False,0.0053575487940590305,2.259595604880447
THYM,THYM,True,0.32428152138042404,1.586172391660965
THYM,THYM,True,0.32428152138042404,1.586172391660965
PCPG,PRAD,False,0.03711984754325179,2.69747428217861
BRCA,BRCA,True,0.7883102204119814,0.8187223729298276
STES,HNSC,False,0.006533399048613775,2.254595980988371
STES,STES,True,0.3956610306675491,1.4812506468665438
PCPG,PCPG,True,0.047488665815916944,2.7232891147530185
LGG,LGG,True,0.2098583208375127,1.6262901004554673
GBMLGG,SARC,False,0.0038746894299039325,2.738073921615124
TGCT,SARC,False,0.03157743168009576,2.991396498115926
KIPAN,PCPG,False,0.07860730938007965,2.6131724082470966
KIPAN,PRAD,False,0.15198510547460936,2.716523304781888
COAD,COAD,True,0.9306337644695262,0.289947005044202
LAML,LAML,True,0.894456034623591,0.542244867045154
BRCA,PRAD,False,0.04031575179660399,2.5226803201653505
PRAD,TGCT,False,0.006690979674567166,2.7477861415014666
THYM,PCPG,False,0.30425787909104396,1.672480914464279
PCPG,THYM,False,0.08151867962563816,1.9780850284793654
THCA,THCA,True,0.7174869037498114,1.0490605253455683
LIHC,LUAD,False,0.08870259630065334,2.6804324880060664
PRAD,PCPG,False,0.13523573548433057,2.3396386425312365
UCEC,PCPG,False,0.06952362742296558,2.7861216282612533
STES,STES,True,0.7958952414599032,0.7294966564391372
PRAD,PRAD,True,0.0672490901996983,2.3655603986897287
TGCT,TGCT,True,0.39621612026407144,2.2507887348365396
OV,OV,True,0.23675461897097583,2.5161405472768763
HNSC,HNSC,True,0.18015968993161008,1.9931442740522347
LUAD,LIHC,False,0.5567352580968989,1.3472262103182997
OV,PRAD,False,0.0510109578467845,2.7758316657481408
BRCA,BRCA,True,0.4384394290537265,2.177317652930243
SKCM,SKCM,True,0.5667590921725546,1.112274487409561
BRCA,BRCA,True,0.0847290660923328,2.5582040362495206
LUSC,LUSC,True,0.5760499630128064,1.119235970151847
OV,LUSC,False,0.021534443946965798,2.518106353688243
OV,OV,True,0.1656721336407488,2.641078365333292
STES,STES,True,0.9443568691959626,0.22025754924149712
SARC,SARC,True,0.06638247409909889,2.605444262874279
COAD,COAD,True,0.5007698816223785,1.8594513621577604
KIPAN,KIPAN,True,0.046529293596558274,2.459842008730936
LIHC,PAAD,False,0.028023533594854835,2.929191824392774
KIPAN,TGCT,False,0.007672376657064953,2.794671484358619
KIPAN,KIPAN,True,0.19823761360866377,2.6116288181927176
GBMLGG,LGG,False,0.1187329500354467,0.9749016068119521
GBMLGG,GBMLGG,True,0.1869128453635418,2.6568935191796994
PRAD,PRAD,True,0.015107037281277574,2.8252586513465574
SARC,PCPG,False,0.047595318840860934,2.758774844833312
PRAD,PAAD,False,0.04550771375500147,2.9400298191669143
BRCA,SARC,False,0.024599999000364914,3.008746343356052
BRCA,BRCA,True,0.5644405629207551,1.6013368450755132
LIHC,LIHC,True,0.09633906000976752,2.9861420057628005
COAD,COAD,True,0.7924434247064541,0.7774188527604663
THCA,THCA,True,0.9552446599333457,0.24051036338843804
PRAD,PRAD,True,0.04932390475850623,2.8101682700323227
BRCA,PCPG,False,0.08438548721994954,2.2202542748030565
BRCA,SARC,False,0.08259689150481811,2.6652299450322654
GBMLGG,GBMLGG,True,0.21008686147693914,2.5784951479391953
OV,OV,True,0.0471146836989447,2.149636234143036
LUAD,LUAD,True,0.04237667115379584,0.6944025108563003
KIPAN,KIPAN,True,0.05207072632418017,2.5739570622609986
KIRC,KIRC,True,0.14931592836508928,2.764148267346757
TGCT,SARC,False,0.1317168740906003,2.83082710685893
KIPAN,LUAD,False,0.06698985001254606,2.4834347439091955
GBMLGG,GBMLGG,True,0.24022691956073122,0.851730010133674
BRCA,PCPG,False,0.04949064262405922,2.683132351708819
GBMLGG,GBMLGG,True,0.23433328555327237,1.3515993495475076
OV,BRCA,False,0.01992705424114316,2.5512988284526883
THYM,PCPG,False,0.36427609484095647,1.742293745936378
