row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,h1__ACC,h1__BLCA,h1__BRCA,h1__CESC,h1__COAD,h1__DLBC,h1__GBMLGG,h1__HNSC,h1__KIPAN,h1__KIRC,h1__LAML,h1__LGG,h1__LIHC,h1__LUAD,h1__LUSC,h1__OV,h1__PAAD,h1__PCPG,h1__PRAD,h1__SARC,h1__SKCM,h1__STES,h1__TGCT,h1__THCA,h1__THYM,h1__UCEC
16,KIPAN,0.0011274695,0.0047079455,0.15284207,0.01747879,0.10688658,0.0043301806,0.021157328,0.03324351,0.008500779,0.017429324,0.00021205508,0.009053726,0.09136405,0.054335076,0.023421079,0.06036265,0.022787908,0.00013694192,0.050211348,0.043538537,0.010965059,0.22252466,0.0037509017,0.0011665362,0.004012029,0.03445343,0.0011274695,0.0047079455,0.06137393,0.04164766,0.11013453,0.0043301806,0.034555264,0.043700557,0.026843335,0.028283678,0.021783771,0.022994906,0.049397606,0.07407293,0.02247862,0.046971157,0.038754366,0.021345114,0.035018224,0.038169827,0.010965059,0.17683524,0.0037509017,0.02283177,0.023698037,0.03422788
17,KIPAN,3.1240732e-05,1.3538528e-05,0.0008572993,0.00039725244,6.341724e-06,9.9114994e-05,7.6230914e-05,1.5005468e-05,0.43331465,0.53872496,0.0070373686,0.00015174814,1.1714299e-05,1.0993565e-05,2.9014209e-06,2.7602673e-05,9.161512e-06,0.010454761,0.001211656,0.00028263216,9.6861135e-05,8.876681e-06,9.42415e-05,0.0029342622,0.003999633,0.00012994304,3.1240732e-05,1.3538528e-05,0.009485832,0.0063182907,0.0037986569,9.9114994e-05,0.005841118,0.0045372974,0.32056487,0.5519922,0.009355459,0.004020268,0.0042526945,0.0043594134,0.0038392665,0.0069439407,0.0046442584,0.012745232,0.012942737,0.006785274,9.6861135e-05,0.0055919457,9.42415e-05,0.009441528,0.00817401,0.0040307282
18,BRCA,0.0002477772,0.0002799854,0.14226405,0.011090551,0.00046897147,0.0012595457,0.0043312307,0.0008285996,0.005568257,0.0051746126,0.33252242,0.01444083,0.00059445115,0.00040102316,5.6166955e-05,0.0037620582,0.0038750244,0.13869725,0.16750325,0.0155586675,0.0016988267,0.00022651859,0.00070870237,0.071993895,0.075232364,0.0012150444,0.0002477772,0.00854275,0.07723925,0.015354083,0.00046897147,0.0012595457,0.016588,0.016374022,0.020198936,0.014572149,0.11183326,0.02089423,0.010430867,0.009935704,0.009094447,0.014560004,0.012278952,0.19415995,0.17728022,0.020707417,0.0016988267,0.012771863,0.00070870237,0.17002942,0.0526321,0.010138647
19,PRAD,0.010074174,0.0041196723,0.20625547,0.06648898,0.011036529,0.008445859,0.013505746,0.010592095,0.05586033,0.01588241,0.005999681,0.0120603135,0.02821939,0.012913207,0.002120475,0.054926697,0.020020494,0.056735743,0.08442497,0.05340056,0.01620777,0.009676158,0.03437312,0.17146057,0.016386665,0.018812954,0.010074174,0.0041196723,0.06706024,0.044507723,0.011422307,0.008445859,0.021247735,0.013982308,0.058378838,0.03872853,0.010785097,0.01133256,0.021536335,0.013553043,0.012459608,0.036637217,0.018429607,0.08765033,0.05669647,0.24841523,0.01620777,0.018431762,0.03437312,0.07791071,0.012845633,0.044768155
20,GBMLGG,6.190881e-05,0.000101471815,0.2705786,0.017550586,0.0030648697,0.0040942794,0.0074830255,0.0021453253,0.0051818294,0.004962835,0.111935236,0.016331276,0.0012744934,0.0010323727,0.0006653064,0.012771452,0.0023227462,0.020290332,0.1126923,0.06993143,0.0008308565,0.0008411177,0.00050788396,0.060720507,0.26639473,0.0062333043,6.190881e-05,0.000101471815,0.16843751,0.019771768,0.011233447,0.0040942794,0.05114071,0.013514465,0.025079256,0.019670451,0.054984182,0.015955506,0.013381222,0.012974916,0.011078732,0.02021056,0.010938034,0.014320552,0.14074837,0.05178573,0.0008308565,0.015944252,0.00050788396,0.02918942,0.2809674,0.01307718
21,UCEC,0.0007713927,0.004247078,0.19737552,0.0067406227,0.033578854,0.0027689242,0.04516377,0.032663736,0.0055746683,0.0054529994,0.0012279788,0.021613562,0.00552137,0.003452564,0.004644352,0.13809519,0.1047949,0.0017778013,0.022856947,0.031284884,0.0008443304,0.03184873,0.0010792967,0.0047641424,0.0033443037,0.28851214,0.0007713927,0.004247078,0.18993896,0.004731888,0.008992092,0.0027689242,0.015290964,0.014729087,0.0059999214,0.004153087,0.003438079,0.003645527,0.004469257,0.007581475,0.003664384,0.078920074,0.008759871,0.005947404,0.012120122,0.018805718,0.0008443304,0.0070167943,0.0010792967,0.0035827956,0.0035099946,0.5849915
22,GBMLGG,0.00046960037,0.005384009,0.04990677,0.12594886,0.005442189,0.008481599,0.31834754,0.018129194,0.052172415,0.033006497,0.0021554714,0.11416231,0.017259665,0.023542214,0.0046795844,0.012722446,0.012701321,0.0073420694,0.017410165,0.06064882,0.0076626246,0.009860401,0.0038522775,0.008603307,0.0032128212,0.076895766,0.00046960037,0.005384009,0.024495892,0.07899692,0.0062919483,0.008481599,0.5402774,0.0077267033,0.039539136,0.024599563,0.006143609,0.019581778,0.027884288,0.0087504955,0.006205291,0.012915605,0.018636594,0.0061021335,0.012805408,0.02627785,0.0076626246,0.010081323,0.0038522775,0.0063847043,0.008189195,0.082264006
23,LAML,0.0021044197,0.0021934581,0.2547188,0.062728316,0.015305637,0.0054044705,0.0056655942,0.0070926035,0.060230367,0.05686986,0.07862643,0.0037404224,0.00840418,0.005218826,0.0013972529,0.025674444,0.010672296,0.11518996,0.06079153,0.054828256,0.0064560184,0.004220941,0.015367473,0.06686857,0.057318404,0.012911422,0.0021044197,0.0021934581,0.32931948,0.028078968,0.008775926,0.0054044705,0.019151099,0.01055793,0.036755532,0.023395311,0.09979272,0.009721706,0.011781297,0.011477463,0.008655057,0.023295859,0.008545141,0.05300072,0.110333085,0.047504768,0.0064560184,0.015107533,0.015367473,0.05901543,0.044377472,0.0098316325
24,COAD,1.472652e-05,0.00040012627,5.8247864e-05,0.000311151,0.6232988,0.00010510074,3.9619826e-07,0.0021578695,7.106893e-06,6.2602465e-09,1.414389e-10,1.9311273e-09,5.0264703e-06,6.628194e-05,0.00054503785,6.832281e-09,7.902961e-09,6.3726185e-10,2.3822253e-07,2.6003642e-07,0.00040663366,0.008637054,3.702523e-09,3.5844522e-08,1.3459609e-07,0.36398575,1.472652e-05,0.00040012627,0.014701648,0.01744354,0.8314421,0.00010510074,0.004408618,0.010310585,0.005434561,0.003910385,0.0034200205,0.0047848285,0.0043200534,0.007156757,0.0052144434,0.0054322025,0.0049111717,0.0034274708,0.0050661378,0.0037681735,0.00040663366,0.044932574,3.702523e-09,0.0044681043,0.004188981,0.010331085
25,STES,0.00028136795,0.0051940805,0.006362165,0.0014606074,0.06986526,0.006864891,0.013756844,0.01381535,0.011878161,0.0022674296,2.0119828e-09,0.0006072937,0.12605491,0.050911143,0.029476533,0.039647244,0.0020290264,1.0710269e-09,0.0017971373,0.0070340033,0.023978721,0.5038507,0.0005170534,1.7665841e-06,3.380106e-05,0.08231454,0.00028136795,0.0051940805,0.012176712,0.009416655,0.005801031,0.006864891,0.0076752594,0.024604067,0.006371784,0.006071349,0.0050988453,0.005511623,0.04033086,0.05641094,0.04466647,0.011878363,0.009805935,0.0051504625,0.0065468545,0.0070066783,0.023978721,0.64743716,0.0005170534,0.005428647,0.005226362,0.040547892
26,BRCA,0.001171729,0.00059767975,0.55360174,0.02592717,0.0146826105,0.0013675988,0.022439314,0.014135017,0.015365202,0.019898904,0.0088768285,0.02901648,0.007214466,0.016572043,0.0009650978,0.010329154,0.0033402226,0.04827496,0.013947211,0.02781559,0.0057032304,0.008808609,0.0011466907,0.023244824,0.008900673,0.11665683,0.001171729,0.00059767975,0.36218375,0.06145479,0.016740646,0.0013675988,0.05259164,0.019995827,0.06473362,0.031396512,0.037505407,0.023688762,0.020198513,0.019211896,0.016919613,0.032361533,0.020467203,0.02930379,0.037294228,0.03584535,0.0057032304,0.024643654,0.0011466907,0.020177122,0.01949088,0.04380821
27,THCA,3.128935e-05,1.012932e-05,0.0007698205,0.00039941675,0.00023191613,2.1676697e-05,0.00043251374,4.7016696e-05,0.00014119847,0.00019950354,0.00758737,0.0015240036,5.354233e-05,0.00035484633,6.8101153e-06,5.283065e-05,6.573653e-05,0.0027557998,0.0056327637,0.00032256622,0.006757459,1.49607895e-05,6.97112e-05,0.967567,0.0045709773,0.00037922012,3.128935e-05,1.012932e-05,0.005111336,0.003544222,0.0020111874,2.1676697e-05,0.003194145,0.002419571,0.0042801825,0.0021997816,0.0040086475,0.002766963,0.0023957158,0.0023229725,0.001983488,0.0028323685,0.001958298,0.0029776297,0.0056006466,0.0036601948,0.006757459,0.0028545894,6.97112e-05,0.9322201,0.0024701194,0.0022976594
28,BRCA,0.0006618603,0.002032577,0.04015779,0.023565402,0.0046442784,0.016200257,0.015458485,0.0036845875,0.0045248442,0.004716102,0.08286332,0.0058124503,0.0019620338,0.0030386858,0.00061464764,0.0075340513,0.026829291,0.40508917,0.09004764,0.0776335,0.0029692277,0.0016869593,0.009465593,0.06216245,0.10448357,0.0021612027,0.0006618603,0.002032577,0.074560024,0.014980317,0.008925624,0.016200257,0.038043097,0.010661192,0.018201428,0.016473914,0.08031954,0.009326451,0.011936519,0.010418527,0.009021044,0.015534396,0.013745921,0.23995683,0.10926742,0.061491095,0.0029692277,0.013139278,0.009465593,0.06574549,0.13757226,0.009350114
29,SKCM,1.0045895e-05,0.0007154798,6.6680436e-06,0.0001467964,0.0009831061,3.4265806e-05,7.2237985e-05,0.00031445015,2.1845088e-07,8.104896e-09,2.4121675e-12,1.06833955e-08,5.025717e-05,0.0021182525,0.005112623,3.2594187e-08,1.5538496e-06,2.3628105e-12,4.3476422e-09,2.0745981e-06,0.98877496,0.00069562794,1.8881579e-08,2.4325967e-12,2.2018671e-08,0.0009612697,1.0045895e-05,0.0007154798,0.0003434089,0.0014650426,0.0007100197,3.4265806e-05,0.00016556752,0.0015283974,0.00017919672,0.00014638287,0.00012802637,0.00013472997,0.00025511687,0.00083332293,0.00072838983,0.00020592658,0.00016269289,0.00012830526,0.00016155097,0.0013573823,0.98877496,0.001362951,1.8881579e-08,0.00013181513,0.00012829184,0.00020869578
30,ACC,0.9898267,0.0003667963,0.00010372178,0.00014811926,0.000286387,0.00024010312,0.00073539023,0.00020184806,0.00021625763,9.381736e-05,2.3078567e-07,0.00019980707,0.0032410123,5.6884783e-05,8.249025e-05,1.21216235e-05,0.00042662342,1.687356e-06,3.1730433e-05,0.00016376543,0.00060136215,0.00047178258,0.00041795618,9.96946e-06,2.6998392e-05,0.0020364074,0.9898267,0.0003667963,9.532764e-05,6.8275585e-05,9.846267e-05,0.00024010312,6.892656e-05,7.302438e-05,6.918853e-05,4.3363623e-05,3.5498393e-05,3.837217e-05,0.006580525,0.00013688377,4.0840314e-05,5.4307995e-05,0.00030001387,3.5857756e-05,5.3760814e-05,4.7065725e-05,0.00060136215,0.00029058338,0.00041795618,3.7794493e-05,3.6386173e-05,0.00034259367
31,GBMLGG,0.00027908682,0.0004264577,0.0009138499,0.00032535396,0.006186925,0.00011574115,0.516503,0.002127516,0.00016819034,0.00023664311,0.0030156004,0.42881447,0.0016716999,0.0004931964,0.00025327975,0.0077335243,0.009206419,0.00046293173,0.001969728,0.0023023358,0.0007521848,0.002443315,4.845497e-05,0.0013447605,0.0012203533,0.010984967,0.00027908682,0.0004264577,0.010107887,0.005798758,0.0061525637,0.00011574115,0.74011886,0.006060305,0.007254775,0.005679623,0.0047581354,0.08842691,0.0056042112,0.0056869513,0.007678502,0.029300319,0.020408934,0.0053020646,0.011251031,0.0074716182,0.0007521848,0.0070872535,4.845497e-05,0.0048997123,0.013575788,0.005753825
32,HNSC,0.00031328155,0.039312065,0.19895759,0.019589107,0.042213358,0.0009355,0.0017038913,0.41208917,0.0028492878,0.0015483894,1.5518807e-06,0.00018004829,0.008218308,0.04645964,0.050219312,0.077198155,0.016322676,1.3252712e-07,0.00065768644,0.009492282,0.007951179,0.061016027,0.0004647309,7.4641525e-06,4.6324217e-06,0.0022945234,0.00031328155,0.039312065,0.13452418,0.03748045,0.026621295,0.0009355,0.018835466,0.18520524,0.018404406,0.014651156,0.013079262,0.014153319,0.029168682,0.056521557,0.07300557,0.08045299,0.021024007,0.012990965,0.016771432,0.01835473,0.007951179,0.1381212,0.0004647309,0.013518956,0.012854659,0.01528371
33,KIRC,0.0020286487,0.0022948827,0.020308,0.021251418,0.0070407228,0.0062464224,0.009464997,0.0036441158,0.11768705,0.47528663,0.0013700125,0.0022191196,0.028445391,0.009740988,0.003822296,0.03482746,0.011866479,0.0050269472,0.13830684,0.027338393,0.01460711,0.00656391,0.017457612,0.011248417,0.009759297,0.012146798,0.0020286487,0.0022948827,0.0324627,0.018071493,0.008520823,0.0062464224,0.017376712,0.010121215,0.05452831,0.23256907,0.008045476,0.008401282,0.015777705,0.010949904,0.008395351,0.019321706,0.0131796,0.028583495,0.26208434,0.15881106,0.01460711,0.012031174,0.017457612,0.019130643,0.009661433,0.009341792
34,KIRC,0.0009318569,0.00040224675,0.001083281,0.008178795,0.001043641,0.0006097183,0.0020068432,0.0017709035,0.11157918,0.84109163,6.341853e-07,0.0002078509,0.0019057144,0.002640357,0.0005426934,0.0007297079,0.0020443522,6.4286564e-06,0.0005689365,0.0013506197,0.004866557,0.0028865628,0.012084767,6.112642e-05,7.2352664e-06,0.0013982486,0.0009318569,0.00040224675,0.006965431,0.011040067,0.0052649463,0.0006097183,0.009972699,0.0055749873,0.21946761,0.60050374,0.002851274,0.003085707,0.008368686,0.022727346,0.002879901,0.006358675,0.043021843,0.0028320253,0.0043309215,0.0038691908,0.004866557,0.0130353905,0.012084767,0.0029631674,0.0028023107,0.003188827
35,PRAD,0.002423165,0.0016721943,0.1934334,0.026719507,0.0009783045,0.003920707,0.0039499463,0.0009660337,0.028889904,0.0715751,0.10397152,0.005591186,0.0031870757,0.0018118478,0.0002855685,0.0025220304,0.0022966168,0.29305953,0.067082494,0.048248574,0.003896373,0.0014450026,0.006801942,0.071427874,0.049319036,0.004525056,0.002423165,0.0016721943,0.06939134,0.04338588,0.014183059,0.003920707,0.022985911,0.016295547,0.037772022,0.030141871,0.038204163,0.013957896,0.01517253,0.015801119,0.013638972,0.034609787,0.018027686,0.16214275,0.106798925,0.1207322,0.003896373,0.020095462,0.006801942,0.12714526,0.046052273,0.014750942
36,LGG,0.0006947191,0.0008915241,0.006612094,0.00060065766,0.000462278,0.00028269948,0.35390714,0.0022209303,0.00029218572,0.00015729055,0.015736096,0.5877417,0.0009525055,0.0006219116,8.5156076e-05,0.0036391132,0.0059551816,0.0019681088,0.0013360095,0.0068556145,0.00028860875,0.00039898758,0.00012475876,0.0002557258,0.004044386,0.0038746083,0.0006947191,0.0032472224,0.007106698,0.003572388,0.000462278,0.00028269948,0.16402654,0.0041906363,0.0041882386,0.0035332409,0.008379421,0.7443473,0.0039965454,0.0037767044,0.0034569304,0.0069425446,0.005204948,0.003647928,0.0055412916,0.00705524,0.00028860875,0.004854769,0.00012475876,0.0035853777,0.0035248608,0.003968082
