row_index,truth,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,ovr__ACC,ovr__BLCA,ovr__BRCA,ovr__CESC,ovr__COAD,ovr__DLBC,ovr__GBMLGG,ovr__HNSC,ovr__KIPAN,ovr__KIRC,ovr__LAML,ovr__LGG,ovr__LIHC,ovr__LUAD,ovr__LUSC,ovr__OV,ovr__PAAD,ovr__PCPG,ovr__PRAD,ovr__SARC,ovr__SKCM,ovr__STES,ovr__TGCT,ovr__THCA,ovr__THYM,ovr__UCEC
10,STES,0.010642775,0.009267246,0.06002882,0.033970207,0.003970852,0.0028912798,0.009508282,0.009467098,0.0327049,0.03508281,0.028523158,0.01489044,0.077205345,0.010039477,0.0026914785,0.012843996,0.005265128,0.09411653,0.14806055,0.011875008,0.008536876,0.0067763804,0.036822,0.06917066,0.0579279,0.20772085,0.008737475,0.014425223,0.047211505,0.050376795,0.0029912477,0.00139756,0.009519829,0.015977211,0.044387758,0.03230782,0.01611336,0.016516669,0.12444505,0.020223113,0.010826539,0.02370043,0.005702651,0.08113337,0.14544596,0.008236098,0.008323927,0.021740029,0.04323714,0.076034136,0.05089182,0.12009733
11,HNSC,0.0018699557,0.006188719,0.028624117,0.086911336,0.04934428,0.0061721955,0.0046851533,0.095400415,0.024232086,0.020326393,7.998371e-07,0.0007415963,0.05408651,0.111476816,0.16528626,0.017667878,0.014928693,4.01702e-07,0.004614473,0.035783328,0.02968575,0.21552674,0.0069837295,8.888226e-05,0.0005240239,0.018849516,0.0008924608,0.0018607754,0.04404111,0.10374059,0.036901947,0.0040447004,0.0048298184,0.13425402,0.07397114,0.07724828,2.160863e-08,0.0005580641,0.07415993,0.11945795,0.12154846,0.025221152,0.007944513,3.537349e-09,0.0075387685,0.049041048,0.036458146,0.058593456,0.005741312,0.00027481615,0.00074007816,0.0109374095
12,KIRC,0.0032919804,0.022422757,0.16806093,0.053598963,0.0069741313,0.004082821,0.019611772,0.016886296,0.29306975,0.13477068,0.0016880574,0.004760541,0.04519675,0.07000182,0.0016246352,0.019998917,0.010184291,0.004905128,0.017956134,0.016202822,0.009628285,0.024489438,0.020939944,0.0009472209,0.022829907,0.0058760927,0.0012047255,0.017578883,0.22454612,0.08566726,0.0056234347,0.0015428452,0.028306875,0.019788807,0.25129616,0.062365968,0.001590348,0.0031641824,0.040201575,0.10574831,0.0010241593,0.020744408,0.011452074,0.0017409273,0.019822465,0.009006445,0.015525314,0.031026116,0.021539314,0.00031891293,0.01635449,0.0028199945
13,PAAD,0.0013570099,0.002525245,0.09708186,0.0055155167,0.071937285,0.0018343373,0.046130247,0.057770055,0.009602587,0.0057265447,0.0010926987,0.0059609804,0.065622084,0.041079976,0.01247463,0.16100448,0.1981667,0.002188252,0.017309627,0.057601444,0.0055793864,0.09155834,0.008283434,0.0035495192,0.006268947,0.02277877,0.0008324652,0.001507872,0.07833959,0.0025904907,0.057204448,0.00078855216,0.07870024,0.08040069,0.008945567,0.004027973,0.0023783117,0.0066153463,0.07928038,0.056198496,0.014894103,0.1684968,0.14551938,0.0016202161,0.024057688,0.048109356,0.00446042,0.08276138,0.007970745,0.010721056,0.0060751396,0.027503338
14,SKCM,1.8075349e-07,8.924278e-05,1.1489574e-06,0.000109099296,0.0011275127,2.0450268e-06,3.3242826e-09,0.00029471517,3.2844607e-08,1.2811512e-11,1.1099503e-12,2.4375743e-10,7.3426156e-07,8.796376e-05,0.0020702558,1.6372969e-11,6.674813e-10,2.9362962e-12,3.0995498e-11,4.820854e-08,0.99593943,8.128001e-05,2.7353652e-11,1.1746208e-12,2.1251449e-10,0.00019625002,1.949195e-06,0.00036289348,3.030641e-07,0.00020738062,0.004401732,4.44709e-05,6.447837e-15,0.000419783,1.6771162e-09,6.635197e-17,0.0,1.2855432e-10,9.2179937e-07,6.6982643e-06,0.020435626,4.8888607e-20,1.9547716e-14,0.0,2.2928154e-19,1.7715196e-09,0.97255325,5.9831265e-05,1.1903038e-21,0.0,1.0682183e-08,0.0015050535
15,OV,0.005820883,0.0029226234,0.0982695,0.014896929,0.005778575,0.017543014,0.109295815,0.021376442,0.16717985,0.13910742,0.013904611,0.046022862,0.012765142,0.030696398,0.0014178307,0.025536656,0.0140379025,0.037646096,0.109212436,0.040527247,0.006976996,0.0107028205,0.013526531,0.015493641,0.028037494,0.0113042835,0.009329549,0.0008491117,0.11308105,0.013299817,0.0020579922,0.005488264,0.07869371,0.054933477,0.18331964,0.11364181,0.01413714,0.04008649,0.023111153,0.03602613,0.0022349658,0.020582521,0.008923528,0.019378051,0.11679603,0.025831314,0.009908401,0.048246473,0.01090402,0.010575675,0.020851929,0.017711796
16,KIPAN,0.0011274695,0.0047079455,0.15284207,0.01747879,0.10688658,0.0043301806,0.021157328,0.03324351,0.008500779,0.017429324,0.00021205508,0.009053726,0.09136405,0.054335076,0.023421079,0.06036265,0.022787908,0.00013694192,0.050211348,0.043538537,0.010965059,0.22252466,0.0037509017,0.0011665362,0.004012029,0.03445343,0.00079057546,0.0022276733,0.12081857,0.019181821,0.10234377,0.0032598285,0.039510872,0.026425298,0.019541282,0.043091696,0.00075582863,0.014372108,0.06989252,0.04550384,0.013586101,0.09039901,0.015485969,3.1006588e-05,0.1333959,0.038422268,0.0065125753,0.15312971,0.0031196314,0.0009162968,0.0042032395,0.033082478
17,KIPAN,3.1240732e-05,1.3538528e-05,0.0008572993,0.00039725244,6.341724e-06,9.9114994e-05,7.6230914e-05,1.5005468e-05,0.43331465,0.53872496,0.0070373686,0.00015174814,1.1714299e-05,1.0993565e-05,2.9014209e-06,2.7602673e-05,9.161512e-06,0.010454761,0.001211656,0.00028263216,9.6861135e-05,8.876681e-06,9.42415e-05,0.0029342622,0.003999633,0.00012994304,0.00044483313,0.0007075145,0.0130429715,0.0084871175,0.00014419654,0.001492366,0.0037153852,0.001299351,0.35022482,0.34112403,0.098117314,0.0038155264,0.00013593261,0.00016053508,0.0031668008,0.0009477341,0.00040872206,0.08172085,0.015530139,0.004380821,0.0018551775,0.0025325285,0.00066730805,0.031306792,0.03287135,0.0016997402
18,BRCA,0.0002477772,0.0002799854,0.14226405,0.011090551,0.00046897147,0.0012595457,0.0043312307,0.0008285996,0.005568257,0.0051746126,0.33252242,0.01444083,0.00059445115,0.00040102316,5.6166955e-05,0.0037620582,0.0038750244,0.13869725,0.16750325,0.0155586675,0.0016988267,0.00022651859,0.00070870237,0.071993895,0.075232364,0.0012150444,0.00029810058,0.0026628678,0.060005218,0.041248213,0.0019476614,0.002568857,0.025427783,0.018056437,0.021567708,0.0137674045,0.149682,0.055678606,0.001569819,0.0015581558,0.0064802584,0.03207501,0.016089858,0.14046212,0.13082626,0.034114446,0.012108296,0.0044234004,0.0012525665,0.11092253,0.111308165,0.0038983836
19,PRAD,0.010074174,0.0041196723,0.20625547,0.06648898,0.011036529,0.008445859,0.013505746,0.010592095,0.05586033,0.01588241,0.005999681,0.0120603135,0.02821939,0.012913207,0.002120475,0.054926697,0.020020494,0.056735743,0.08442497,0.05340056,0.01620777,0.009676158,0.03437312,0.17146057,0.016386665,0.018812954,0.008319339,0.0040580863,0.12546942,0.08873748,0.010048688,0.0043462333,0.011010705,0.020666558,0.06329722,0.012701317,0.0030306776,0.010776578,0.03596684,0.013453015,0.0052384418,0.07844936,0.016283939,0.03762935,0.07548854,0.059478134,0.02318579,0.031699285,0.03427795,0.18897186,0.01081947,0.026595756
20,GBMLGG,6.190881e-05,0.000101471815,0.2705786,0.017550586,0.0030648697,0.0040942794,0.0074830255,0.0021453253,0.0051818294,0.004962835,0.111935236,0.016331276,0.0012744934,0.0010323727,0.0006653064,0.012771452,0.0023227462,0.020290332,0.1126923,0.06993143,0.0008308565,0.0008411177,0.00050788396,0.060720507,0.26639473,0.0062333043,3.6602996e-05,0.00012008258,0.13765223,0.026914183,0.0053126947,0.0061238566,0.017047007,0.012328584,0.019461323,0.02073285,0.12515728,0.043001052,0.0020536243,0.0016655619,0.02147333,0.03828562,0.0025947802,0.022525603,0.1385208,0.10558629,0.0017445537,0.011954761,0.00070662913,0.0838809,0.1468716,0.008248244
21,UCEC,0.0007713927,0.004247078,0.19737552,0.0067406227,0.033578854,0.0027689242,0.04516377,0.032663736,0.0055746683,0.0054529994,0.0012279788,0.021613562,0.00552137,0.003452564,0.004644352,0.13809519,0.1047949,0.0017778013,0.022856947,0.031284884,0.0008443304,0.03184873,0.0010792967,0.0047641424,0.0033443037,0.28851214,0.00014073477,0.0032881054,0.20041299,0.003645856,0.092759326,0.0015766524,0.068795286,0.050002594,0.016584978,0.011901639,0.0007125853,0.014279796,0.0031896417,0.0019222161,0.011443076,0.15627687,0.09094756,0.00042219422,0.028174646,0.023352832,0.0005741303,0.08777138,0.00029124797,0.0018846227,0.001341194,0.12830783
22,GBMLGG,0.00046960037,0.005384009,0.04990677,0.12594886,0.005442189,0.008481599,0.31834754,0.018129194,0.052172415,0.033006497,0.0021554714,0.11416231,0.017259665,0.023542214,0.0046795844,0.012722446,0.012701321,0.0073420694,0.017410165,0.06064882,0.0076626246,0.009860401,0.0038522775,0.008603307,0.0032128212,0.076895766,0.00015828945,0.005646884,0.077077284,0.15095875,0.0017827585,0.005754205,0.25972906,0.019490603,0.06596912,0.04455077,0.0016271742,0.0852574,0.015287783,0.025528854,0.002490208,0.020239465,0.0102941645,0.008216093,0.021754628,0.08148167,0.007132841,0.0061752405,0.0043409923,0.01640083,0.0022902275,0.060364626
23,LAML,0.0021044197,0.0021934581,0.2547188,0.062728316,0.015305637,0.0054044705,0.0056655942,0.0070926035,0.060230367,0.05686986,0.07862643,0.0037404224,0.00840418,0.005218826,0.0013972529,0.025674444,0.010672296,0.11518996,0.06079153,0.054828256,0.0064560184,0.004220941,0.015367473,0.06686857,0.057318404,0.012911422,0.0011421057,0.0014931221,0.15540062,0.09171178,0.038882703,0.0035699275,0.011554765,0.0103477305,0.056707047,0.030417563,0.10364398,0.0038058981,0.010718289,0.0036069457,0.003129211,0.04219383,0.009405989,0.10803775,0.064518616,0.07595829,0.0070303367,0.012249899,0.012822162,0.08630409,0.038503565,0.01684394
24,COAD,1.472652e-05,0.00040012627,5.8247864e-05,0.000311151,0.6232988,0.00010510074,3.9619826e-07,0.0021578695,7.106893e-06,6.2602465e-09,1.414389e-10,1.9311273e-09,5.0264703e-06,6.628194e-05,0.00054503785,6.832281e-09,7.902961e-09,6.3726185e-10,2.3822253e-07,2.6003642e-07,0.00040663366,0.008637054,3.702523e-09,3.5844522e-08,1.3459609e-07,0.36398575,1.8400046e-05,6.206975e-05,4.6169518e-07,9.213329e-05,0.5408307,0.00016061644,1.2523843e-12,0.00021825476,1.9096004e-07,1.1947712e-16,0.0,1.1797185e-10,3.7018314e-08,1.4652705e-06,0.00027658723,3.657419e-20,3.8873467e-11,0.0,4.3922204e-23,1.4675129e-12,0.00014095427,0.006687554,3.8241705e-17,3.1495214e-38,2.5744015e-08,0.45151052
25,STES,0.00028136795,0.0051940805,0.006362165,0.0014606074,0.06986526,0.006864891,0.013756844,0.01381535,0.011878161,0.0022674296,2.0119828e-09,0.0006072937,0.12605491,0.050911143,0.029476533,0.039647244,0.0020290264,1.0710269e-09,0.0017971373,0.0070340033,0.023978721,0.5038507,0.0005170534,1.7665841e-06,3.380106e-05,0.08231454,0.00011799935,0.003199958,0.021973755,0.000555369,0.06065419,0.012839939,0.018597554,0.0027673629,0.024275606,0.006979966,1.2380167e-11,0.0004878952,0.15488236,0.046683896,0.008584613,0.06868481,0.00034543028,4.533184e-12,0.0015364509,0.0068928082,0.030818233,0.35930306,0.00016922546,2.378532e-06,3.575559e-05,0.16961138
26,BRCA,0.001171729,0.00059767975,0.55360174,0.02592717,0.0146826105,0.0013675988,0.022439314,0.014135017,0.015365202,0.019898904,0.0088768285,0.02901648,0.007214466,0.016572043,0.0009650978,0.010329154,0.0033402226,0.04827496,0.013947211,0.02781559,0.0057032304,0.008808609,0.0011466907,0.023244824,0.008900673,0.11665683,0.0012202786,0.00032941307,0.33601293,0.03584996,0.017699245,0.0009564238,0.05198079,0.035887267,0.04428933,0.03792865,0.00712558,0.05360482,0.006873352,0.018083604,0.002191814,0.02307689,0.0037602016,0.045160435,0.013871411,0.043261904,0.01080888,0.028225578,0.0009089523,0.041728377,0.004671504,0.13449255
27,THCA,3.128935e-05,1.012932e-05,0.0007698205,0.00039941675,0.00023191613,2.1676697e-05,0.00043251374,4.7016696e-05,0.00014119847,0.00019950354,0.00758737,0.0015240036,5.354233e-05,0.00035484633,6.8101153e-06,5.283065e-05,6.573653e-05,0.0027557998,0.0056327637,0.00032256622,0.006757459,1.49607895e-05,6.97112e-05,0.967567,0.0045709773,0.00037922012,0.00094150845,0.00064503605,0.031182244,0.01110114,0.010380074,0.0005330998,0.022568706,0.003694679,0.008193567,0.009574447,0.05329451,0.06906209,0.002145149,0.019055463,0.0028771353,0.0027983238,0.0029556348,0.035714988,0.09593025,0.00474066,0.12301602,0.004098919,0.0024430873,0.42546922,0.045111425,0.012472605
28,BRCA,0.0006618603,0.002032577,0.04015779,0.023565402,0.0046442784,0.016200257,0.015458485,0.0036845875,0.0045248442,0.004716102,0.08286332,0.0058124503,0.0019620338,0.0030386858,0.00061464764,0.0075340513,0.026829291,0.40508917,0.09004764,0.0776335,0.0029692277,0.0016869593,0.009465593,0.06216245,0.10448357,0.0021612027,0.00044507507,0.0030406986,0.08538856,0.04761091,0.011225164,0.016593834,0.05683797,0.009024692,0.0133184595,0.013633241,0.09140762,0.009228963,0.0032363585,0.007138247,0.0038236126,0.0116965035,0.049955595,0.13295469,0.1078255,0.10158494,0.006496895,0.010306527,0.015273084,0.08851971,0.10017087,0.0032623357
29,SKCM,1.0045895e-05,0.0007154798,6.6680436e-06,0.0001467964,0.0009831061,3.4265806e-05,7.2237985e-05,0.00031445015,2.1845088e-07,8.104896e-09,2.4121675e-12,1.06833955e-08,5.025717e-05,0.0021182525,0.005112623,3.2594187e-08,1.5538496e-06,2.3628105e-12,4.3476422e-09,2.0745981e-06,0.98877496,0.00069562794,1.8881579e-08,2.4325967e-12,2.2018671e-08,0.0009612697,0.0002968689,0.0072378595,2.6492542e-05,0.0014558401,0.015580107,0.0011879662,4.476663e-05,0.000761721,1.4260431e-06,2.3416387e-08,1.9701283e-34,2.2788792e-05,0.00038158277,0.010715609,0.026826322,3.031663e-09,1.0078544e-05,3.290216e-36,4.5909757e-10,3.1726283e-06,0.90142864,0.0054485113,1.1731928e-08,6.389952e-19,3.630597e-06,0.028566666
30,ACC,0.9898267,0.0003667963,0.00010372178,0.00014811926,0.000286387,0.00024010312,0.00073539023,0.00020184806,0.00021625763,9.381736e-05,2.3078567e-07,0.00019980707,0.0032410123,5.6884783e-05,8.249025e-05,1.21216235e-05,0.00042662342,1.687356e-06,3.1730433e-05,0.00016376543,0.00060136215,0.00047178258,0.00041795618,9.96946e-06,2.6998392e-05,0.0020364074,0.39946976,0.009429095,0.00552879,0.0025249512,0.015493091,0.009248057,0.05349561,0.015548944,0.009082055,0.0026156371,5.36596e-06,0.010885485,0.2104737,0.0030590496,0.0035207334,8.695019e-05,0.035098355,9.377352e-06,0.0005332353,0.007626634,0.026057817,0.04483571,0.011474551,0.00026172865,0.0005129506,0.123122215
31,GBMLGG,0.00027908682,0.0004264577,0.0009138499,0.00032535396,0.006186925,0.00011574115,0.516503,0.002127516,0.00016819034,0.00023664311,0.0030156004,0.42881447,0.0016716999,0.0004931964,0.00025327975,0.0077335243,0.009206419,0.00046293173,0.001969728,0.0023023358,0.0007521848,0.002443315,4.845497e-05,0.0013447605,0.0012203533,0.010984967,0.0011898857,0.0009964773,0.0024431448,0.000468204,0.08651001,0.00015136629,0.35669595,0.0071839946,0.002444933,0.0030665998,0.004190392,0.3337342,0.011933988,0.003793632,0.0021911648,0.04545815,0.038001146,0.00054012425,0.006283042,0.0030883886,0.0046098344,0.02765167,0.00016636931,0.0039279074,0.0021439004,0.05113551
32,HNSC,0.00031328155,0.039312065,0.19895759,0.019589107,0.042213358,0.0009355,0.0017038913,0.41208917,0.0028492878,0.0015483894,1.5518807e-06,0.00018004829,0.008218308,0.04645964,0.050219312,0.077198155,0.016322676,1.3252712e-07,0.00065768644,0.009492282,0.007951179,0.061016027,0.0004647309,7.4641525e-06,4.6324217e-06,0.0022945234,0.00026030908,0.05634752,0.13585033,0.033724308,0.08515664,0.0005303348,0.0024376558,0.33604547,0.010054784,0.00292891,5.821628e-09,0.00022676153,0.009423973,0.041960172,0.026209068,0.13680498,0.024994483,1.5842514e-09,0.0013691139,0.016772036,0.018754434,0.057555895,0.0005382117,2.3975552e-05,8.503105e-06,0.0020220936
33,KIRC,0.0020286487,0.0022948827,0.020308,0.021251418,0.0070407228,0.0062464224,0.009464997,0.0036441158,0.11768705,0.47528663,0.0013700125,0.0022191196,0.028445391,0.009740988,0.003822296,0.03482746,0.011866479,0.0050269472,0.13830684,0.027338393,0.01460711,0.00656391,0.017457612,0.011248417,0.009759297,0.012146798,0.0011152424,0.0019067718,0.043173622,0.028198691,0.011725184,0.0051869983,0.02971042,0.00259714,0.12876946,0.21326788,0.0012584932,0.0011641375,0.037288837,0.015200875,0.010616236,0.10024286,0.011883207,0.004483186,0.19364998,0.03749262,0.027141862,0.015280347,0.018976036,0.023006843,0.013919739,0.022743203
34,KIRC,0.0009318569,0.00040224675,0.001083281,0.008178795,0.001043641,0.0006097183,0.0020068432,0.0017709035,0.11157918,0.84109163,6.341853e-07,0.0002078509,0.0019057144,0.002640357,0.0005426934,0.0007297079,0.0020443522,6.4286564e-06,0.0005689365,0.0013506197,0.004866557,0.0028865628,0.012084767,6.112642e-05,7.2352664e-06,0.0013982486,0.0036744974,0.0016063107,0.0045157224,0.050508715,0.011046474,0.0017820349,0.031733878,0.031132208,0.28446195,0.39978722,3.3146325e-06,0.0012674665,0.005504228,0.015541735,0.001761377,0.0044152513,0.018737238,1.0741763e-05,0.0010275055,0.0099669,0.045611702,0.019172773,0.046297185,0.00033643775,3.1278425e-05,0.010065812
35,PRAD,0.002423165,0.0016721943,0.1934334,0.026719507,0.0009783045,0.003920707,0.0039499463,0.0009660337,0.028889904,0.0715751,0.10397152,0.005591186,0.0031870757,0.0018118478,0.0002855685,0.0025220304,0.0022966168,0.29305953,0.067082494,0.048248574,0.003896373,0.0014450026,0.006801942,0.071427874,0.049319036,0.004525056,0.0019792856,0.004289348,0.076094724,0.050897818,0.0013747764,0.0037568077,0.009628453,0.0032190804,0.03309272,0.11642712,0.10469493,0.008487907,0.008439843,0.0037947732,0.0022585702,0.00724705,0.004761129,0.18450476,0.11535691,0.06622459,0.006078172,0.010783311,0.008669817,0.11241867,0.05014003,0.005379388
36,LGG,0.0006947191,0.0008915241,0.006612094,0.00060065766,0.000462278,0.00028269948,0.35390714,0.0022209303,0.00029218572,0.00015729055,0.015736096,0.5877417,0.0009525055,0.0006219116,8.5156076e-05,0.0036391132,0.0059551816,0.0019681088,0.0013360095,0.0068556145,0.00028860875,0.00039898758,0.00012475876,0.0002557258,0.004044386,0.0038746083,0.0040377947,0.008437404,0.033473942,0.002181482,0.0015217006,0.0011255076,0.3861947,0.0107687935,0.0036392051,0.0016661725,0.025284871,0.42594764,0.008917487,0.007128689,0.0009829658,0.011277598,0.020369047,0.0042717988,0.0046286597,0.012660493,0.002372988,0.0029063954,0.0006405658,0.00038405778,0.010288914,0.008891065
