seed,fold,cancer_pair,rank,gene,support,left_mutation_rate,right_mutation_rate,signed_contrast,selection_source
31415,4,LGG_vs_GBMLGG,2,TP53,227,0.5054347826086957,0.3641304347826087,0.14130434782608697,fold_train_only
31415,4,LGG_vs_GBMLGG,3,ATRX,144,0.34782608695652173,0.21739130434782608,0.13043478260869565,fold_train_only
31415,4,LGG_vs_GBMLGG,4,PTEN,68,0.03804347826086957,0.16576086956521738,-0.1277173913043478,fold_train_only
31415,4,LGG_vs_GBMLGG,5,EGFR,62,0.03804347826086957,0.14945652173913043,-0.11141304347826086,fold_train_only
31415,5,KIRC_vs_KIPAN,1,VHL,246,0.43820224719101125,0.3131067961165049,0.12509545107450637,fold_train_only
31415,5,KIRC_vs_KIPAN,2,TP53,25,0.0149812734082397,0.050970873786407765,-0.03598960037816806,fold_train_only
31415,5,KIRC_vs_KIPAN,3,CDC27,19,0.011235955056179775,0.038834951456310676,-0.0275989964001309,fold_train_only
31415,5,KIRC_vs_KIPAN,4,PKD1,13,0.003745318352059925,0.02912621359223301,-0.025380895240173087,fold_train_only
31415,5,KIRC_vs_KIPAN,5,DOCK4,10,0.0,0.024271844660194174,-0.024271844660194174,fold_train_only
31415,5,LGG_vs_GBMLGG,1,IDH1,301,0.8032786885245902,0.4173441734417344,0.38593451508285576,fold_train_only
31415,5,LGG_vs_GBMLGG,2,ATRX,142,0.37158469945355194,0.2005420054200542,0.17104269403349773,fold_train_only
31415,5,LGG_vs_GBMLGG,3,TP53,230,0.5191256830601093,0.36585365853658536,0.15327202452352395,fold_train_only
31415,5,LGG_vs_GBMLGG,4,PTEN,66,0.0273224043715847,0.16531165311653118,-0.13798924874494647,fold_train_only
31415,5,LGG_vs_GBMLGG,5,EGFR,61,0.04371584699453552,0.14363143631436315,-0.09991558931982764,fold_train_only
