profile_kind,profile_hash,support,majority_count,label_count,purity,support_bucket
raw,4ce30b672fe1e629,1,1,1,1.0,1
raw,017ffa01ee21a884,1,1,1,1.0,1
raw,2780b0502bdfc622,1,1,1,1.0,1
raw,7d43a1529c5e83ec,1,1,1,1.0,1
raw,96086b46131fa13f,1,1,1,1.0,1
raw,158f88e2798b665f,1,1,1,1.0,1
raw,3a714efcba38e586,1,1,1,1.0,1
raw,233b6b1cb4600756,1,1,1,1.0,1
raw,2ea9901cd2622200,1,1,1,1.0,1
raw,b1b372709c52200e,1,1,1,1.0,1
raw,0072c7722183be07,1,1,1,1.0,1
raw,a7af1330134e00e2,1,1,1,1.0,1
raw,c00094d32d6d970f,1,1,1,1.0,1
raw,6d896c7163e90a7c,2,1,2,0.5,2
raw,ac6d828356973882,1,1,1,1.0,1
raw,9973a85fe2ad91ad,1,1,1,1.0,1
raw,c47af1ee7dee5b02,1,1,1,1.0,1
raw,27e59dde872a320c,1,1,1,1.0,1
raw,bd1cb48a082c9969,1,1,1,1.0,1
raw,75d8a3cb99508f41,1,1,1,1.0,1
raw,7642428537d58aa0,1,1,1,1.0,1
raw,bcf9914b1d12569e,1,1,1,1.0,1
raw,38784206970237e2,1,1,1,1.0,1
raw,0296e8dd81a910c3,1,1,1,1.0,1
raw,35b54d32dc995d4b,1,1,1,1.0,1
raw,864210218cc112f8,1,1,1,1.0,1
raw,58db11446a8b135a,1,1,1,1.0,1
raw,15be4e3837f7c841,2,1,2,0.5,2
raw,4a2df03c0eeb1d6c,1,1,1,1.0,1
raw,ecf5da465e16c16e,1,1,1,1.0,1
raw,ec8555ff4969b176,1,1,1,1.0,1
raw,608ec0406b95dbb4,1,1,1,1.0,1
raw,8c660e4838559d31,1,1,1,1.0,1
raw,89d8c5c40be1ea08,1,1,1,1.0,1
raw,826d1e51b834b7ab,1,1,1,1.0,1
raw,4ea503d603a4654a,2,1,2,0.5,2
raw,17368c6cfc57e919,2,1,2,0.5,2
raw,bc9a0ff1d5115706,1,1,1,1.0,1
raw,df2e8e0da159b6bf,1,1,1,1.0,1
raw,239122eeeb817c18,1,1,1,1.0,1
raw,952ba05df5597335,1,1,1,1.0,1
raw,92d5ed8bbe93b6fe,1,1,1,1.0,1
raw,52088f10226058dd,1,1,1,1.0,1
raw,414900cf7c492dcc,1,1,1,1.0,1
raw,27048467580a9645,1,1,1,1.0,1
raw,615518a7b8d119b5,1,1,1,1.0,1
raw,0309f26132bea666,1,1,1,1.0,1
raw,d7dd2d7081696ace,1,1,1,1.0,1
raw,d986260e4be994e9,1,1,1,1.0,1
raw,f2c3261fc875db84,1,1,1,1.0,1
raw,2cac00c55741e7ca,2,1,2,0.5,2
raw,4a57665875e9c8b3,1,1,1,1.0,1
raw,eeb590fd6b0787dc,1,1,1,1.0,1
raw,46d0b5b7861e3e51,1,1,1,1.0,1
raw,20b21574781e0a4a,1,1,1,1.0,1
raw,48f99bb2d888c38a,1,1,1,1.0,1
raw,b6c8852aa553acc5,1,1,1,1.0,1
raw,2bc9f3cf6d95927d,1,1,1,1.0,1
raw,2d0ec98ec522ddbf,1,1,1,1.0,1
raw,289799e91fdfcfe2,1,1,1,1.0,1
raw,8c02421c0986919b,2,1,2,0.5,2
raw,853e04c26d610c76,2,1,2,0.5,2
raw,947c392c5d3bbd67,1,1,1,1.0,1
raw,cfa360013ed8e5af,2,1,2,0.5,2
raw,8b03fa480cd354a7,1,1,1,1.0,1
raw,eeeaef0b2c3ba3f9,1,1,1,1.0,1
raw,db24f4d0c681eecb,1,1,1,1.0,1
raw,5fc804e86dfb2894,1,1,1,1.0,1
raw,95059b08c6479273,1,1,1,1.0,1
raw,a3d35835cd57c6f7,2,1,2,0.5,2
raw,972bc98acba25837,1,1,1,1.0,1
raw,f74f24f931d29cbe,1,1,1,1.0,1
raw,a702f4e84f138c6d,2,1,2,0.5,2
raw,5b1deaa721f7ef11,1,1,1,1.0,1
raw,4ca5e8d6ef95ad76,1,1,1,1.0,1
raw,ce870c55846e8436,1,1,1,1.0,1
raw,ad88b3ed03967b1b,1,1,1,1.0,1
raw,d88e43e665d8cbe4,1,1,1,1.0,1
raw,95a52626ed2ca125,1,1,1,1.0,1
raw,f8ae45bf2377a4b4,1,1,1,1.0,1
raw,f7c30ab598fef39d,1,1,1,1.0,1
raw,1ed0195ed13ca547,2,1,2,0.5,2
raw,e14f8ab60e5a8b23,1,1,1,1.0,1
raw,fbd0a50b387fbb2f,1,1,1,1.0,1
raw,93bf5b36bfd29390,1,1,1,1.0,1
raw,f86b94b184341973,1,1,1,1.0,1
raw,e2da4a86751f96db,1,1,1,1.0,1
raw,a7206dcb7c4602e9,1,1,1,1.0,1
raw,9647bef7abc6615b,1,1,1,1.0,1
raw,825e5121bf0622a1,1,1,1,1.0,1
raw,8ae062ce67791c40,1,1,1,1.0,1
raw,7155a5c230c48c66,2,1,2,0.5,2
raw,317bb9fd777bd36a,1,1,1,1.0,1
raw,ab587da2ad03d49a,1,1,1,1.0,1
raw,6b4939bbc40f0c99,1,1,1,1.0,1
raw,19c2c8ebd71d0d44,1,1,1,1.0,1
raw,65fc5f3c47c07dda,1,1,1,1.0,1
raw,ab3e38ee645a90a5,1,1,1,1.0,1
raw,7e7c4223867eaf24,1,1,1,1.0,1
raw,39c5394772693ec4,1,1,1,1.0,1
raw,32c9f34644883653,1,1,1,1.0,1
raw,78ff6a9ba8de7141,1,1,1,1.0,1
raw,5e382671c81d0617,1,1,1,1.0,1
raw,d0c1868e7203878b,1,1,1,1.0,1
raw,afc9d55136d7e524,2,1,2,0.5,2
raw,c9ef9a9c90cd5e45,1,1,1,1.0,1
raw,d3ca39016da68313,1,1,1,1.0,1
raw,b9e22d8dc892d732,1,1,1,1.0,1
raw,9f9546b4c3eb3298,1,1,1,1.0,1
raw,200cc7833e2b3041,1,1,1,1.0,1
raw,051f8c9a97962a5c,1,1,1,1.0,1
raw,40abbcd39296a8f0,1,1,1,1.0,1
raw,02b1024d6a9ad4e6,1,1,1,1.0,1
raw,50154f7ac527f7bd,1,1,1,1.0,1
raw,b90ea0142bfd2cf0,2,1,2,0.5,2
raw,924ce146dd0d3af7,1,1,1,1.0,1
raw,16626dd76f689ba2,1,1,1,1.0,1
raw,38d05fcb2422f585,1,1,1,1.0,1
raw,82b8547b733a8d68,2,1,2,0.5,2
raw,805db24828194527,1,1,1,1.0,1
raw,09febd5bbeabc76a,1,1,1,1.0,1
raw,39634e8df5744326,1,1,1,1.0,1
raw,8a8d717f4115088f,1,1,1,1.0,1
raw,4ca7a99b2c55ffdb,1,1,1,1.0,1
raw,e1bf98ca470af3ae,1,1,1,1.0,1
raw,01f01832a33f78f9,1,1,1,1.0,1
raw,5e04a8b3e037abe6,1,1,1,1.0,1
raw,c8085ec8fbf29149,1,1,1,1.0,1
raw,50307988ea6d76aa,1,1,1,1.0,1
raw,f443350b3792745e,1,1,1,1.0,1
raw,5dc28c5d729f8fd8,2,1,2,0.5,2
raw,4624ca23559ef687,1,1,1,1.0,1
raw,4d499e83703fee84,1,1,1,1.0,1
raw,d60b63f2c0500560,1,1,1,1.0,1
raw,878ed50e18b21068,1,1,1,1.0,1
raw,a814386d5e33b772,1,1,1,1.0,1
raw,dc019fdbc7e4b7ac,2,1,2,0.5,2
raw,d2b2ad402d2c1f58,1,1,1,1.0,1
raw,19c4b55192f287f3,1,1,1,1.0,1
raw,943d249864f66f90,2,1,2,0.5,2
raw,0b81be539e992380,1,1,1,1.0,1
raw,8656524d2edc36c3,1,1,1,1.0,1
raw,5263723effd9f77c,1,1,1,1.0,1
raw,2ac07a5c3ac864dd,1,1,1,1.0,1
raw,798d47a527a8ace3,1,1,1,1.0,1
raw,bc9119ba7da6d207,1,1,1,1.0,1
raw,47e29bc2faec9176,1,1,1,1.0,1
raw,0531047bffe4f127,1,1,1,1.0,1
raw,ce2e3691fdfdeb65,1,1,1,1.0,1
raw,54e191b8d30c407b,1,1,1,1.0,1
raw,f8be0ea990fd7795,1,1,1,1.0,1
raw,ba966fe3e625eac0,1,1,1,1.0,1
raw,cae8004975fad7ae,1,1,1,1.0,1
raw,4e05d98aaf44b8a3,1,1,1,1.0,1
raw,94e0b27edc423d73,1,1,1,1.0,1
raw,0981c672b290b379,1,1,1,1.0,1
raw,6a74848836c6c35c,1,1,1,1.0,1
raw,76da480065111e0f,1,1,1,1.0,1
raw,2cd3d6f0777088c4,1,1,1,1.0,1
raw,a5917eda384182c4,1,1,1,1.0,1
raw,9ed582cbcf2f8d8b,1,1,1,1.0,1
raw,063d4ea102c1e062,1,1,1,1.0,1
raw,d0cb377bcdb3b43e,1,1,1,1.0,1
raw,f9afb2af46c1b4ef,2,1,2,0.5,2
raw,fa2d941c4f75bdbe,1,1,1,1.0,1
raw,35b38c0b0abf1f34,1,1,1,1.0,1
raw,d1e58847008eae3a,1,1,1,1.0,1
raw,62820edc60b933d3,1,1,1,1.0,1
raw,2f47d266b149cdea,1,1,1,1.0,1
raw,7d5573e4e21e2201,1,1,1,1.0,1
raw,dc5fff9c22b83008,1,1,1,1.0,1
raw,289cfe74c99c356b,1,1,1,1.0,1
raw,04400067886fe09c,1,1,1,1.0,1
raw,449fb73dd3e874b0,1,1,1,1.0,1
raw,f35063dd0beef35c,1,1,1,1.0,1
raw,dfec1c2b8c7ca54c,1,1,1,1.0,1
raw,49374dc761261dbd,2,1,2,0.5,2
raw,7d56907674aa2c5d,1,1,1,1.0,1
raw,9a7fdbc0096fb026,1,1,1,1.0,1
raw,fdc866aaebdfec89,1,1,1,1.0,1
raw,c0ad9aafa3f63429,2,1,2,0.5,2
raw,3ca75d2c6b8ac75f,1,1,1,1.0,1
raw,e5e370eed155573d,1,1,1,1.0,1
raw,171df884d5202513,1,1,1,1.0,1
raw,6ae537578dffaab0,1,1,1,1.0,1
raw,9bb28d0e510a1386,1,1,1,1.0,1
raw,b96fc07396cb9286,1,1,1,1.0,1
raw,1123470d78e2f881,2,1,2,0.5,2
raw,7a0d30b27aa32f3b,1,1,1,1.0,1
raw,3fed2cc2f39514b2,1,1,1,1.0,1
raw,0030d0435aea6347,1,1,1,1.0,1
raw,4ef697051fa9925d,1,1,1,1.0,1
raw,d5e573c879ab14b7,1,1,1,1.0,1
raw,449c8a027b77fdb8,1,1,1,1.0,1
raw,111a55a752599419,1,1,1,1.0,1
raw,e17f3a4cac311e70,1,1,1,1.0,1
raw,85df451a86c4b0ab,1,1,1,1.0,1
raw,b53062617fe72379,1,1,1,1.0,1
raw,ec53ce6c0ee4cdef,1,1,1,1.0,1
raw,a253bc1763c7d347,2,1,2,0.5,2
raw,1fd9cb9d8bf1d879,1,1,1,1.0,1
raw,d8efdb8abc3c9cd8,1,1,1,1.0,1
raw,79f87e678a39f157,1,1,1,1.0,1
raw,db88350acdad094c,1,1,1,1.0,1
raw,08cd2421e2c5a7c9,1,1,1,1.0,1
raw,817793f06eb4e4b6,1,1,1,1.0,1
raw,d43ac2fc615f44d3,1,1,1,1.0,1
raw,ec0fa415667af9c1,1,1,1,1.0,1
raw,93de2a037b718de3,1,1,1,1.0,1
raw,3b6869e252d7f31b,2,1,2,0.5,2
raw,06d5d3130dd131be,1,1,1,1.0,1
raw,fe055055c568bc9d,1,1,1,1.0,1
raw,f0a1ec91cafdb702,1,1,1,1.0,1
raw,aa53c3960c6bf050,1,1,1,1.0,1
raw,9714af8df924f3c3,1,1,1,1.0,1
raw,d6293298ca071011,1,1,1,1.0,1
raw,d066b3fd13854808,1,1,1,1.0,1
raw,39ef9c68ceb81a40,1,1,1,1.0,1
raw,92fd2ce003f048d6,1,1,1,1.0,1
raw,fa1ee9ff742f076e,1,1,1,1.0,1
raw,f748474548ec057a,1,1,1,1.0,1
raw,7b178271635cbec6,1,1,1,1.0,1
raw,fbc1ecb657b4f650,2,1,2,0.5,2
raw,f8dc34af14124029,1,1,1,1.0,1
raw,eda0b944ca1f00b2,1,1,1,1.0,1
raw,b587564f5f9772cc,1,1,1,1.0,1
raw,937ed5318387b6cc,1,1,1,1.0,1
raw,1a9ec5602e2ccc50,1,1,1,1.0,1
raw,c7730dfc84149624,1,1,1,1.0,1
raw,44e8b81136de7433,1,1,1,1.0,1
raw,e3078c50cb84966a,1,1,1,1.0,1
raw,43a0314a3bbf15ef,1,1,1,1.0,1
raw,4e71e3618c758a3f,1,1,1,1.0,1
raw,f697145e9b2db016,1,1,1,1.0,1
raw,080bf770cf499f33,1,1,1,1.0,1
raw,55b4a412a8e3dcf5,2,1,2,0.5,2
raw,7eabe2837707a2e5,1,1,1,1.0,1
raw,8ba408fcd95e7531,1,1,1,1.0,1
raw,a15d1d9ed8a1881b,1,1,1,1.0,1
raw,3c9936237f5036da,2,1,2,0.5,2
raw,acb496e2939a872d,1,1,1,1.0,1
raw,54c8ad937fdad201,1,1,1,1.0,1
raw,eb59f1259d5056a1,1,1,1,1.0,1
raw,4005283ef36d5d7c,1,1,1,1.0,1
raw,9558d30a3e19f779,1,1,1,1.0,1
raw,168359cf7240d788,1,1,1,1.0,1
raw,b21ba9454dad6a53,1,1,1,1.0,1
raw,89f976da0e664c0a,1,1,1,1.0,1
raw,2a2b63a6dc684c36,1,1,1,1.0,1
raw,cd775415f087f04f,1,1,1,1.0,1
raw,37c56f5d6ab55811,1,1,1,1.0,1
raw,ded860c08f08cb36,1,1,1,1.0,1
raw,1fb322e106668bb6,2,1,2,0.5,2
raw,86ccbba7891a6330,1,1,1,1.0,1
raw,d022325a37fc77b2,1,1,1,1.0,1
raw,0fac0fac5e9f0338,2,1,2,0.5,2
raw,2fddd2afa0bf5159,2,1,2,0.5,2
raw,c834d9d4b7190607,1,1,1,1.0,1
raw,72d569a14b074132,1,1,1,1.0,1
raw,99a5dc544a60c707,1,1,1,1.0,1
raw,93c43dcb75ff5aa3,1,1,1,1.0,1
raw,c1f6be273e09f294,1,1,1,1.0,1
raw,c0360bce334750f1,1,1,1,1.0,1
raw,51f6254fe02a921e,1,1,1,1.0,1
raw,e6e394ce0111961d,1,1,1,1.0,1
raw,83d901628a988b99,1,1,1,1.0,1
raw,8c6b784ce560e35c,2,1,2,0.5,2
raw,de9dfe05f825819c,1,1,1,1.0,1
raw,b1f56d803af17124,1,1,1,1.0,1
raw,ee073bb6f1e6446b,1,1,1,1.0,1
raw,37268bd0193dd7eb,1,1,1,1.0,1
raw,b1acc3af54243921,1,1,1,1.0,1
raw,9cccc10eb685097d,1,1,1,1.0,1
raw,4fe1a226afebf8a1,1,1,1,1.0,1
raw,7de79efb6fa7b3f2,1,1,1,1.0,1
raw,1f6b520f31b7f06d,1,1,1,1.0,1
raw,6cd7a83047f3374d,1,1,1,1.0,1
raw,ef0a18799ad30f1d,1,1,1,1.0,1
raw,20e1d5afb258f68f,1,1,1,1.0,1
raw,49d0c1556dd5aa91,1,1,1,1.0,1
raw,f42c85bfdf3821b2,1,1,1,1.0,1
raw,a6e5f45b6a1030da,1,1,1,1.0,1
raw,b22fbb7dee318972,2,1,2,0.5,2
raw,79d6c4fc54b84611,1,1,1,1.0,1
raw,d7da08426615102d,1,1,1,1.0,1
raw,597e7f23ff9956c1,2,1,2,0.5,2
raw,5444f3ca7ea8ba15,1,1,1,1.0,1
raw,ffe407c07871daea,1,1,1,1.0,1
raw,39122f8e2ece7da9,1,1,1,1.0,1
raw,f9a44aa47b9dda61,1,1,1,1.0,1
raw,bf448c5968ff4d50,2,1,2,0.5,2
raw,3553e0b68e6cc584,1,1,1,1.0,1
raw,97a7bb1e93a8922d,1,1,1,1.0,1
raw,83106bb1c9bbffc8,1,1,1,1.0,1
raw,450afb2d434bfdd8,1,1,1,1.0,1
raw,111bd4b8853bb01b,1,1,1,1.0,1
raw,c75c6ca4bb34fe23,1,1,1,1.0,1
raw,28d79afd8094e30d,1,1,1,1.0,1
raw,2ddf88e90e5f1313,1,1,1,1.0,1
raw,ba11fc9d32e3dee8,2,1,2,0.5,2
raw,91d056fd5e10eda6,1,1,1,1.0,1
raw,4c2bef73585d5c5d,1,1,1,1.0,1
raw,7082338e00fb7a20,1,1,1,1.0,1
raw,28245ba508582126,1,1,1,1.0,1
raw,42fa08b35d7cd61f,1,1,1,1.0,1
raw,e11f2c4bc84ca28a,1,1,1,1.0,1
raw,00b5b73804718585,1,1,1,1.0,1
raw,be0b1898ab2262f7,1,1,1,1.0,1
raw,dc33913594dca818,1,1,1,1.0,1
raw,940e84e983e39a37,1,1,1,1.0,1
raw,c872b692c3728406,1,1,1,1.0,1
raw,de1db1abf72edde0,1,1,1,1.0,1
raw,d75648de72ddf24d,1,1,1,1.0,1
raw,cdd1eb9455b23b8f,1,1,1,1.0,1
raw,63208270edf42bfc,1,1,1,1.0,1
raw,2f799c57c9c99885,1,1,1,1.0,1
raw,b3a140b1bf4eaaa6,1,1,1,1.0,1
raw,b77eb250fcc6eca2,1,1,1,1.0,1
raw,737379447232cd4c,1,1,1,1.0,1
raw,b12cfd482d71ec37,1,1,1,1.0,1
raw,f34bf5081e2a5f2f,1,1,1,1.0,1
raw,f580843183a10db1,1,1,1,1.0,1
raw,6ddd9329bd53a7ff,1,1,1,1.0,1
raw,86b255272784f164,1,1,1,1.0,1
raw,7246cda01430c6a1,1,1,1,1.0,1
raw,5a2baafb8c319049,1,1,1,1.0,1
raw,04543b8e479d30c2,2,1,2,0.5,2
raw,6fabf720a86a8094,1,1,1,1.0,1
raw,2dd730911b3fea91,1,1,1,1.0,1
raw,397bc1f85c65a398,2,1,2,0.5,2
raw,9a97fa7a1aac8d6e,2,1,2,0.5,2
raw,6529980ca4b1486a,1,1,1,1.0,1
raw,905c1208b2b7e5e6,1,1,1,1.0,1
raw,a98051d6fd1f7c47,1,1,1,1.0,1
raw,530ce8c1afb0828a,1,1,1,1.0,1
raw,bfae4597bfbac82f,1,1,1,1.0,1
raw,1aded276fb10852d,1,1,1,1.0,1
raw,1c4259df4f6bdd80,1,1,1,1.0,1
raw,09fbaaa1929cf189,1,1,1,1.0,1
raw,29e61b1db4329b6e,1,1,1,1.0,1
raw,7240e5225cd87ba9,1,1,1,1.0,1
raw,a969b8ba27b464c1,1,1,1,1.0,1
raw,7529b23c289660c4,1,1,1,1.0,1
raw,e5f40aa08354f0b8,1,1,1,1.0,1
raw,ad388cbad84ae8f2,1,1,1,1.0,1
raw,0340f74780ef08c9,1,1,1,1.0,1
raw,f9bf6fbcc658b56c,1,1,1,1.0,1
raw,9fad738650f80e53,1,1,1,1.0,1
raw,b0f7aae4b6157d1f,1,1,1,1.0,1
raw,5121c2ad3f88153a,1,1,1,1.0,1
raw,f8a04a2a0162d348,1,1,1,1.0,1
raw,9fcffec5dbb2c9d2,1,1,1,1.0,1
raw,e2b19b78f7021b80,1,1,1,1.0,1
raw,eeeabf9cb111004e,1,1,1,1.0,1
raw,f884fc3bda348876,1,1,1,1.0,1
raw,151a1445c1c35c49,1,1,1,1.0,1
raw,ae8a0208589ac2b8,1,1,1,1.0,1
raw,4c0e484e5bf7b3e2,2,1,2,0.5,2
raw,0c326e28ca49cbe6,1,1,1,1.0,1
raw,de4fafb5a82c5bc5,1,1,1,1.0,1
raw,db318ce0ac7b4c4c,2,1,2,0.5,2
raw,15aa2783121b423e,2,1,2,0.5,2
raw,d31d03c58ee508f9,1,1,1,1.0,1
raw,faa491263eec725a,1,1,1,1.0,1
raw,b9d2f94f88e99b9b,1,1,1,1.0,1
raw,90d25c4e1b5fd6dc,1,1,1,1.0,1
raw,4bf5ae24d80fa6e9,1,1,1,1.0,1
raw,bd10bc1c3bd4dbb9,1,1,1,1.0,1
raw,7c009045f3d53f1f,1,1,1,1.0,1
raw,548ac527213e680c,1,1,1,1.0,1
raw,425d68565013324f,1,1,1,1.0,1
raw,46b807e5c7fddacc,1,1,1,1.0,1
raw,d83e192ea81ae2a9,1,1,1,1.0,1
raw,3b3e7f57a08efb32,1,1,1,1.0,1
raw,c2b8597c36ac556a,1,1,1,1.0,1
raw,bc71fae97e603362,1,1,1,1.0,1
raw,70506f0db33a9e32,1,1,1,1.0,1
raw,8c49056b9bf32e7b,1,1,1,1.0,1
raw,89cee78fa67afed6,2,1,2,0.5,2
raw,ba6521e8665f9d8c,1,1,1,1.0,1
raw,4c115fcb9c06fb4b,1,1,1,1.0,1
raw,c2eac731a10779d7,1,1,1,1.0,1
raw,163afa1030813e44,1,1,1,1.0,1
raw,d9d5794b46356af9,2,1,2,0.5,2
raw,ef4ce5e5eaced1a5,1,1,1,1.0,1
raw,1afe585e034c0a38,1,1,1,1.0,1
raw,715d3c40420705d2,1,1,1,1.0,1
raw,f4bd56f8261fcec5,1,1,1,1.0,1
raw,1ef4a6cdfa7f36b4,1,1,1,1.0,1
raw,3d096a9a7a9b6617,1,1,1,1.0,1
raw,70b37fc6534b6256,1,1,1,1.0,1
raw,46610aae7b395c3e,1,1,1,1.0,1
raw,dedb6fe525ce87e1,1,1,1,1.0,1
raw,c9a286b33b35f660,1,1,1,1.0,1
raw,503758d34896605a,1,1,1,1.0,1
raw,03f1e8407132f385,1,1,1,1.0,1
raw,bf80547e7065d63e,1,1,1,1.0,1
raw,5542e9159ef63cc1,1,1,1,1.0,1
raw,5c866b9562784466,1,1,1,1.0,1
raw,b7e9e0ed0cd615ea,2,1,2,0.5,2
raw,1b712f5d85c727e9,1,1,1,1.0,1
raw,a986b039ddadf507,1,1,1,1.0,1
raw,d3f8a282b804263d,1,1,1,1.0,1
raw,8956afcf148114b7,1,1,1,1.0,1
raw,e4e14846f61fb1c3,1,1,1,1.0,1
raw,5bd39b48e9ae5f4a,1,1,1,1.0,1
raw,27e548993c108609,1,1,1,1.0,1
raw,684b2dc64c943141,2,1,2,0.5,2
raw,2936de21e3c684b2,1,1,1,1.0,1
raw,2eb2b8cc9379fd03,1,1,1,1.0,1
raw,e8826df12361208b,1,1,1,1.0,1
raw,8382a19f2bfe3d5a,1,1,1,1.0,1
raw,9090a51d2931cc01,1,1,1,1.0,1
raw,5627fda39a86ad15,1,1,1,1.0,1
raw,332158dfc0ed66cf,2,1,2,0.5,2
raw,d4515e117cbcfac1,1,1,1,1.0,1
raw,3f2a627b9b819527,1,1,1,1.0,1
raw,bdd31204c64dd60c,1,1,1,1.0,1
raw,7c418bcd3d72578d,2,1,2,0.5,2
raw,5d973f7ea4ec13ab,1,1,1,1.0,1
raw,7e615b79a33ff6b4,2,1,2,0.5,2
raw,fef100dbd4d74e42,1,1,1,1.0,1
raw,7719de288d539ef8,1,1,1,1.0,1
raw,5271f307e48ec7ab,1,1,1,1.0,1
raw,ba5c1e6c14988ac1,1,1,1,1.0,1
raw,ce5ab32b1af18993,1,1,1,1.0,1
raw,2fdb65fa047e3b92,1,1,1,1.0,1
raw,8caf736699502f74,1,1,1,1.0,1
raw,26ce033ffc598a43,1,1,1,1.0,1
raw,d25db7e6e05c756e,1,1,1,1.0,1
raw,bd4a1081da10e833,1,1,1,1.0,1
raw,0cbd341c4928fb81,1,1,1,1.0,1
raw,40498f8c81ab7627,1,1,1,1.0,1
raw,be3d5e57cc4867d2,1,1,1,1.0,1
raw,5b35dc63135c8862,1,1,1,1.0,1
raw,70846f3fea445cb6,1,1,1,1.0,1
raw,85cd1133f2ab22ae,1,1,1,1.0,1
raw,a5f205076ebed971,1,1,1,1.0,1
