true_class,true_rank,top1_class,top1_probability,margin,entropy,correct
OV,1,OV,0.27538381387273875,0.09083726467849593,2.3702222984846135,True
BRCA,2,PRAD,0.21132700416610284,0.04556128762451489,2.653784624362073,False
KIPAN,13,THYM,0.471051004341506,0.25934736256238977,1.5862568707162252,False
BRCA,7,HNSC,0.3582714590394332,0.19565250483827484,2.0499703723568916,False
OV,3,LUAD,0.2933839229939025,0.16005799001951654,2.3079240599940407,False
LGG,1,LGG,0.6871824674919021,0.4819934506973531,1.116156718967971,True
BRCA,1,BRCA,0.22444933912864762,0.05704882807055936,2.633211632539515,True
UCEC,1,UCEC,0.852955386174732,0.7695166409883383,0.5729028313664221,True
GBMLGG,2,CESC,0.14529792638087802,0.008949578525185353,2.884688848340599,False
SKCM,1,SKCM,0.998206607729344,0.997169189818896,0.015344562368785484,True
STES,1,STES,0.9344669250600387,0.8825919622948046,0.29888463986914515,True
BRCA,9,SARC,0.17489765138568059,0.046205087318211546,2.812847383485468,False
LUSC,1,LUSC,0.47428522718242794,0.322562812415684,1.9676280754623503,True
PRAD,1,PRAD,0.46063656309270007,0.39184198974118445,2.2384870451125516,True
SKCM,1,SKCM,0.9929005682652948,0.9901398758816742,0.05574814527575522,True
KIPAN,11,STES,0.17184146074696421,0.07692136016420341,2.8606407962592177,False
UCEC,2,STES,0.3649781892450385,0.13685822299699818,1.9410561276223905,False
LAML,1,LAML,0.18349820860894023,0.024511933975193773,2.5823294152706557,True
BRCA,4,SARC,0.19291718927374632,0.10222421872213616,2.862863173617597,False
GBMLGG,2,UCEC,0.38241158221165467,0.1934845810603202,2.144807004484653,False
OV,1,OV,0.2733450491227947,0.06749883193524431,2.4705204865023482,True
STES,5,HNSC,0.22544158000407022,0.06505401575459929,2.4534062274765915,False
BRCA,1,BRCA,0.36648611189947566,0.2791741786681833,2.4179168250801006,True
PRAD,10,LUSC,0.7473567020961326,0.5145606771795432,0.6709888365162651,False
BRCA,3,KIPAN,0.21559068626563826,0.011818648237684026,2.6328329761211378,False
BRCA,14,LUAD,0.13744798272048442,0.01753116395146545,2.757924622416915,False
LUSC,1,LUSC,0.7728214249398636,0.6819328135789683,0.9226750215647904,True
KIPAN,6,LIHC,0.09518294850147128,0.0010190084650156112,2.9793615817515464,False
KIPAN,18,STES,0.7037164473257449,0.565101392337324,1.0061985813342502,False
CESC,2,BLCA,0.28188784516210447,0.008243114219918468,2.2489650975240894,False
UCEC,2,LIHC,0.6992139575741148,0.4517208778429602,0.8069293036313283,False
KIPAN,1,KIPAN,0.10105180338028391,0.0015025808808996066,2.9317496688056197,True
STES,1,STES,0.2981011371813355,0.07233451550287623,2.212728303644815,True
KIPAN,2,SARC,0.19099007017728445,0.0696614961396628,2.8662602053959687,False
KIPAN,12,PCPG,0.38968779076789006,0.2613302317320282,2.1081135916094933,False
PCPG,1,PCPG,0.28472056022222064,0.11168868462105952,2.0621278669495178,True
SKCM,2,THCA,0.45629915382573777,0.3121679559714722,2.1783617538468563,False
BRCA,5,PRAD,0.2492118366525437,0.14245205588158769,2.747696997135035,False
THYM,1,THYM,0.471051004341506,0.25934736256238977,1.5862568707162252,True
BRCA,1,BRCA,0.9118470302669979,0.8666922923184487,0.46752156910832837,True
BRCA,2,OV,0.28201952449453144,0.19833428929006885,2.6337247800796995,False
SKCM,1,SKCM,0.9866482366637133,0.9837739720097872,0.09855956611706845,True
LGG,1,LGG,0.5749649599171809,0.22987262188915514,1.0448397502029891,True
THCA,1,THCA,0.9137328752981894,0.8926087733776313,0.48648062930069913,True
KIPAN,4,BRCA,0.1344411774458337,0.003654375953121125,2.8558012533998904,False
BRCA,1,BRCA,0.20866301942409904,0.09356093535201977,2.7064748860514394,True
BRCA,4,CESC,0.8303369406694057,0.7845785328690877,0.7756994866327915,False
SKCM,1,SKCM,0.9514300919378115,0.9124011415077516,0.23731456656944394,True
GBMLGG,2,LGG,0.44546162193706607,0.07129141069210687,1.4766493339229434,False
LUSC,2,LUAD,0.8743978819394995,0.7666295466020425,0.43545099614335686,False
PRAD,2,BRCA,0.13338423068747152,0.026375897809053375,2.863775595942042,False
BRCA,7,PRAD,0.18333611590581725,0.0019395648595436354,2.3534784654766137,False
BLCA,1,BLCA,0.6573946989161922,0.5104663770523014,1.1145359172051554,True
GBMLGG,1,GBMLGG,0.48052974718653796,0.42023044855407843,2.234461059555943,True
BRCA,1,BRCA,0.24805582233816892,0.14502184607394705,2.657610907629113,True
TGCT,1,TGCT,0.5020060840163995,0.37475266339605506,1.9406136630725803,True
KIPAN,1,KIPAN,0.8945403498922282,0.8007192746100839,0.4037731207736842,True
LGG,1,LGG,0.6401912812759781,0.4521878857222399,1.1705507976445257,True
THCA,3,THYM,0.5293989698264331,0.3612675612693449,1.5185777561627403,False
KIPAN,2,LIHC,0.3550557727912473,0.267256053914512,2.468777989364113,False
OV,5,CESC,0.14661048038672558,0.05140426644841384,2.9901180504405427,False
STES,2,COAD,0.32174815440787113,0.12644904027306716,2.2206394268788943,False
THYM,4,PRAD,0.17615235962576856,0.009840473320744059,2.6520959739049768,False
LUSC,2,HNSC,0.41105421689818816,0.14395314214172877,1.3738521192371105,False
HNSC,5,PAAD,0.36017371704118817,0.26200266514054277,2.2828759672736574,False
LUSC,26,THYM,0.5293989698264331,0.3612675612693449,1.5185777561627403,False
PCPG,8,BRCA,0.15123328973246855,0.0031496287239208276,2.7716923826922897,False
KIRC,2,TGCT,0.20191205253051778,0.06874929608600083,2.748057011159966,False
SKCM,1,SKCM,0.8508125260647673,0.8220383864658469,0.7768856637970508,True
SARC,6,THYM,0.5347016919658176,0.33302860641605325,1.4695847261221497,False
DLBC,1,DLBC,0.2979733937001475,0.2030275459330819,2.5544139950681912,True
LUAD,2,HNSC,0.20065161634240422,0.02290837302119919,2.322697148807282,False
BRCA,7,THYM,0.1834006128135579,0.006498365951659868,2.4622060855124492,False
BRCA,2,UCEC,0.3174006083801027,0.073114783468711,2.1836462232757556,False
KIRC,2,SARC,0.13667241805758523,0.0005578994578214758,2.8799016266784965,False
LUSC,1,LUSC,0.5144770784036095,0.21164471614390062,1.2565816566066084,True
THCA,3,LAML,0.27172747708901784,0.06901681538634627,2.0863536983964632,False
LUSC,2,STES,0.3226936885532737,0.06988561430551948,1.9341813460013304,False
SKCM,1,SKCM,0.9869436863323635,0.9814678122743379,0.08970598351126297,True
KIRC,9,SKCM,0.11182305605156379,0.00027798115320425143,2.8755821276224918,False
BRCA,18,SARC,0.13110426373556872,0.008211203110665172,2.952483888910208,False
STES,1,STES,0.39707631727354964,0.13285146446581286,1.9382763432125505,True
LUAD,2,TGCT,0.13006240709380967,0.0060220214429351215,2.8915180379312577,False
STES,1,STES,0.2541192684648546,0.12176285213002358,2.4803642599312923,True
LGG,1,LGG,0.5740278590142651,0.35265327893987175,1.4043661055084533,True
KIRC,1,KIRC,0.10888293185500203,0.007668450858610898,3.001207667997833,True
BLCA,1,BLCA,0.7024224835885774,0.6053775120272521,1.1492286175517605,True
GBMLGG,1,GBMLGG,0.4987611272287801,0.1493600844953641,1.442386700376719,True
LIHC,1,LIHC,0.6672707158491268,0.5690390357696931,1.4586011539220693,True
BRCA,2,PCPG,0.32492310144909897,0.09576384822267711,2.140226918843314,False
SARC,3,PRAD,0.19516826010739194,0.06294227763938853,2.7031245002061586,False
BRCA,7,PRAD,0.23817010892770937,0.12112255734633852,2.57352672247196,False
KIPAN,2,KIRC,0.24908458867584066,0.1243296026163436,2.6084552898163342,False
GBMLGG,1,GBMLGG,0.6011644386356345,0.3305372179294766,1.2384860997130234,True
OV,3,LUSC,0.43329934335543124,0.15579528831086004,1.770453809656491,False
BRCA,5,OV,0.3433124898773316,0.23860829232480657,2.413817991903727,False
LGG,1,LGG,0.549471148095595,0.23377582779192668,1.3213772046983732,True
KIPAN,1,KIPAN,0.2865464044599216,0.16565005956322323,2.623116929909687,True
GBMLGG,8,COAD,0.14431850679367086,0.01945152887819117,2.85094882379662,False
PRAD,1,PRAD,0.21304176682561893,0.04262099848958972,2.27868396240381,True
BRCA,1,BRCA,0.4946982419285705,0.18839388540212776,1.5390231160612666,True
SARC,5,OV,0.10096685353278058,0.0071127562058913435,2.96801133203793,False
THCA,1,THCA,0.776325948993736,0.7509656159334689,1.1977812775150252,True
BRCA,2,CESC,0.300138880534628,0.044756858018623724,1.6253042357083214,False
PRAD,1,PRAD,0.2355047057466583,0.09120357192004133,2.2671734702282373,True
KIRC,1,KIRC,0.7564068822990757,0.5854168655750771,0.8953208027758319,True
THYM,2,PCPG,0.28966804053990725,0.1156700768220624,2.1367882699758964,False
BRCA,1,BRCA,0.32426599444347964,0.13647425737236132,2.1492476499350794,True
BRCA,1,BRCA,0.21109163621065402,0.004070147844962957,2.5517461704216955,True
SKCM,1,SKCM,0.4673177660152334,0.31308151172169557,1.9561886572096285,True
CESC,1,CESC,0.18009494930081296,0.019215508436463385,2.7183857354804926,True
PAAD,1,PAAD,0.4205838569442577,0.2096550380576101,1.909773588803737,True
THCA,5,THYM,0.23219372451745227,0.05066205262140597,2.2097801205545466,False
BRCA,1,BRCA,0.5067755033458982,0.44792851126124095,2.1366409536331505,True
CESC,2,BRCA,0.4517447901225585,0.3096517385814378,1.8870391746849,False
GBMLGG,1,GBMLGG,0.44050593094315876,0.356863163335157,2.2397509275661496,True
BRCA,1,BRCA,0.4308992205259346,0.2538466435383041,2.0683640311780156,True
KIPAN,5,PCPG,0.17310206692841643,0.0806215633674383,2.875584730312914,False
SKCM,1,SKCM,0.8837517586058884,0.8535136363864356,0.6270610360638055,True
ACC,1,ACC,0.8319959122565522,0.7845150420962583,0.8584167351412519,True
PAAD,1,PAAD,0.2398380327612547,0.1274059553096974,2.643112945368677,True
OV,10,LIHC,0.235154594592338,0.13567784692754584,2.6495482736487945,False
KIPAN,6,BRCA,0.15485205519881817,0.0012247114799033287,2.7537224668914133,False
CESC,1,CESC,0.15322322237335648,0.053407911778052916,2.892128173197395,True
LUAD,6,HNSC,0.2542011776517953,0.07988424720770373,2.2294315005454375,False
BRCA,1,BRCA,0.61772010423767,0.5733093407107086,1.7727641114291686,True
BRCA,3,PAAD,0.3239324467440935,0.1503500079877036,2.3708782432138578,False
LUSC,2,LUAD,0.25295095597640094,0.018259467096314597,2.3767732866950264,False
KIRC,1,KIRC,0.7091661696867363,0.5285402087629119,1.0802305995616484,True
KIPAN,1,KIPAN,0.17007563574628856,0.040701373373903255,2.685111737634795,True
UCEC,1,UCEC,0.9056877490201247,0.869712880034994,0.5029641484698779,True
OV,1,OV,0.17594099528180376,0.02610610497196214,2.6645277892277424,True
LAML,1,LAML,0.19128016896874753,0.011976583714724376,2.525757466690793,True
BRCA,4,PRAD,0.22669293782067493,0.11397730214104015,2.687057932719262,False
LIHC,2,KIPAN,0.16009625830244614,0.036544934001289664,2.7669622153450653,False
THCA,1,THCA,0.7491621142440715,0.707957901427549,1.2707720647038465,True
PRAD,1,PRAD,0.23961919583400576,0.15984612230238748,2.7385239786890687,True
BRCA,1,BRCA,0.2282687953098969,0.0189023757264003,2.499039199423082,True
KIRC,1,KIRC,0.7264799380720783,0.4732982246704863,0.7163408555030214,True
LIHC,2,LUAD,0.24528917052978516,0.11817559248189241,2.624486835452401,False
BRCA,7,PRAD,0.16975519523575186,0.0441721651040104,2.6807800020615073,False
SARC,1,SARC,0.46349690017326795,0.36522917218887363,2.1524868919134033,True
KIPAN,1,KIPAN,0.7440500424462413,0.5155149365586479,0.7308631552786791,True
SARC,5,TGCT,0.1603858309582033,0.00047066807385251486,2.7841706671885595,False
BRCA,5,LIHC,0.17437930488879166,0.03619335609173588,2.629503441634,False
LUSC,1,LUSC,0.4063431848004206,0.17532740228656984,1.8126206206110642,True
SKCM,22,PRAD,0.21032147638828053,0.09715397268869837,2.689990240027717,False
UCEC,1,UCEC,0.777923921651401,0.7012140049419031,0.9729607280918233,True
OV,1,OV,0.23604952207677607,0.056237519761236754,2.371834916299223,True
THYM,12,LAML,0.1609689749787904,0.045347806749099245,2.784645422620869,False
THCA,4,THYM,0.22008353794510918,0.028098268806669657,2.2325575510015083,False
SKCM,1,SKCM,0.9918170566813517,0.9885422340031544,0.06048893885455083,True
STES,1,STES,0.2881215169279679,0.13534696276795533,2.2228731071136183,True
LUAD,1,LUAD,0.694302775369055,0.5231388045874532,1.1659608400429973,True
KIPAN,1,KIPAN,0.2107377639276328,0.055814981220155685,2.5745301082399004,True
CESC,1,CESC,0.15209347001846465,0.027532090515346677,2.923234827794352,True
KIPAN,3,TGCT,0.1897819102843334,0.030569343335491467,2.7515749110762613,False
COAD,1,COAD,0.7964488842938392,0.731468429722319,0.9355656470453333,True
SKCM,1,SKCM,0.9055963914980298,0.8591907996058153,0.4566660535555671,True
BRCA,1,BRCA,0.4327439206183641,0.30016513538104866,2.1919535536617474,True
KIPAN,1,KIPAN,0.3402247134831556,0.21576658661450093,2.4309708722696186,True
KIPAN,1,KIPAN,0.23453164580549243,0.04835739523495591,2.499563278624058,True
THCA,3,THYM,0.27049993765208113,0.0721196294928077,2.0561149111950296,False
KIPAN,5,TGCT,0.11087828822956286,0.0019241943865819094,2.910429908893124,False
GBMLGG,2,LGG,0.6515678129322086,0.40624969960617996,1.114123813009951,False
BLCA,2,CESC,0.8396208218189931,0.7612175432695694,0.6922237343174804,False
LUSC,1,LUSC,0.8040151079646827,0.7521588541549984,0.9516470390685751,True
KIPAN,1,KIPAN,0.2983734452000958,0.04049980833600236,2.212368898079874,True
PRAD,1,PRAD,0.17216311121551112,0.024279889957245532,2.760467150262336,True
TGCT,1,TGCT,0.4433747382419808,0.3724100194589143,2.2717349598686396,True
HNSC,4,KIPAN,0.22614596341807552,0.08260959769583073,2.757877765147872,False
THYM,3,PCPG,0.20585779700127183,0.046709507373440706,2.273878695320803,False
OV,1,OV,0.5413490814453439,0.37481994233124644,1.7263153442204748,True
UCEC,11,PAAD,0.25695751029672576,0.023457662103998828,2.447155557559093,False
STES,1,STES,0.3902198788695674,0.08408478153234017,1.673988936357536,True
GBMLGG,1,GBMLGG,0.3801842337861293,0.2635266412465844,2.2366177372749965,True
CESC,1,CESC,0.20418222251190288,0.05862003993398801,2.609304982479321,True
BRCA,1,BRCA,0.3561510757673318,0.22881059451135896,2.220128326433242,True
BRCA,1,BRCA,0.4256977216288562,0.30887264633073513,2.137803630577643,True
PRAD,4,PCPG,0.13006949735156342,0.009004011965103281,2.702451891361775,False
LUSC,1,LUSC,0.9364650638342112,0.9030051521229817,0.32663520045621325,True
UCEC,1,UCEC,0.24692965134510184,0.07523679910202435,2.464965528272163,True
OV,1,OV,0.5547094737763033,0.4528955874692411,1.7577589457545806,True
KIPAN,1,KIPAN,0.13989727848826491,0.0040655878724246974,2.765776633999608,True
LUAD,5,BRCA,0.1950086879517481,0.04793949248864321,2.5477428639596393,False
SKCM,1,SKCM,0.9281071318304258,0.8889592771239825,0.36985710342496264,True
KIPAN,13,OV,0.49791460720070246,0.43922595209278825,2.0851230409897146,False
BRCA,6,PRAD,0.1770248877431837,0.07896898764108713,2.7653894127344443,False
GBMLGG,1,GBMLGG,0.5168579644731505,0.3629449485100043,1.9204944265354056,True
SARC,1,SARC,0.25935123255595616,0.14918024377768285,2.795749977645354,True
THYM,4,LAML,0.20261066826522905,0.009590014661263885,2.207686211063851,False
LGG,1,LGG,0.44546162193706607,0.07129141069210687,1.4766493339229434,True
LAML,2,THYM,0.5347016919658176,0.33302860641605325,1.4695847261221497,False
BLCA,3,LUSC,0.21863032757398,0.018401966652101975,2.2969180682579298,False
COAD,1,COAD,0.8065704786782096,0.749521166390471,0.9731943366082195,True
STES,2,LIHC,0.33179379372655277,0.1459817775316865,2.131118685799936,False
PRAD,3,LAML,0.21976701011833158,0.05970083741263427,2.3609273729326263,False
GBMLGG,13,SARC,0.10350313032814155,0.0072225332226499295,2.9675999484167295,False
BLCA,1,BLCA,0.4084949789062497,0.06187260147321327,1.4629460252455004,True
BRCA,8,HNSC,0.15506195184440053,0.03628141237020313,2.770138534128197,False
KIPAN,15,PRAD,0.15963715709906598,0.06391875752432646,2.8791120163456907,False
BRCA,11,PRAD,0.11101937195781243,0.025559633744120125,2.9896231033125678,False
PRAD,1,PRAD,0.23289811685997794,0.13324203277561567,2.6266803017268976,True
GBMLGG,2,LGG,0.4476765118337064,0.04239645621295196,1.3293406404577472,False
PAAD,1,PAAD,0.7388936455114679,0.6763484166099241,1.2205471985201655,True
BRCA,3,CESC,0.2955916182551831,0.1559538669360118,2.5676545579076677,False
GBMLGG,2,UCEC,0.3048651299688633,0.09503375247152629,2.4258633624515733,False
KIPAN,2,PRAD,0.169786746281671,0.02238085996638997,2.6287025185087542,False
KIPAN,6,ACC,0.15245564608506845,0.008076816970265271,2.6996113860081743,False
STES,1,STES,0.7757169626451962,0.6193766015572886,0.7632903166780157,True
UCEC,1,UCEC,0.40009304390402184,0.14909202788137932,2.0561489603580414,True
CESC,1,CESC,0.2736113219598626,0.13689775015106523,2.526377658647376,True
SARC,3,BRCA,0.21530011140874042,0.03142718948092246,2.501416741803994,False
PAAD,1,PAAD,0.22224402088888331,0.05211346121394195,2.4340866597040116,True
GBMLGG,1,GBMLGG,0.5496277704547433,0.12846085184727152,0.8633767384162399,True
LAML,1,LAML,0.8591554909519982,0.8236326779619942,0.7293127885564444,True
GBMLGG,5,PRAD,0.10807621517408693,0.025763303132935053,3.0088221916341626,False
BRCA,7,OV,0.2750693426217933,0.1774783166153187,2.556790720054396,False
BRCA,1,BRCA,0.3417894491187184,0.1885139765011941,2.226011065496754,True
SKCM,1,SKCM,0.8731707133338739,0.8466689094613956,0.6939568936486398,True
OV,1,OV,0.3223974370993434,0.10723017037299323,2.172170338049427,True
KIPAN,8,OV,0.18605022627277312,0.06678487003226209,2.8392448954801295,False
STES,1,STES,0.656226403852425,0.4521557142908572,1.0782619136206681,True
THCA,1,THCA,0.6071175400094385,0.5429530200308998,1.7302949215015435,True
SARC,1,SARC,0.17164658105920952,0.05350614369012123,2.7802167138767033,True
PRAD,1,PRAD,0.23379257581263732,0.08584685171922007,2.7612768626733115,True
GBMLGG,2,LGG,0.37495622564831577,0.004042565879310622,1.8165544468374055,False
SARC,4,PCPG,0.20054528437027522,0.037621856335806,2.511682350013441,False
PRAD,1,PRAD,0.1568175574265796,0.0551590032456339,2.8652190150142762,True
LAML,5,THYM,0.2528298017884045,0.04232853846475873,2.073555523345484,False
LUAD,2,LUSC,0.36283507394727943,0.1613738959477878,1.8942532017429383,False
LUAD,12,HNSC,0.34199035270710015,0.24857204482329565,2.4400185400024266,False
THCA,1,THCA,0.6793515476127728,0.6254720396379688,1.5092537475014813,True
THCA,1,THCA,0.5472840651479995,0.48079015925305857,1.9480777660947801,True
THCA,1,THCA,0.8865692875204562,0.8625124370598495,0.6341787706614234,True
TGCT,6,PCPG,0.17698932605166912,0.048911584803816466,2.7433559938283225,False
GBMLGG,2,LGG,0.500701326808285,0.18127537445555758,1.4884429569658746,False
UCEC,1,UCEC,0.49602053337649127,0.29167403732493397,1.7438267745745275,True
GBMLGG,4,SARC,0.24321623989499427,0.05649030750477843,2.472464103010502,False
GBMLGG,2,LGG,0.4948810570887754,0.29960022466500225,1.6275466063247102,False
TGCT,1,TGCT,0.47826651206407544,0.4221328091178038,2.242796981870565,True
HNSC,1,HNSC,0.347272389363046,0.18848932914522604,2.061535065099099,True
PCPG,1,PCPG,0.12345391863184356,0.008145034053393257,2.8866452231146615,True
TGCT,4,KIPAN,0.13810201449054016,0.06232006310293661,2.9945562897256837,False
COAD,2,PAAD,0.7037470987569914,0.655338731667842,1.3602685398968504,False
PRAD,1,PRAD,0.2009747444409596,0.032001452537338826,2.681016379194094,True
LUSC,4,BLCA,0.15985326111644668,0.008658200308869768,2.529874632461802,False
SARC,1,SARC,0.19939361155064372,0.09146694736465695,2.808474218215734,True
PAAD,10,BRCA,0.13828675184875874,0.03804543541750738,2.885212369222079,False
KIRC,1,KIRC,0.5576117407085469,0.36958169918149,1.6692021129986419,True
SARC,1,SARC,0.3890904928445557,0.2436940424686615,2.2464350208784154,True
PAAD,2,STES,0.3873278301939976,0.13031414492055304,1.923941424206918,False
GBMLGG,7,PCPG,0.33893491716035923,0.18775364146216253,2.396859910637044,False
OV,8,LUAD,0.11825294261852748,0.004410593948006636,2.8580078894147096,False
BLCA,1,BLCA,0.24059334362451437,0.05387842981070659,2.3081797038246723,True
SKCM,1,SKCM,0.9769298620155294,0.9686041756867799,0.1566991044615111,True
BRCA,7,LIHC,0.180921364009637,0.025022194226427125,2.742257250349445,False
OV,1,OV,0.36875706387353574,0.2749785667346575,2.371104729394913,True
STES,2,UCEC,0.9083504304550138,0.8407788036768579,0.3850316610689273,False
UCEC,1,UCEC,0.624293542347089,0.3156679157678353,0.9307315524603872,True
PRAD,1,PRAD,0.35829222319091,0.293332369091607,2.5884379993777706,True
TGCT,1,TGCT,0.5580155413215774,0.491577669154865,1.9521602973602228,True
GBMLGG,2,LGG,0.6794532379398902,0.45675864216612305,1.0639486462262273,False
COAD,1,COAD,0.7943791701892063,0.7060397069933422,0.9454141860677269,True
LIHC,6,OV,0.3591757941479477,0.22693383243258364,2.330478088223346,False
BRCA,2,CESC,0.15042452602605785,0.037025690296408426,2.6955657365949874,False
KIPAN,1,KIPAN,0.2562818573167787,0.1273655020182821,2.6505136317940177,True
LAML,5,THYM,0.17911530892728145,0.00472725924176956,2.4115608016105323,False
OV,1,OV,0.4288329093679782,0.33341862966775737,2.243928175524912,True
LGG,1,LGG,0.5693887878290974,0.38916486693828667,1.5843813226571186,True
OV,1,OV,0.3769830416602644,0.28851889446079765,2.415962299434987,True
LIHC,1,LIHC,0.25530294226497446,0.09981023026407268,2.5231065637920524,True
THCA,5,THYM,0.22248885182996472,0.04600762169439332,2.2999731743648018,False
LUSC,1,LUSC,0.9419354452033608,0.8953342461210232,0.2666315818917867,True
STES,3,LUSC,0.33085745948402834,0.04972156938695377,2.0092983869481404,False
LAML,1,LAML,0.26768988903786184,0.03284579580843344,2.3557253838967243,True
BRCA,8,PCPG,0.14511254179796015,0.0181461420508999,2.5683233066668594,False
GBMLGG,2,LGG,0.6399176400288699,0.32894731921126463,0.9114072690801678,False
UCEC,1,UCEC,0.837309657113977,0.7574859025208809,0.7668389561473593,True
KIRC,1,KIRC,0.32145130035558156,0.17361835811998028,2.483114447118692,True
SARC,2,GBMLGG,0.23601555954550582,0.029029356446124505,2.3087945303942154,False
BRCA,1,BRCA,0.8566030994072925,0.8365271818489891,0.826772377497273,True
KIPAN,3,BRCA,0.15480996325591898,0.020291743260260786,2.7117481822287637,False
