true_class,eb_ACC,eb_BLCA,eb_BRCA,eb_CESC,eb_COAD,eb_DLBC,eb_GBMLGG,eb_HNSC,eb_KIPAN,eb_KIRC,eb_LAML,eb_LGG,eb_LIHC,eb_LUAD,eb_LUSC,eb_OV,eb_PAAD,eb_PCPG,eb_PRAD,eb_SARC,eb_SKCM,eb_STES,eb_TGCT,eb_THCA,eb_THYM,eb_UCEC
STES,0.01660762648765273,0.01876108073431547,0.0480873077731292,0.0383370686829032,0.003071029758216105,0.013558977574000031,0.02015751877520785,0.011195077963033498,0.04830382908562261,0.04629179243994088,0.046713491556505025,0.015404306555382387,0.05057305976135397,0.010171260203987868,0.0025279520747311713,0.025913447779503208,0.013634681057222129,0.12673672434697975,0.12318594171508537,0.031457523259828514,0.007153507449626454,0.004145497260257615,0.09261213550337974,0.05375060557588634,0.08395171513729771,0.04769684148895116
HNSC,0.004394069556762021,0.01156031561114272,0.028617943116665268,0.13749813336008093,0.06463159292898879,0.012557183686667962,0.006348004242621497,0.10126257919180569,0.030245831564578565,0.036157084657409036,0.00019967261038169497,0.001186355189774852,0.05319655789290554,0.14739788320979247,0.13565526214523935,0.015628595974976116,0.023974428599833363,0.0004813819879477144,0.00827654129749829,0.04148537082629623,0.06059159403634408,0.048969977845127244,0.017285117002670918,0.001166750152081789,0.001208652098817966,0.010023121213589904
KIRC,0.004565751369275093,0.031430972180029625,0.21337414672146507,0.0637342211195946,0.009474465084833742,0.013246490237739697,0.013848326742882411,0.020673387609390307,0.18297410769606734,0.055757521168524116,0.008789856351119101,0.006050900806919751,0.06010661523299699,0.083531740789453,0.0012484794068684183,0.02674978709813722,0.007546475004235411,0.029655377678260493,0.05373021065350098,0.022714809524648844,0.014673299764247461,0.023627889390514304,0.02521734416687099,0.003315555534830523,0.015532420660548583,0.008429848007045906
PAAD,0.0025391765490587444,0.0037098419585247736,0.042577002943868424,0.0035217641717078785,0.07276232776579458,0.0016040087253775862,0.048830431263534216,0.08032739345487633,0.008168014126250463,0.004596677752839945,0.006370691602492513,0.011017484750888738,0.04926882339518484,0.0418870680529941,0.021893857377789882,0.14992280745603992,0.22744466263169397,0.006005592689690971,0.01756318163179418,0.06029088745885257,0.005169249243717781,0.09232591936738725,0.005551376457282197,0.00281049431195633,0.00711298684183216,0.026728278018569678
SKCM,4.998748316267668e-07,0.00018715594366204214,1.3798763155990544e-06,6.421680184337492e-05,0.0004147589695743288,3.201120230195347e-06,7.851534393613331e-08,0.0007938088737439437,2.7399254098825022e-08,8.516706123137633e-10,3.167115516715695e-14,3.4340315199349803e-10,2.8621887132140205e-05,0.00020187709940030563,0.001244124404633411,1.5836525071221335e-08,1.4332605913431165e-06,1.9662834573618766e-16,7.813125200754584e-12,4.44923212109648e-07,0.9967077953643076,0.0003337917544507798,6.081097280833765e-12,1.9160101656014012e-13,3.7905249384550534e-11,1.6766847851372923e-05
OV,0.016624272610887003,0.002396856541512075,0.11366336554441007,0.034231958574480394,0.0033923267968070186,0.027038491605285354,0.1021855668091532,0.021841540043860422,0.1269470956899153,0.09326935975371915,0.01954758813217355,0.027985264863627547,0.0283627783487253,0.03546224320098282,0.0012254977446707939,0.010371186301596969,0.009140038339029379,0.05822054556320293,0.10822422539930306,0.03256099071247264,0.0072966807981288,0.01780702625635209,0.039616556741895764,0.017321799722762,0.025275926301334958,0.019990817603711405
KIPAN,0.011140631682884056,0.011308629253452511,0.07062389655391593,0.03540283419336298,0.0985184781882803,0.024936497816353004,0.027556971579723276,0.03395383768491005,0.043920417005703136,0.023743406424985205,0.0047710808058523905,0.007141620627415545,0.06457608832159022,0.036812826908531465,0.02682696734589085,0.06952311786527864,0.06541231176821341,0.00741363343568384,0.04797310856836176,0.06968671773021459,0.013128502662203655,0.15576557866306298,0.0220960828919977,0.002587183867477147,0.0057020654024970245,0.019477512752158317
KIPAN,0.0001548459490772252,0.00014476638980744235,0.012545991459493406,0.0013693102702972333,7.076745928573987e-05,0.0006418965999568335,0.001086270031751504,0.00014719001142430937,0.26264731565167837,0.42562463280387014,0.08979437257509022,0.003487499393043072,7.398365828581594e-05,0.00010462373614727894,8.437261857550347e-06,0.0006886371214544677,0.0003060845945828599,0.08945926779283592,0.021767395834913942,0.0036618336755379712,0.00033966401396573367,3.211428881997362e-05,0.0004878214076647118,0.022003908941258882,0.06292812878259271,0.0004232402953067206
BRCA,0.00022177373420591867,0.00029585004993501197,0.02187443562799399,0.012876415684955317,0.0010577337100396347,0.0013288796445517267,0.005883184794720232,0.0006772860193392855,0.00659930894185257,0.006623053009285198,0.41899782563314675,0.028110841249034593,0.0007316296774199081,0.00033214799557774094,4.1899217541588435e-05,0.006828568413575908,0.004905408381928179,0.1076145769828988,0.12216654338033293,0.01944580356281723,0.0026229392358712816,0.00019074909669478915,0.0009460558590860626,0.09677934736582197,0.13075438746885581,0.0020933552625175505
PRAD,0.006400427380239626,0.004575538362583997,0.11859613894955848,0.07935888232937131,0.022258926165331556,0.010429207168705238,0.02222960626560725,0.013760916166679505,0.04152103485108549,0.025431342668262774,0.01452034087135488,0.015616479692856495,0.04886423083852655,0.019930729431877767,0.004004700906964373,0.0715496524869642,0.02562905687930627,0.04214622802195539,0.10153653569216996,0.07266045218965062,0.026165731557412173,0.013534788232851916,0.03875418328598357,0.11852879314596075,0.019542749728359957,0.02245332673037991
GBMLGG,0.00011098281413093141,0.00011910080367610026,0.03171741554041463,0.014575818388760514,0.0011818009527886266,0.0055116079124488265,0.00535489752421919,0.0009801529702733553,0.005352904028270765,0.006761449778370348,0.15687064649117394,0.013492633436053057,0.0004877724222169611,0.0006781682528244458,0.00019701492924533378,0.009436635193818576,0.005184079927450074,0.09893796481083265,0.1211471022378639,0.07053004870537774,0.0007834234768419986,0.0003023484862216752,0.0018837917383104478,0.08159619477518945,0.3653799254112498,0.0014261189919766264
UCEC,0.00038493399024073144,0.009210063279392833,0.11808391833317615,0.001346955211993728,0.06745798984575577,0.0015398300245443388,0.024713788543334104,0.0353473802615112,0.008625327735747555,0.0022388534016832494,0.004574223954138423,0.012947648021877596,0.003995294741169586,0.0036529915476408424,0.004510379928068756,0.30843171928838,0.22242532996111378,0.0010786365177061575,0.011605764909114798,0.025171932201526415,0.0006784507522027918,0.04264139073925965,0.0008249593786591015,0.0017332531532687815,0.0030465643367620027,0.08373241994173171
GBMLGG,0.0006033624098134582,0.0027264403590501777,0.029928972702811064,0.1404325267275276,0.0035299416477693295,0.011567720329982335,0.41947332055285974,0.01224322624098176,0.02432088941687052,0.018637650267088232,0.004410580421799029,0.037398071192619974,0.008574573651533284,0.018509742433684362,0.002518919352275868,0.010766132909019446,0.0042255508536202,0.01186070321548442,0.014341215525975663,0.03772553163741004,0.006710670416564106,0.0026267348338677734,0.003019755493857395,0.008109236497201626,0.002536956973802064,0.16320157393653054
LAML,0.003173960902437087,0.0020942589085227435,0.12422984177560573,0.06091895747930236,0.027139861555430488,0.009440379646344402,0.016148363312263735,0.007120724854272411,0.04178032056735753,0.03916759953140363,0.17731030832151756,0.012516409424133703,0.00904273007384878,0.007015350832834917,0.0013710896453601345,0.03427843194626698,0.015486178095780383,0.10601172777272766,0.06532822201785195,0.08185478609432033,0.009919351370406386,0.004118359428587107,0.022654718445473544,0.05168189205943785,0.05577062518718004,0.014425550751332578
COAD,2.7877455566995383e-05,0.0014321081363856212,0.0001936705410226519,0.003497140079012063,0.7467349305317881,0.00101107442233231,6.162451719589954e-05,0.007340782453403147,1.0579231646474133e-05,5.6577207932265016e-08,4.7156572026839415e-12,4.2587711897810125e-08,0.00021743173809206677,0.0006542137824699998,0.0012321842589275978,2.8457380961535864e-08,0.0007669002653484539,1.7317014289469403e-13,2.6354550958180215e-11,5.613213248113004e-07,0.0035163465119815453,0.07365638149512993,4.95233914305423e-07,5.360459949738146e-10,9.573352060383623e-09,0.15964556026151586
STES,0.0010158389088842942,0.007703658002060119,0.011030666256229551,0.00188700128317677,0.06370713403581961,0.012214455450267394,0.02594573731369517,0.02473989440163805,0.012079044876570985,0.0062203438339312675,3.997062131813627e-05,0.0021813772077112293,0.10077956813667355,0.07484830730071873,0.0270485610503967,0.04971653844644522,0.007477757800954584,2.6606730237820603e-05,0.0023383600056677964,0.025591253598856924,0.035981404632944476,0.4262331916352026,0.0013692046874147978,8.976458552683405e-05,0.00010841191127850651,0.07962594728637885
BRCA,0.006562212412919412,0.0020746089374555784,0.2776689995208535,0.03891800579131174,0.014827238360342653,0.00539371171027147,0.037360122821981055,0.020774458858876507,0.0261427515149219,0.035053296269925864,0.033611426298079346,0.031034315017379063,0.009482141225742095,0.025441100495393755,0.000904242446331986,0.019263371126457304,0.008583775308795668,0.1838950476890348,0.02422161174135009,0.05271934291363449,0.01399317561444572,0.010159576925544584,0.0044595899892187684,0.0596648304450846,0.01495582328202113,0.042835223282626934
THCA,0.0001859950514087805,9.708991736308344e-05,0.00533380012266852,0.0012690961033597532,0.0005203521243210943,0.0005628899939028157,0.00208125273357636,0.0002095287008744143,0.001958913961521875,0.0021493768876758566,0.026781372137898544,0.004096553390231243,0.00023105178487683388,0.0010586476922953047,4.213925986283647e-05,0.0011816061431373657,0.0011241376003671324,0.02063464844083672,0.02891090836133118,0.004488846500764666,0.008222515154800724,5.962968782141825e-05,0.0005915980718392747,0.8682856376941808,0.018828633206125885,0.0010937792769575771
BRCA,0.0009170331846132514,0.002493622196169373,0.05568387392977567,0.039924576065124354,0.006154546963030434,0.02410631802661906,0.033649748782809775,0.004053507295847209,0.00843153676045567,0.01090908409498413,0.06779621290908282,0.015455828244224703,0.0027000980558352814,0.0024629719023420357,0.0009474909856919086,0.011525956823142705,0.04374726808253483,0.17221960191330646,0.1607384947946606,0.10012804702043318,0.004549609363350349,0.002056710804874231,0.015239436359553002,0.05820117570262363,0.15005041263142874,0.005856837107486609
SKCM,5.772512630075279e-05,0.0020671690584021215,3.8506028786057156e-05,0.000850043714995177,0.001099315650413091,0.00031020694882677284,0.00026090924820205627,0.0008593684663845257,1.5606443383659496e-06,4.709082456659753e-07,6.443225206242219e-10,3.2492052484039955e-06,0.00014672506322858475,0.006895687820322274,0.006040257277043802,1.3347752954708459e-06,0.0002968179345962264,1.8685377911588436e-10,4.292027953279362e-08,3.778279855838479e-05,0.9785516218348825,0.0013713398558207678,2.36624227623258e-06,3.351947797565227e-09,7.520583691748236e-08,0.0011074190885922168
ACC,0.9779936232790851,0.0008426574776681444,0.0004662974754509615,0.00046030444369057796,0.0006397438222245015,0.0007635238703429322,0.001448890334057561,0.0003804781942931656,0.0011628328544254572,0.0003279213904620113,7.799996217895326e-05,0.0003873018784919987,0.005651443356437968,0.00010131798789639058,8.266660139681472e-05,3.147848888845411e-05,0.0010137399821900704,0.00021278630062599596,9.054212714913257e-05,0.0004783894478124671,0.00043738136423475974,0.0007424655606460145,0.003041167792505192,7.259455131687452e-05,4.77055226339426e-05,0.0030447459338945183
GBMLGG,0.0002793351779745835,0.0005265425223238747,0.002342065473671691,0.0003723209813978275,0.014536956699403884,7.819485172620419e-05,0.3137436090874865,0.005574521395021262,0.0007965961398755326,0.0005595151819072892,0.007310447934257323,0.5556385304185959,0.002407958871606975,0.0011290278784393025,0.0008548405275909677,0.029163936898065325,0.035137827092905825,0.0009216922564188053,0.002590317179833069,0.008286058585198257,0.0010010687017883986,0.004009005459990063,0.0003259231327928345,0.0012945003777121492,0.0018626145770366494,0.009256592596979512
HNSC,0.0005706688983232011,0.06515671246013578,0.0479395178690224,0.030641689361005045,0.03502123422403236,0.0031481311674019714,0.0028560753625196974,0.5306853608382186,0.003410047973648444,0.001693353466011526,1.6647934813096094e-05,0.0011267510717183728,0.010374125241815708,0.04094622337883351,0.04060763170835989,0.08104407885910504,0.019878722933971506,4.9400443144056337e-05,0.0011892099938561106,0.025955776591940198,0.010501151134958267,0.04058143173896347,0.0007541872531157935,8.680455533549519e-05,0.0001919910919009748,0.005573074447849475
KIRC,0.0038772478064768253,0.003651235368235039,0.033021454813638204,0.029071624380010392,0.007519797660105974,0.00831144329401578,0.020188589288305525,0.006507738233788964,0.09244327539864124,0.3076588906910292,0.00844888974657492,0.0074909732255089,0.03639182191092702,0.01769747641097214,0.00477539064582743,0.0408663315600299,0.014834291771395058,0.01830496510711388,0.16291191199701746,0.043465001022266254,0.023783457287249666,0.0082063789284014,0.05075519692681422,0.017077452112579133,0.02071623197230686,0.01202293244076865
KIRC,0.0015125637905379764,0.0005836173804187732,0.002429055100930679,0.006535281869090567,0.002804431854266898,0.0011722630874566387,0.004884525302066912,0.00414490901556893,0.14416587763189906,0.7915807369591455,9.161215025986994e-05,0.0008483492366790692,0.0023072017957163327,0.005116663955662646,0.0008858897991124563,0.0013327645303932855,0.002522330775083169,0.0004297414821970664,0.000938550848073618,0.0020227277067902012,0.006943154560097246,0.004102442571991986,0.00902484569165436,0.0002433621811729468,9.315978270829041e-05,0.003283940941025473
PRAD,0.005407913925316326,0.0025104991662483703,0.0558362728122711,0.04171011883841162,0.0015927911150736714,0.011565585281684795,0.010815294202856011,0.0015548230769373973,0.05287166476663951,0.10224885115495522,0.10328542796780806,0.017865674470520593,0.003959376395718237,0.00239385871000056,0.000489259841663686,0.006838847597542602,0.0059838632999715605,0.20124813193948793,0.12957416541720448,0.04854434567950781,0.006691168258767895,0.001509766859879597,0.013031681499514787,0.06487441095418683,0.09991896545123961,0.007677241316591718
LGG,0.0022061817513792338,0.0029358850550616745,0.021285691041985043,0.0013216120850355604,0.0012576452453057644,0.0006845201914964864,0.35798175125295506,0.004636793138603364,0.002359185003333922,0.0011680715764006238,0.01611680633784341,0.5313226284106746,0.0018315914927493813,0.0014803681162126052,0.00022974869525807667,0.01453458622941779,0.007265435591937487,0.00398429041845151,0.0014319295661487574,0.011916083550048927,0.000572810616042571,0.00155394899834363,0.000950598745176886,0.0005319372570377981,0.0043946646495381875,0.006045234983561733
LUSC,0.0005734276758715585,0.005573138287983832,0.004633876240099552,0.002274953867865512,0.051531308289222984,0.0018633745051114899,0.0032279496633407043,0.030797287989895693,0.0005960313973827293,0.00043273158900868753,5.551423477441434e-06,0.0005712057731614226,0.0319360328030287,0.050390408395770886,0.32781682594947187,0.023399424383028437,0.07669258440758196,1.5231948126268284e-06,0.00010143772839303142,0.012456444338042718,0.023559578329437673,0.334318649255442,0.0014824663870196956,5.1641574715030995e-06,3.1622659741446075e-05,0.015727001308335823
LUSC,0.0035290398820237803,0.016644063440230155,0.03683785190372795,0.005146675576164521,0.007694078590175818,0.013315479112492671,0.005114031321046031,0.09201478001978379,0.005643050979465322,0.002689977798248977,8.812516682412595e-06,0.0020190394723838957,0.044613233562401884,0.12054482801919471,0.37469973354356306,0.09580112804596044,0.04501165338294281,8.032202015324083e-06,0.0014672395460522414,0.01710714685352423,0.006158195327701517,0.07546433499283184,0.007228635205340715,4.430500014394105e-05,4.3350096135284625e-05,0.02115130360976666
BRCA,0.0020072095990409126,0.006559138630681983,0.12015861341873102,0.012755337104155473,0.014820762051465399,0.0043548274010547375,0.013788179497318396,0.04790878247969218,0.02829529723011225,0.013031694058380781,0.02672015684087892,0.008640055198747679,0.022446728901005842,0.03608982882046611,0.004592546573009121,0.3343008685115615,0.08812811822753455,0.00332861649073367,0.03841524458928876,0.09415804487652868,0.005483077279193208,0.024300796694944574,0.015162236153197176,0.008960530768966874,0.016074109048947165,0.00951919955436305
BRCA,0.0012475532031265958,0.011759776911309994,0.08319468342020334,0.0036621124346821183,0.05301683851693556,0.002404064740111776,0.1504912592260632,0.0564746863107863,0.012104583243251598,0.013353353568501442,0.011223831532525715,0.08604385234013122,0.027481178183961594,0.017588264279894537,0.010823962619011468,0.19907878742460727,0.06784591453385844,0.009012514233255156,0.02940056871286748,0.05507767644810604,0.009344804521799865,0.016156236690320656,0.002016785910135066,0.005446111951695464,0.009094997743895052,0.05665560129896307
UCEC,0.002418257084529866,0.0006938354406080241,0.0004026947753075963,0.0003447202937737049,0.00045944494599489314,0.005564787474058253,0.00020561281597923265,0.0005071800595997524,0.001773782788548624,9.06239955626222e-05,2.6121420811923728e-09,1.6475414813039543e-06,0.004805067596389895,0.0003465630901267768,0.0009220250148418285,7.307414826469596e-07,1.126794732863079e-05,8.823255093124391e-09,1.1410102119154693e-07,6.066868135063496e-06,0.00023025741595786284,0.011434870872664538,0.0001359852624913512,2.0414941028527886e-09,1.337763547272016e-07,0.9696443166208704
KIRC,0.0005369320984281064,0.006002926871102182,0.0016230499977180422,0.0033808721539627788,0.0003045474656431376,0.0007764804355175824,0.0002827757044860815,0.0017115413604056919,0.2134488870012704,0.7602328832565001,7.630008797168904e-05,6.869158981610435e-05,0.0012869920178430973,0.0006219078347312265,0.0004695201458588893,0.0009417423496070505,6.565038498273727e-05,0.00024564005998217,0.00046080142385739373,0.00144724132089031,0.0015253179358176768,0.0006402427826784386,0.002407774617270633,4.796104732136259e-05,0.0001458658259075369,0.001247454230429653
GBMLGG,0.0003824172511336132,0.001269349449783812,0.0076063059375328325,0.0036749941378964187,0.0027228500064828288,0.0010850402508652199,0.36137118100512544,0.0015159148838244025,0.007259808312976739,0.00984022184818936,0.021537256860739377,0.496049273472072,0.0016452535839538514,0.0007815222308118639,0.00043312625075043635,0.005317215219202077,0.009022212378807697,0.01277032465034753,0.01424792655415211,0.007462605195896801,0.0011289586285014768,0.0013747054300178973,0.002624334241155262,0.009221641133714495,0.014420410284952792,0.00523515080111364
ACC,0.6532529072739357,0.016647168041911305,0.005601792150561972,0.006474640170896332,0.004320988087764233,0.0009773747683487894,0.0008640343916431004,0.0627431819583878,0.008980591066877415,0.0028262590137680763,6.973912959335598e-06,0.00021003486256186083,0.021206937905582014,0.16720131199362478,0.009890311541990828,0.0033503337425791436,0.0005783543578242361,3.427286083173273e-05,0.00016769298356792144,0.0011842138123020545,0.013564064950831178,0.010146945838909635,0.0004735705647996648,1.1123608625758697e-05,4.020787353730537e-05,0.009244712265377845
LUAD,0.01298353630618108,0.018474344104988914,0.04104035334561373,0.010252634961862645,0.003432022163832955,0.02232321344619985,0.008085518118185952,0.029957869925554676,0.07526469951614513,0.023215936422529834,0.00023662834352496088,0.004123875858098433,0.2702244213513132,0.2055589401101611,0.027793997809717554,0.010965890215993628,0.0009605490455386347,0.0025284264621404317,0.019692549418943803,0.10181067106316408,0.007547392951376584,0.04555292785485444,0.04100724669083729,0.0005548143508777261,0.0005504015117026817,0.015861138650660717
BRCA,0.004384783422918306,0.00214942421452226,0.5330368707050726,0.024943580058217358,0.008863675126365466,0.006104932903935355,0.024128238835021715,0.01136190966914858,0.028094344810843917,0.03147132967230014,0.006898061618771076,0.020892066217081846,0.011609919000241452,0.007010453157842426,0.0018354806232864257,0.028505527439758996,0.014516909145387332,0.03252706945875078,0.06160123450482066,0.0357264529735174,0.006352592523412574,0.005403566933798863,0.01669263041612132,0.029025954203204543,0.007502764690637733,0.03936022767502091
SKCM,0.00017817962132281388,0.010458987575765077,0.0008010688622479226,5.3566200982927046e-05,0.0005899108629467662,5.431971366489408e-06,4.5517333375628755e-06,0.09621943761660194,5.666909410435019e-07,4.5810606179239104e-09,2.72954495895416e-13,1.2712401825626718e-07,1.768892157573341e-05,0.002561130423369886,0.013422257477318572,6.037391773085602e-08,5.3509735916895055e-05,1.4044088758951073e-13,3.288548145908151e-10,0.0003254848532175681,0.8673320542816726,0.007915779523058436,3.296479856325797e-10,3.6632560250391384e-14,1.3510726533497088e-10,6.020077530110318e-05
STES,0.004938847533631623,0.02769535788243665,0.026460062874719185,0.04560091053465118,0.03133448757037554,0.07928838816387693,0.08293109599291755,0.05171341489234415,0.06949358731968559,0.08261261349518753,0.0020860995688095035,0.01202197016261896,0.031875224598319735,0.06055246276956058,0.02413003736643812,0.010231109609877167,0.0851172750135027,0.025482580290829726,0.00742240435243966,0.06455332371017027,0.013570101990981924,0.09458901125319137,0.03343364754047088,0.003364356949794451,0.006467863967378983,0.02303376459579006
LUSC,0.0006981316686017113,0.013468045640713766,0.01083764407575724,0.0008953998883268262,0.02060117699615232,0.00024003576279834794,0.0016561654486564807,0.13372696270849885,0.003897380557022646,0.001242951799481604,6.172908268706468e-06,0.0005934022267353147,0.12223529079511906,0.08568770221901234,0.45373093900284556,0.05510275405775804,0.023781803972129884,3.892487951800553e-06,0.0022098279058511377,0.00915348958803946,0.010639934525519857,0.04181928818081487,0.0008949367299403699,7.970013521584734e-06,5.4505111344455954e-05,0.006814195729137767
ACC,0.9884919283383858,0.0005824717436694275,0.0004485177211995551,0.0004100540392779933,0.00024166867074125096,0.0005862639147065595,0.00040038289427732663,0.00027131662747767183,0.001337782644314279,0.0008590524975663091,4.805004837055602e-06,0.00019311233302736963,0.00038934389829986695,0.0016174278570454004,0.00011620684798957817,0.00013043998219849549,4.143802801751146e-05,5.6187154969076026e-05,4.709208393321483e-05,0.0001335876779908328,0.0010035811352781848,0.000943171942042704,0.00048661277399130435,2.752290046148676e-05,2.2427554437118643e-05,0.0011576037338645393
BRCA,0.0029462150168522577,0.017400266801149835,0.0949310969215873,0.06928980429545055,0.006769983175147599,0.03826443149590798,0.03266615085318717,0.028595583839617578,0.08406360543312427,0.08540479191225832,0.006135372980645224,0.021725824350622806,0.02124751942258525,0.04339309831295671,0.01474430149478623,0.06303826046382886,0.06152487616397415,0.01540285552729385,0.0977509479945983,0.056203451648813005,0.030862555259900448,0.00873116227514738,0.04298717205095371,0.026045052631806485,0.019182959790333413,0.010692659887471314
KIRC,0.00026132776347048914,0.00019422313747626983,0.00982319797200778,0.005940848218682636,0.00011131576528952282,0.001006831135200292,0.0011615962179546205,7.797551006718648e-05,0.2348445842388367,0.4368544017140609,0.09463555669403131,0.0025900221618555984,0.00012707131962316637,9.37909237013296e-05,1.7277519067498403e-05,0.001488877856568665,0.0009169260310690004,0.07367996527769226,0.02301655788640414,0.0043477064764430315,0.00032723172554713966,7.984070899053225e-05,0.0021886705796924488,0.029988397376560078,0.07530612147233935,0.0009196843173680385
GBMLGG,0.001987047484667529,0.006045632037597939,0.02270421748250254,0.03394558638218647,0.02154454765623752,0.012028992122842266,0.33949491231460044,0.021474635133515562,0.015026861735267943,0.0049947434815345035,0.0011626796279822214,0.06264810981454465,0.017840042631383796,0.014482627558715194,0.005014213711193283,0.0031511175772475,0.019521104085515027,0.004155329875892198,0.01522008695425893,0.07014571099244792,0.014616748253414823,0.03165471912328162,0.0031816677515274644,0.0046084373985509595,0.0023868698521166743,0.250963358960975
