row_index,truth,prediction,prob_ACC,prob_BLCA,prob_BRCA,prob_CESC,prob_COAD,prob_DLBC,prob_GBMLGG,prob_HNSC,prob_KIPAN,prob_KIRC,prob_LAML,prob_LGG,prob_LIHC,prob_LUAD,prob_LUSC,prob_OV,prob_PAAD,prob_PCPG,prob_PRAD,prob_SARC,prob_SKCM,prob_STES,prob_TGCT,prob_THCA,prob_THYM,prob_UCEC
14,SKCM,SKCM,8.259672800000001e-07,8.589012466666667e-05,4.276508366666666e-06,0.00012898187533333331,0.00078280051,9.571711466666667e-06,1.6808597899999998e-09,0.00016265363666666667,5.17609018e-08,3.536975633333333e-11,1.5566607766666664e-11,3.6971673476666666e-08,5.707647100000001e-07,0.00019664242600000002,0.0024752839666666664,1.7906082366666667e-10,3.5936780000000004e-10,1.0012710066666667e-11,3.7508071993333335e-09,9.736086666666666e-07,0.9959160266666666,7.118218533333334e-05,1.2694778266666666e-10,6.037734026666667e-11,3.3119210666666666e-10,0.00016419732666666666
15,OV,GBMLGG,0.006742715,0.0037335823333333336,0.1111032,0.020714186333333332,0.006180369866666667,0.017510861,0.134895825,0.01942937933333333,0.11503490466666666,0.09162069333333334,0.020957934,0.081194204,0.022661686333333333,0.025040680666666666,0.0014419778,0.02132398066666667,0.015599305,0.04094324133333333,0.118719352,0.043155736,0.005438732166666666,0.010672129333333334,0.013949674333333334,0.014481498666666667,0.027086648333333335,0.0103674905
16,KIPAN,STES,0.0012633669999999998,0.008993970333333334,0.10656962800000001,0.014054989866666668,0.142954,0.0064834312000000005,0.040435374333333336,0.026188782999999997,0.007762316666666667,0.020991133333333332,0.000144908795,0.006398399333333333,0.08712076666666668,0.04793983566666666,0.023365519333333334,0.07844634166666667,0.026684896666666666,8.866692333333333e-05,0.052775752,0.046656149,0.012398248666666667,0.19940038666666668,0.0030827250333333336,0.0009675483,0.003859658266666667,0.03497320533333333
17,KIPAN,KIRC,4.760293533333333e-05,1.2816554333333333e-05,0.0007733905333333333,0.0006938854133333334,6.6666314333333335e-06,0.00012182493133333333,6.385676966666666e-05,8.879074666666668e-06,0.3461052066666667,0.62119639,0.005167865033333333,0.0002047666813333333,2.444036e-05,8.334228933333333e-06,2.073781553333333e-06,2.930393366666667e-05,1.4848378333333335e-05,0.013690501666666667,0.001968210266666667,0.00022547768666666667,6.2075087e-05,4.743743666666667e-06,0.00014237140866666667,0.0033214734333333333,0.00601662,8.636278899999999e-05
18,BRCA,LAML,0.00044768394666666665,0.00029655619666666663,0.12058859466666667,0.010435464666666667,0.0006945832566666666,0.0017287431999999999,0.00464347,0.00070274885,0.007720909000000001,0.005977468333333333,0.33131187333333334,0.0095375672,0.0005625887,0.00041160516,0.00012657795166666667,0.0040906487666666665,0.003013379866666667,0.15696077,0.12318242333333333,0.02394569716666667,0.0015451332,0.00024486203666666665,0.0014601842900000001,0.07352687833333334,0.11575324133333333,0.0010903907
19,PRAD,BRCA,0.010459471133333334,0.0072271523,0.17716959,0.073657773,0.011059544333333332,0.008205852433333334,0.016427289333333334,0.012592218333333334,0.06667411133333334,0.037647128333333335,0.011834884666666665,0.009405902433333333,0.020685718000000002,0.011975979666666666,0.0025157091,0.04806884333333333,0.02206738533333333,0.050328043666666676,0.09218315133333334,0.035649006000000004,0.016679161333333335,0.012740508000000003,0.04329223333333334,0.15546293333333336,0.024614938666666666,0.021375486333333332
20,GBMLGG,BRCA,6.151471766666668e-05,0.00016105037166666667,0.23384446000000003,0.0141472225,0.0025532686000000002,0.0036103793666666674,0.011261450166666666,0.0024180025333333335,0.0037296903666666666,0.005043725166666666,0.12228204866666666,0.019382978333333332,0.0013419709333333332,0.0010031817466666666,0.0006960266166666667,0.015762832333333334,0.0031812863000000003,0.017570762666666667,0.15901807666666667,0.08272959333333334,0.0009065168666666667,0.0010780308666666668,0.00027522354666666664,0.07263826066666666,0.21863532333333335,0.006667111666666667
21,UCEC,UCEC,0.0007313934866666668,0.003602822,0.24714383000000004,0.006037256033333333,0.03149265166666667,0.0026748724999999998,0.055025835,0.034224077666666665,0.0046452459333333335,0.004776604966666667,0.0012341851333333334,0.027073730666666667,0.004663823466666666,0.0035816914,0.005226926233333334,0.11373087133333333,0.09796763800000001,0.0013096832333333332,0.017102354333333333,0.04412054366666667,0.00070844051,0.03373088233333333,0.0009477440666666666,0.004029338766666667,0.0049913709,0.24922623666666666
22,GBMLGG,GBMLGG,0.00052520624,0.008246457333333334,0.05294158200000001,0.10459794533333333,0.0066429348,0.009495835533333333,0.3130772733333333,0.015894471333333337,0.03927935666666666,0.04143988233333334,0.0021904311333333336,0.09272832000000002,0.016512666333333332,0.021657807666666667,0.0035756965333333334,0.010654465,0.010673429666666666,0.008509520266666667,0.021030863333333333,0.04520789433333333,0.0081240792,0.008002625566666666,0.0033384357999999997,0.0087702055,0.006421298533333332,0.14046125866666667
23,LAML,BRCA,0.0017125284333333332,0.0020520472999999997,0.30447234333333334,0.059692268666666666,0.013550115666666668,0.0059047404000000005,0.006635940633333334,0.006917772833333333,0.04352793233333333,0.038920339000000005,0.09081613333333333,0.0032841900333333333,0.007569827166666667,0.004977826866666667,0.0014633064333333331,0.028222091666666668,0.012462978333333333,0.10904224,0.053958836,0.052716115333333334,0.006989056733333333,0.0041293939,0.012788158333333334,0.052228546666666674,0.06431424733333334,0.011650984333333335
24,COAD,UCEC,3.540114433333333e-05,0.00034297639,0.0005356653546666666,0.0014325816333333333,0.48380577666666674,0.00010561230466666666,2.600839633333333e-07,0.0012802545749999999,7.529714199999999e-06,6.39140435e-08,3.6703816666666665e-09,9.809839310000001e-08,8.648432666666666e-06,0.00031313392,0.0010108169833333333,2.971311533333333e-09,8.642069033333333e-08,1.079828535e-08,2.8051196e-07,4.5759967e-07,0.0015296102866666668,0.020156313666666665,4.4641161500000006e-08,2.0327818599999997e-08,1.1396502933333333e-07,0.48943426333333334
25,STES,STES,0.00030810653666666667,0.003830201033333333,0.008940378333333334,0.0013894116666666664,0.08781135,0.004613666433333333,0.010748869666666667,0.020907426000000003,0.013348898,0.0033537771666666666,3.530979933333334e-09,0.0007363557,0.12137950533333332,0.05497213233333333,0.024241920333333333,0.025806973333333334,0.003119945266666667,2.8870819633333327e-08,0.0017220932000000001,0.008438201533333333,0.025353608333333333,0.49884365999999997,0.0004213123333333333,1.9157312333333336e-06,2.5453433000000003e-05,0.07968483
26,BRCA,BRCA,0.00089702264,0.0009919851933333334,0.5862277633333334,0.04028874566666666,0.010714266,0.0019422238000000001,0.028360285333333336,0.012298089,0.010696506533333332,0.013107867,0.008212683066666665,0.042984734000000004,0.0075105362333333335,0.0102831649,0.0008622478,0.0116028985,0.0023607013333333334,0.03898711766666667,0.014554257166666668,0.028801898333333336,0.0040603769,0.006251586466666667,0.0007090297266666665,0.01620058766666667,0.006291528266666666,0.09480186
27,THCA,THCA,2.3683938333333336e-05,1.9484611333333333e-05,0.0005514901499999999,0.0003607242433333333,0.0003599256833333333,4.4063601000000006e-05,0.00029929399333333335,2.3243742900000002e-05,6.904585513333334e-05,0.00012133860333333334,0.004656481233333333,0.0010269599466666667,4.6472685333333335e-05,0.00016053027133333333,5.467050433333333e-06,4.2782124333333334e-05,5.330997766666667e-05,0.003409250523333333,0.0034902896,0.00021995635666666665,0.0038911656666666666,1.0688486499999999e-05,4.7993181666666674e-05,0.9772541,0.0034940163999999997,0.00031820815333333333
28,BRCA,PCPG,0.0005623146966666666,0.0022487585,0.13311122,0.023176066999999998,0.0061068107,0.0105275509,0.013394825666666665,0.0033831984,0.005157315733333333,0.004768152433333333,0.08883715199999999,0.0062614627666666665,0.0022797113333333334,0.0022781129,0.0006241173900000001,0.012402265433333332,0.021884349333333334,0.28810273000000003,0.11598209,0.07844238666666666,0.0036575428666666666,0.0020403014666666667,0.0079578352,0.078972667,0.08489959600000001,0.0029414730666666665
29,SKCM,SKCM,1.8273076433333332e-05,0.0010339665933333333,1.3214720533333333e-05,0.00018070735,0.0011531893733333334,1.59497769e-05,4.2543484999999996e-05,0.0004264185933333334,4.5758608e-07,1.0189811033333332e-08,9.454814700000001e-12,7.2834108945e-06,6.396624266666666e-05,0.0039564261466666665,0.006342103566666667,2.632905466666667e-08,1.6909373133333332e-06,2.6441081666666665e-12,5.5869439e-09,3.719950207333333e-06,0.9856163333333333,0.0005621527499999999,6.526075009999999e-08,3.599398633333333e-12,1.6142439166666667e-08,0.00056146832
30,ACC,ACC,0.9613328666666666,0.0011474956566666667,0.0003119339466666667,0.0011716517533333333,0.0013903244666666665,0.0011610043,0.0026351346100000005,0.00045566127,0.00107025441,0.00026108913333333335,3.7101283666666665e-07,0.0005704440233333333,0.0096818511,0.0006107535943333333,0.00038078681666666673,5.5379494166666666e-05,0.0020251199066666664,1.3706933766666668e-06,0.00012057884766666666,0.0006654215099999999,0.0017097686166666667,0.0017150745933333332,0.00322070576,3.7603663999999995e-05,4.242934566666667e-05,0.008224898466666667
31,GBMLGG,GBMLGG,0.00014721167933333333,0.0002026986483333333,0.00070317591,0.00024782857333333335,0.0051561844,5.4989195000000005e-05,0.5210505,0.0020658527666666663,8.155927433333332e-05,0.00015157224666666666,0.002101416866666667,0.4322831233333333,0.0012554203,0.00043994077,0.0002561181833333333,0.0052891043,0.011975597,0.00034519919666666665,0.0012438167,0.0020762243333333334,0.0004915606,0.0015134428333333334,3.1307902e-05,0.0009071399966666666,0.0007870215233333334,0.009142004566666667
32,HNSC,HNSC,0.00019845711,0.037860220666666666,0.14804380533333333,0.017958018000000003,0.06974339766666666,0.0007680239833333333,0.0017063878666666666,0.38017659333333337,0.0023274976,0.0022702069,1.8907293000000002e-06,0.00023861458333333333,0.005932642233333334,0.05835096133333334,0.07498283833333333,0.068000314,0.015380023,1.5563963066666668e-06,0.0006746537199999999,0.016042146333333333,0.014867192000000001,0.08152593066666668,0.0003186413266666667,9.203518933333333e-06,0.0008467045405666666,0.0017741133999999998
33,KIRC,KIRC,0.002118546633333333,0.0027532463666666666,0.024446750333333333,0.024157128666666666,0.0063748639,0.005369681366666666,0.01050617,0.004338114933333334,0.10513313833333333,0.4533630266666666,0.001967672866666667,0.0037711649333333334,0.030986231333333336,0.010549234,0.005254934833333333,0.040564450333333335,0.0086184932,0.006003299399999999,0.137703562,0.04567364433333334,0.014580364333333332,0.007534280666666666,0.015964584,0.011058519666666667,0.008258186266666667,0.012950718666666666
34,KIRC,KIRC,0.00067908543,0.00044761265333333335,0.00089342139,0.0044025224,0.0012786466,0.0005037132333333333,0.0016859211000000002,0.0018226173666666668,0.08325896133333333,0.8817280766666666,7.618335e-07,0.00020059691666666666,0.001647775,0.0025345386,0.0004957619200000001,0.0007313062333333334,0.002118190833333333,6.2839308e-06,0.00057839401,0.0009525114333333333,0.0036942499666666666,0.0021198953333333333,0.006866025899999999,3.889264266666667e-05,6.459482546666667e-05,0.0012496125799999998
35,PRAD,PCPG,0.0021074962,0.0013403664333333334,0.11559719333333333,0.03474961233333334,0.0022996843333333333,0.0031220572,0.005085403366666667,0.0024076240666666662,0.036487672666666665,0.052240083666666666,0.10890373533333332,0.008195382666666666,0.004347888733333334,0.0028147653666666665,0.0007193213133333333,0.0075182568,0.0037642851,0.27098893333333335,0.09864964666666666,0.08150735466666666,0.005425570833333333,0.0027821025,0.006308650999999999,0.07092432433333333,0.06613353533333333,0.005579068533333333
36,LGG,LGG,0.00040436143466666665,0.0008615193666666666,0.006132036533333333,0.0004244003666666666,0.0007441310866666667,0.00021827507,0.3594020133333333,0.0017002162533333333,0.00020866726666666667,0.00027407508,0.010896416666666667,0.5863576666666667,0.0010234767333333332,0.0006284864666666667,0.00010880541066666666,0.007139054066666667,0.005780473300000001,0.0015733896000000001,0.0013948095666666668,0.007252791733333333,0.00023731953666666667,0.00048680482666666673,0.00010037227666666668,0.00027257184333333333,0.0030926474666666663,0.0032852252
37,LUSC,STES,0.0005121966900000001,0.007208004,0.0020984793333333335,0.0014133072666666668,0.040931083,0.0010413106000000001,0.0030548264,0.016131193999999998,0.00036873934666666665,0.00010574394666666665,1.9006751766666668e-07,0.0003482804466666666,0.022493720999999998,0.030784962000000003,0.3197301633333333,0.011989616,0.023636555333333337,4.185677943333334e-07,3.4486596666666665e-05,0.0043404106000000005,0.022995375,0.4748624166666667,0.0005314536433333334,1.2224413533333336e-07,2.4332513666666666e-05,0.015362637333333333
38,LUSC,LUSC,0.0007162848066666667,0.010290976333333333,0.023034854000000004,0.005652224766666666,0.005946631533333333,0.006175290766666667,0.006310952466666666,0.08531608833333333,0.002634574066666667,0.0020975902000000004,2.4300982999999997e-07,0.0010818851333333334,0.07011638133333332,0.05652540633333334,0.5371827466666667,0.025676852,0.015450542899999998,7.9113448e-08,0.002341228733333333,0.013716038666666666,0.0025737454666666672,0.10514481333333332,0.0019956910000000004,8.3959106e-07,3.4537250529999996e-05,0.019983541000000004
39,BRCA,OV,0.0019569203666666667,0.0040964127666666674,0.12898796833333334,0.007380719666666667,0.011504873666666667,0.0042797017,0.00621838,0.03949345766666667,0.009893710666666666,0.006059935033333334,0.009128784833333334,0.0038860683,0.010214919099999999,0.023494485,0.0026263727666666673,0.41417437999999995,0.08520659333333332,0.0026007196000000002,0.050305861666666674,0.12918386666666667,0.005399686766666666,0.011435368000000001,0.009745509199999999,0.005048787833333333,0.011146363333333333,0.0065301254666666675
40,BRCA,OV,0.00123574753,0.009865026466666666,0.09851642033333334,0.0030808227666666663,0.059500340000000006,0.001410741,0.13125566000000002,0.041297151,0.005581225166666666,0.0038843222666666666,0.001561765166666667,0.05035417833333333,0.018564395,0.016737675999999996,0.007537495766666667,0.33840621000000004,0.06053740566666666,0.0024198754333333333,0.018002789,0.04949814466666667,0.003354001133333333,0.018242643666666666,0.00110173316,0.0029495424666666666,0.004561681866666667,0.050543023666666666
41,UCEC,UCEC,0.0011160202833333333,0.0008197743366666666,0.00025081341333333334,0.000114849552,0.0008129561166666668,0.0012460655666666667,3.2178729e-05,0.0009773487666666668,0.0008374840853333333,4.902387e-06,1.5494558666666667e-10,9.603335396666665e-07,0.001814365446666667,0.00049502625,0.0015243197333333332,1.0660487999999998e-07,3.3978914166666666e-07,6.684017133333333e-11,1.191279683e-08,2.3039698e-06,0.00019934923,0.011407623333333334,3.0954784333333336e-06,2.8272970333333332e-11,1.4138992e-07,0.97833994
42,KIRC,KIRC,0.00048815085,0.0023819776,0.0004827637633333333,0.0038577904000000004,0.00010931860366666668,0.000185953518,0.00010187112466666667,0.0006367173666666667,0.12877974333333334,0.85662318,2.7015136666666663e-06,1.9620382833333335e-05,0.0006536845933333333,0.00038858292999999997,0.00019973065333333333,0.00032960757333333333,4.9834351666666664e-05,2.3156741e-05,0.00014850229833333333,0.0007021596799999999,0.0004509082433333334,0.0003177275866666667,0.0027019501333333334,8.699295666666667e-06,6.7584439e-05,0.0002881249
43,GBMLGG,GBMLGG,0.00012466240666666667,0.0002949643053333333,0.003564444366666667,0.0013244412133333334,0.0013792388,0.00016752048,0.5162052566666667,0.0008295239033333334,0.0023365687,0.0024935828333333336,0.04791233933333333,0.39012118999999995,0.0009135964466666667,0.00044670589,8.902414000000002e-05,0.0017360372000000002,0.0024230871,0.0051591112,0.004689032366666667,0.0028947370666666666,0.0007344454033333334,0.00046684520333333326,0.00039185062666666665,0.0045814768666666665,0.006353440433333334,0.002366853166666667
44,ACC,ACC,0.6483973666666666,0.012859254,0.0036035603800000002,0.0034596736666666667,0.007884556133333333,6.027560733333333e-05,0.0012784432666666666,0.063808559,0.0037421496,0.0012588902,4.479857e-08,0.00045990578333333335,0.04271505566666667,0.09497666666666667,0.011799630666666667,0.00064570418,7.8643719e-05,1.439107443e-08,1.61264185e-05,0.000173464682,0.029569762333333333,0.035579483,1.7749740666666666e-05,1.4261579999999997e-07,2.6395199e-05,0.037588520666666674
45,LUAD,LIHC,0.005608738766666667,0.0106827975,0.03478862,0.009055323166666667,0.0020635869333333334,0.014938243333333332,0.0092281969,0.024244867333333336,0.14620314666666667,0.02963708533333333,2.3161840333333332e-06,0.003453549,0.3869344433333333,0.15943229333333334,0.018944871000000002,0.010880489433333333,0.0008762068166666666,1.4297941333333333e-05,0.006159008566666666,0.05913232566666667,0.007003637233333333,0.030366352,0.013184742666666667,1.3106233666666665e-05,0.0009307989400000001,0.016220944333333334
46,BRCA,BRCA,0.0014409675666666665,0.0014935483333333333,0.5601789866666667,0.038907564,0.006409569,0.0054033706666666665,0.046600366666666664,0.012469961666666668,0.008515933666666666,0.019709185666666667,0.0023466576666666666,0.02388648566666667,0.0141838555,0.006540481133333334,0.0016122991666666666,0.01688314633333333,0.007696550133333334,0.012706721333333332,0.05939894066666667,0.020984720666666668,0.005509394233333333,0.008686216166666668,0.0044515371,0.027760769666666667,0.007200478000000001,0.07902229866666667
47,SKCM,SKCM,3.5843039833333336e-06,0.0039697335,0.0013143143000000001,0.00024266039833333334,0.0007165908633333333,4.6227629666666664e-07,5.3470692000000004e-08,0.02156232666666667,4.533689106666667e-06,9.296594393333333e-09,2.279879723333333e-10,9.62359438e-08,1.3509096033333334e-06,0.0022803475,0.00040094664999999996,2.8405946939999998e-09,6.983449803333333e-09,8.311088343333333e-10,2.1290987414e-08,3.5170342566666667e-06,0.96498702,0.004193333533333334,7.335625966666667e-10,2.857943641333333e-09,2.9678182666666663e-08,0.00031906965333333335
48,STES,GBMLGG,0.005527783666666668,0.015938398333333333,0.016925718333333332,0.037135330333333334,0.029293625333333333,0.044560208,0.18893655333333334,0.04949124466666666,0.098444041,0.078539872,3.441939766666666e-05,0.016416612333333334,0.037276728,0.04126034033333333,0.013508516666666666,0.012355604666666666,0.08502831133333333,0.0016878125,0.005177779966666666,0.06659532533333334,0.0078415688,0.08419298833333333,0.025396971666666667,0.0008577951433333333,0.002334110533333333,0.03524228433333334
49,LUSC,LUSC,0.00021313906333333336,0.0048447881000000005,0.005449593066666667,0.0004337768233333334,0.03247379266666666,0.000122572926,0.0011501769333333333,0.06210874333333333,0.0011649475000000001,0.0005657304333333334,5.2112056900000004e-08,0.00023887477666666667,0.08943963933333333,0.14663960333333334,0.5541361666666668,0.04265326866666666,0.0024907214,1.4150393333333335e-08,0.00073396168,0.0030591312666666663,0.010279836166666667,0.037005335,0.00022620037333333332,8.104652133333333e-08,2.6303386666666668e-05,0.004543597
50,ACC,ACC,0.9987985333333332,0.00012064570000000002,2.1995617e-05,1.2698939000000001e-05,3.5380015666666664e-05,9.422449033333334e-06,7.275842233333333e-05,3.06200295e-05,4.339298533333333e-05,1.3618131566666665e-05,2.45042362e-10,3.425926266666667e-05,1.7481599e-05,0.000123588915,1.1301269333333333e-05,1.3035571333333333e-05,2.5304682e-06,6.8463350333333345e-09,9.707926633333334e-07,1.5578155666666669e-06,0.00011449625199999999,0.00012935199000000002,1.6392416166666668e-05,5.776071599999999e-07,3.22582181e-07,0.0003751556866666667
51,BRCA,BRCA,0.0028644029999999997,0.013145453666666668,0.24958923,0.06583532866666666,0.015297237666666666,0.011138985833333332,0.03598246866666666,0.020818102333333335,0.05419076566666667,0.048592114,0.0028723540999999997,0.013348648999999999,0.024944775333333336,0.029437308333333332,0.009812643000000001,0.08472793833333332,0.04781167433333333,0.0036651805000000003,0.08157196666666666,0.07819667766666666,0.029861655333333334,0.009357547666666667,0.022793358333333333,0.016072971,0.014870290166666666,0.013200948499999999
52,KIRC,KIRC,0.00016269931666666667,2.8325169333333333e-05,0.0010183324333333332,0.0027452342666666667,1.5180141333333334e-05,0.00028139327800000004,0.00019294936333333332,1.6983930333333334e-05,0.3418399233333333,0.5610387499999999,0.022778793000000002,0.00024699037666666665,4.3822122e-05,1.6773678e-05,1.1868713e-05,0.00015964208999999998,7.837816733333333e-05,0.03217014433333333,0.0058293811666666655,0.00082119071,0.00020559895666666665,1.9070565999999997e-05,0.0014204326333333336,0.011345148666666666,0.01736172,0.00015134093
53,GBMLGG,GBMLGG,0.00046044211666666665,0.0024590127333333333,0.011505068666666667,0.015633099333333334,0.017704596000000003,0.0030020949333333332,0.41944878333333335,0.008587074433333333,0.0055974629,0.0019850814000000002,0.000116028392,0.10123249333333334,0.014097772666666666,0.009089602333333334,0.0029180358,0.0017456254333333334,0.0174914305,0.00037700261,0.007371790066666666,0.031540675,0.0076182921,0.03200955133333334,0.0007521230333333333,0.0014130311999999998,0.0011810755433333334,0.28466275333333335
