ID,SUBCLASS,fold,prediction,prob_ACC,prob_BLCA,prob_BRCA,prob_CESC,prob_COAD,prob_DLBC,prob_GBMLGG,prob_HNSC,prob_KIPAN,prob_KIRC,prob_LAML,prob_LGG,prob_LIHC,prob_LUAD,prob_LUSC,prob_OV,prob_PAAD,prob_PCPG,prob_PRAD,prob_SARC,prob_SKCM,prob_STES,prob_TGCT,prob_THCA,prob_THYM,prob_UCEC
TRAIN_0010,STES,5,UCEC,0.010642775,0.009267246,0.06002882,0.033970207,0.003970852,0.0028912798,0.009508282,0.009467098,0.0327049,0.03508281,0.028523158,0.01489044,0.077205345,0.010039477,0.0026914785,0.012843996,0.005265128,0.09411653,0.14806055,0.011875008,0.008536876,0.0067763804,0.036822,0.06917066,0.0579279,0.20772085
TRAIN_0011,HNSC,5,STES,0.0018699557,0.006188719,0.028624117,0.086911336,0.04934428,0.0061721955,0.0046851533,0.095400415,0.024232086,0.020326393,7.998371e-07,0.0007415963,0.05408651,0.111476816,0.16528626,0.017667878,0.014928693,4.01702e-07,0.004614473,0.035783328,0.02968575,0.21552674,0.0069837295,8.888226e-05,0.0005240239,0.018849516
TRAIN_0012,KIRC,3,KIPAN,0.0032919804,0.022422757,0.16806093,0.053598963,0.0069741313,0.004082821,0.019611772,0.016886296,0.29306975,0.13477068,0.0016880574,0.004760541,0.04519675,0.07000182,0.0016246352,0.019998917,0.010184291,0.004905128,0.017956134,0.016202822,0.009628285,0.024489438,0.020939944,0.0009472209,0.022829907,0.0058760927
TRAIN_0013,PAAD,5,PAAD,0.0013570099,0.002525245,0.09708186,0.0055155167,0.071937285,0.0018343373,0.046130247,0.057770055,0.009602587,0.0057265447,0.0010926987,0.0059609804,0.065622084,0.041079976,0.01247463,0.16100448,0.1981667,0.002188252,0.017309627,0.057601444,0.0055793864,0.09155834,0.008283434,0.0035495192,0.006268947,0.02277877
TRAIN_0014,SKCM,4,SKCM,1.8075349e-07,8.924278e-05,1.1489574e-06,0.000109099296,0.0011275127,2.0450268e-06,3.3242826e-09,0.00029471517,3.2844607e-08,1.2811512e-11,1.1099503e-12,2.4375743e-10,7.3426156e-07,8.796376e-05,0.0020702558,1.6372969e-11,6.674813e-10,2.9362962e-12,3.0995498e-11,4.820854e-08,0.99593943,8.128001e-05,2.7353652e-11,1.1746208e-12,2.1251449e-10,0.00019625002
TRAIN_0015,OV,5,KIPAN,0.005820883,0.0029226234,0.0982695,0.014896929,0.005778575,0.017543014,0.109295815,0.021376442,0.16717985,0.13910742,0.013904611,0.046022862,0.012765142,0.030696398,0.0014178307,0.025536656,0.0140379025,0.037646096,0.109212436,0.040527247,0.006976996,0.0107028205,0.013526531,0.015493641,0.028037494,0.0113042835
TRAIN_0016,KIPAN,5,STES,0.0011274695,0.0047079455,0.15284207,0.01747879,0.10688658,0.0043301806,0.021157328,0.03324351,0.008500779,0.017429324,0.00021205508,0.009053726,0.09136405,0.054335076,0.023421079,0.06036265,0.022787908,0.00013694192,0.050211348,0.043538537,0.010965059,0.22252466,0.0037509017,0.0011665362,0.004012029,0.03445343
TRAIN_0017,KIPAN,5,KIRC,3.1240732e-05,1.3538528e-05,0.0008572993,0.00039725244,6.341724e-06,9.9114994e-05,7.6230914e-05,1.5005468e-05,0.43331465,0.53872496,0.0070373686,0.00015174814,1.1714299e-05,1.0993565e-05,2.9014209e-06,2.7602673e-05,9.161512e-06,0.010454761,0.001211656,0.00028263216,9.6861135e-05,8.876681e-06,9.42415e-05,0.0029342622,0.003999633,0.00012994304
TRAIN_0018,BRCA,1,LAML,0.0002477772,0.0002799854,0.14226405,0.011090551,0.00046897147,0.0012595457,0.0043312307,0.0008285996,0.005568257,0.0051746126,0.33252242,0.01444083,0.00059445115,0.00040102316,5.6166955e-05,0.0037620582,0.0038750244,0.13869725,0.16750325,0.0155586675,0.0016988267,0.00022651859,0.00070870237,0.071993895,0.075232364,0.0012150444
TRAIN_0019,PRAD,4,BRCA,0.010074174,0.0041196723,0.20625547,0.06648898,0.011036529,0.008445859,0.013505746,0.010592095,0.05586033,0.01588241,0.005999681,0.0120603135,0.02821939,0.012913207,0.002120475,0.054926697,0.020020494,0.056735743,0.08442497,0.05340056,0.01620777,0.009676158,0.03437312,0.17146057,0.016386665,0.018812954
TRAIN_0020,GBMLGG,2,BRCA,6.190881e-05,0.000101471815,0.2705786,0.017550586,0.0030648697,0.0040942794,0.0074830255,0.0021453253,0.0051818294,0.004962835,0.111935236,0.016331276,0.0012744934,0.0010323727,0.0006653064,0.012771452,0.0023227462,0.020290332,0.1126923,0.06993143,0.0008308565,0.0008411177,0.00050788396,0.060720507,0.26639473,0.0062333043
TRAIN_0021,UCEC,4,UCEC,0.0007713927,0.004247078,0.19737552,0.0067406227,0.033578854,0.0027689242,0.04516377,0.032663736,0.0055746683,0.0054529994,0.0012279788,0.021613562,0.00552137,0.003452564,0.004644352,0.13809519,0.1047949,0.0017778013,0.022856947,0.031284884,0.0008443304,0.03184873,0.0010792967,0.0047641424,0.0033443037,0.28851214
TRAIN_0022,GBMLGG,2,GBMLGG,0.00046960037,0.005384009,0.04990677,0.12594886,0.005442189,0.008481599,0.31834754,0.018129194,0.052172415,0.033006497,0.0021554714,0.11416231,0.017259665,0.023542214,0.0046795844,0.012722446,0.012701321,0.0073420694,0.017410165,0.06064882,0.0076626246,0.009860401,0.0038522775,0.008603307,0.0032128212,0.076895766
TRAIN_0023,LAML,2,BRCA,0.0021044197,0.0021934581,0.2547188,0.062728316,0.015305637,0.0054044705,0.0056655942,0.0070926035,0.060230367,0.05686986,0.07862643,0.0037404224,0.00840418,0.005218826,0.0013972529,0.025674444,0.010672296,0.11518996,0.06079153,0.054828256,0.0064560184,0.004220941,0.015367473,0.06686857,0.057318404,0.012911422
TRAIN_0024,COAD,4,COAD,1.472652e-05,0.00040012627,5.8247864e-05,0.000311151,0.6232988,0.00010510074,3.9619826e-07,0.0021578695,7.106893e-06,6.2602465e-09,1.414389e-10,1.9311273e-09,5.0264703e-06,6.628194e-05,0.00054503785,6.832281e-09,7.902961e-09,6.3726185e-10,2.3822253e-07,2.6003642e-07,0.00040663366,0.008637054,3.702523e-09,3.5844522e-08,1.3459609e-07,0.36398575
TRAIN_0025,STES,3,STES,0.00028136795,0.0051940805,0.006362165,0.0014606074,0.06986526,0.006864891,0.013756844,0.01381535,0.011878161,0.0022674296,2.0119828e-09,0.0006072937,0.12605491,0.050911143,0.029476533,0.039647244,0.0020290264,1.0710269e-09,0.0017971373,0.0070340033,0.023978721,0.5038507,0.0005170534,1.7665841e-06,3.380106e-05,0.08231454
TRAIN_0026,BRCA,5,BRCA,0.001171729,0.00059767975,0.55360174,0.02592717,0.0146826105,0.0013675988,0.022439314,0.014135017,0.015365202,0.019898904,0.0088768285,0.02901648,0.007214466,0.016572043,0.0009650978,0.010329154,0.0033402226,0.04827496,0.013947211,0.02781559,0.0057032304,0.008808609,0.0011466907,0.023244824,0.008900673,0.11665683
TRAIN_0027,THCA,2,THCA,3.128935e-05,1.012932e-05,0.0007698205,0.00039941675,0.00023191613,2.1676697e-05,0.00043251374,4.7016696e-05,0.00014119847,0.00019950354,0.00758737,0.0015240036,5.354233e-05,0.00035484633,6.8101153e-06,5.283065e-05,6.573653e-05,0.0027557998,0.0056327637,0.00032256622,0.006757459,1.49607895e-05,6.97112e-05,0.967567,0.0045709773,0.00037922012
TRAIN_0028,BRCA,5,PCPG,0.0006618603,0.002032577,0.04015779,0.023565402,0.0046442784,0.016200257,0.015458485,0.0036845875,0.0045248442,0.004716102,0.08286332,0.0058124503,0.0019620338,0.0030386858,0.00061464764,0.0075340513,0.026829291,0.40508917,0.09004764,0.0776335,0.0029692277,0.0016869593,0.009465593,0.06216245,0.10448357,0.0021612027
TRAIN_0029,SKCM,4,SKCM,1.0045895e-05,0.0007154798,6.6680436e-06,0.0001467964,0.0009831061,3.4265806e-05,7.2237985e-05,0.00031445015,2.1845088e-07,8.104896e-09,2.4121675e-12,1.06833955e-08,5.025717e-05,0.0021182525,0.005112623,3.2594187e-08,1.5538496e-06,2.3628105e-12,4.3476422e-09,2.0745981e-06,0.98877496,0.00069562794,1.8881579e-08,2.4325967e-12,2.2018671e-08,0.0009612697
TRAIN_0030,ACC,3,ACC,0.9898267,0.0003667963,0.00010372178,0.00014811926,0.000286387,0.00024010312,0.00073539023,0.00020184806,0.00021625763,9.381736e-05,2.3078567e-07,0.00019980707,0.0032410123,5.6884783e-05,8.249025e-05,1.21216235e-05,0.00042662342,1.687356e-06,3.1730433e-05,0.00016376543,0.00060136215,0.00047178258,0.00041795618,9.96946e-06,2.6998392e-05,0.0020364074
TRAIN_0031,GBMLGG,4,GBMLGG,0.00027908682,0.0004264577,0.0009138499,0.00032535396,0.006186925,0.00011574115,0.516503,0.002127516,0.00016819034,0.00023664311,0.0030156004,0.42881447,0.0016716999,0.0004931964,0.00025327975,0.0077335243,0.009206419,0.00046293173,0.001969728,0.0023023358,0.0007521848,0.002443315,4.845497e-05,0.0013447605,0.0012203533,0.010984967
TRAIN_0032,HNSC,2,HNSC,0.00031328155,0.039312065,0.19895759,0.019589107,0.042213358,0.0009355,0.0017038913,0.41208917,0.0028492878,0.0015483894,1.5518807e-06,0.00018004829,0.008218308,0.04645964,0.050219312,0.077198155,0.016322676,1.3252712e-07,0.00065768644,0.009492282,0.007951179,0.061016027,0.0004647309,7.4641525e-06,4.6324217e-06,0.0022945234
TRAIN_0033,KIRC,4,KIRC,0.0020286487,0.0022948827,0.020308,0.021251418,0.0070407228,0.0062464224,0.009464997,0.0036441158,0.11768705,0.47528663,0.0013700125,0.0022191196,0.028445391,0.009740988,0.003822296,0.03482746,0.011866479,0.0050269472,0.13830684,0.027338393,0.01460711,0.00656391,0.017457612,0.011248417,0.009759297,0.012146798
TRAIN_0034,KIRC,2,KIRC,0.0009318569,0.00040224675,0.001083281,0.008178795,0.001043641,0.0006097183,0.0020068432,0.0017709035,0.11157918,0.84109163,6.341853e-07,0.0002078509,0.0019057144,0.002640357,0.0005426934,0.0007297079,0.0020443522,6.4286564e-06,0.0005689365,0.0013506197,0.004866557,0.0028865628,0.012084767,6.112642e-05,7.2352664e-06,0.0013982486
TRAIN_0035,PRAD,3,PCPG,0.002423165,0.0016721943,0.1934334,0.026719507,0.0009783045,0.003920707,0.0039499463,0.0009660337,0.028889904,0.0715751,0.10397152,0.005591186,0.0031870757,0.0018118478,0.0002855685,0.0025220304,0.0022966168,0.29305953,0.067082494,0.048248574,0.003896373,0.0014450026,0.006801942,0.071427874,0.049319036,0.004525056
TRAIN_0036,LGG,1,LGG,0.0006947191,0.0008915241,0.006612094,0.00060065766,0.000462278,0.00028269948,0.35390714,0.0022209303,0.00029218572,0.00015729055,0.015736096,0.5877417,0.0009525055,0.0006219116,8.5156076e-05,0.0036391132,0.0059551816,0.0019681088,0.0013360095,0.0068556145,0.00028860875,0.00039898758,0.00012475876,0.0002557258,0.004044386,0.0038746083
TRAIN_0037,LUSC,3,STES,0.00023555032,0.004529855,0.0020858364,0.0015150133,0.047041874,0.0010828271,0.0016004832,0.018081713,0.0002373926,0.00013439528,3.4872883e-08,0.0005240637,0.030047413,0.038908467,0.34406662,0.009754391,0.014798221,3.1680763e-08,3.73097e-05,0.0036225668,0.020024957,0.44729924,0.0005585873,5.8309944e-08,9.680634e-06,0.013803401
TRAIN_0038,LUSC,2,LUSC,0.0009532718,0.008072657,0.015852112,0.006726432,0.0051856074,0.0039096903,0.005241349,0.067685485,0.0022079526,0.0021614577,4.3519665e-07,0.0011107664,0.043144114,0.07491722,0.55877954,0.031181958,0.018721843,5.733974e-09,0.0007385948,0.011094143,0.0026440893,0.11810359,0.0027623777,5.6298785e-07,1.8235859e-07,0.018804628
TRAIN_0039,BRCA,3,OV,0.0016287833,0.0055840886,0.11232785,0.011300465,0.010529268,0.0045280694,0.0062739775,0.0341848,0.014038165,0.0050933207,0.010728729,0.0030730483,0.012673517,0.020612227,0.0027503325,0.37261042,0.12677497,0.0022566975,0.046158895,0.13609041,0.0045197587,0.013544808,0.017768588,0.0053783776,0.014333887,0.0052365414
TRAIN_0040,BRCA,3,OV,0.0026923807,0.014188168,0.113229066,0.0047976538,0.043272704,0.0017315171,0.17674764,0.038975853,0.005192924,0.004878565,0.0017394634,0.042410325,0.022202447,0.010444323,0.0075559826,0.309304,0.06094335,0.0021518746,0.013292773,0.046909563,0.0032959674,0.015061892,0.0021331685,0.0022026198,0.005548622,0.049097173
TRAIN_0041,UCEC,3,UCEC,0.0015030158,0.00095547194,0.00035752164,0.0002292772,0.0006367667,0.00264039,1.2274909e-05,0.0004374248,0.0017050987,3.0790125e-06,6.845372e-11,2.238548e-06,0.0035186152,0.00024037932,0.0012350148,4.33213e-08,1.07779705e-07,3.2035666e-11,2.0637161e-08,2.8141237e-06,0.000179708,0.013997419,6.3661546e-06,4.7615162e-11,1.4259703e-07,0.9723368
TRAIN_0042,KIRC,3,KIRC,0.0001497963,0.0024762684,0.00044836113,0.0013741532,6.9043715e-05,0.0003199893,7.8801604e-05,0.0005051354,0.15325324,0.83575964,3.0443007e-06,1.31046245e-05,0.0006540447,0.00031532595,0.00012091728,0.00030074338,2.3125183e-05,2.0144282e-05,0.00013668583,0.0005795631,0.0004106531,0.00025320114,0.0024058414,7.324784e-06,6.019982e-05,0.0002617138
TRAIN_0043,GBMLGG,5,GBMLGG,0.00011894204,0.00051560905,0.00401091,0.00096934114,0.001179232,0.00019434524,0.58084977,0.00082515064,0.0022841084,0.0035887968,0.039251626,0.33013454,0.0009838694,0.0004404092,0.0001308996,0.0019285744,0.004270375,0.0057513956,0.0053872135,0.0039752373,0.0005421157,0.0005927081,0.0004878412,0.0037703537,0.005237669,0.0025789621
TRAIN_0044,ACC,5,ACC,0.7259073,0.008949067,0.00081584754,0.00165645,0.005665799,3.8847218e-05,0.0007543477,0.031075262,0.002930114,0.0007097927,4.63966e-10,0.00048410316,0.011927842,0.13395987,0.006281917,0.00051675964,5.4506247e-05,2.0615984e-10,5.5715595e-06,4.7722646e-05,0.0258813,0.013862274,1.3069376e-05,7.249321e-08,1.0669655e-05,0.02845148
TRAIN_0045,LUAD,1,LIHC,0.008286374,0.011331987,0.03229653,0.007723741,0.0016380938,0.018315012,0.01259488,0.030210737,0.14191014,0.017844213,4.064062e-06,0.005325382,0.32627067,0.1458538,0.029354312,0.009652523,0.00090632285,2.156752e-05,0.006568247,0.106213205,0.0059527224,0.041899398,0.021289773,1.471057e-05,0.000940365,0.01758124
TRAIN_0046,BRCA,4,BRCA,0.0018691218,0.0012498954,0.6202684,0.02895144,0.005781538,0.0020018676,0.035088826,0.011698617,0.010778356,0.019041864,0.0014599205,0.020487554,0.011503286,0.005693974,0.0014327752,0.019093942,0.0060040704,0.012682181,0.041128322,0.019256622,0.0039374926,0.007822379,0.0023487804,0.027541565,0.004490894,0.07838631
TRAIN_0047,SKCM,5,SKCM,3.8958406e-06,0.0013720571,0.0005977844,0.000118453565,0.00024289949,4.492245e-07,6.249018e-08,0.01854076,2.6899832e-07,2.6424242e-08,2.9715413e-10,7.281505e-10,1.3737481e-07,0.0013419598,0.00036239022,5.347478e-09,1.8015026e-08,2.3223719e-09,5.3097786e-08,9.273545e-06,0.9732153,0.004118361,1.9621353e-09,2.9000466e-09,2.6630648e-08,7.58688e-05
TRAIN_0048,STES,5,GBMLGG,0.004071682,0.011722546,0.02242788,0.038300917,0.025759019,0.044445,0.1365112,0.047562074,0.062183753,0.098761156,4.695861e-05,0.011085197,0.03500544,0.05003452,0.01596356,0.011376918,0.1059254,0.0018828784,0.0045950003,0.0930173,0.00781544,0.10267433,0.02338923,0.0010090745,0.003953159,0.040480293
TRAIN_0049,LUSC,4,LUSC,0.0003618011,0.007669895,0.0057013524,0.0006151124,0.020173863,0.00016614553,0.0012945393,0.08864396,0.001343702,0.0005974705,5.4830287e-09,5.627843e-05,0.14923064,0.06832014,0.5652421,0.02664821,0.004299829,2.3433633e-09,0.001020889,0.0015940898,0.012636981,0.037465315,0.00023840503,1.1372499e-08,2.800534e-05,0.006651272
TRAIN_0050,ACC,5,ACC,0.9977452,0.00014568144,3.3209726e-05,2.1536993e-05,7.642364e-05,1.8940238e-05,0.00014843409,6.282717e-05,8.275745e-05,2.952165e-05,1.13448376e-10,5.8343358e-05,2.8487562e-05,0.00029009697,1.710666e-05,2.2955914e-05,3.0717567e-06,1.20784724e-08,1.612522e-06,2.9715322e-06,0.00025961988,0.00026173465,2.43893e-05,1.3740139e-06,6.318508e-07,0.00066316035
TRAIN_0051,BRCA,2,BRCA,0.002541813,0.010706448,0.28009233,0.07886039,0.014023907,0.0118234595,0.026871603,0.017551595,0.07244401,0.042403586,0.0017201137,0.014774806,0.02487313,0.038610913,0.011640412,0.06929147,0.048986975,0.0030801545,0.07316405,0.051392373,0.028531764,0.011194795,0.020622706,0.021482814,0.0097600585,0.0135543775
TRAIN_0052,KIRC,3,KIRC,0.00017823027,3.701494e-05,0.0011212659,0.0016829418,1.872355e-05,0.00020234052,0.00011964795,8.264681e-06,0.39521012,0.5059111,0.022015916,0.00017915454,4.1048108e-05,2.6183181e-05,6.898896e-06,0.00016014806,0.000102064376,0.034748815,0.0049822587,0.00064557,8.463429e-05,1.923713e-05,0.0013663175,0.008591324,0.022409687,0.00013114497
TRAIN_0053,GBMLGG,1,GBMLGG,0.00040749827,0.0016145582,0.013734021,0.011381075,0.019145802,0.004732013,0.4589852,0.010265121,0.0071487087,0.002186378,0.000100854806,0.11108339,0.016759573,0.009184852,0.004600006,0.0013073882,0.0150536215,0.00045481345,0.011447869,0.056135274,0.007997161,0.031270903,0.000890156,0.0012145528,0.0013389905,0.2015602
TRAIN_0054,UCEC,4,COAD,1.7837257e-05,0.014605526,0.00023299997,0.0001277938,0.7342865,0.0057053487,3.7254078e-05,0.0026367353,0.00018533345,1.713793e-06,8.400257e-09,5.5761248e-08,0.0003625861,0.00074462837,0.003194571,2.5251697e-07,8.187396e-07,2.1114312e-08,5.2423053e-07,6.425035e-07,0.00022739926,0.09492755,4.1610676e-07,1.5907236e-08,5.4249404e-07,0.14270274
TRAIN_0055,PRAD,3,SARC,0.0025056032,0.013707356,0.050763898,0.034757473,0.0068953065,0.005277048,0.086188965,0.0029470848,0.01782229,0.0219066,0.060728308,0.0079580555,0.018954355,0.004458066,0.0019092748,0.02574408,0.055149317,0.19472775,0.06615997,0.20958702,0.0049907304,0.009016872,0.024334826,0.020896383,0.029690623,0.02292273
TRAIN_0056,BRCA,3,BRCA,0.0007153764,0.009076261,0.3787272,0.06703221,0.0035493344,0.00941062,0.087442674,0.019139636,0.014447653,0.016015764,0.005667824,0.029517328,0.01989619,0.0142997755,0.013085012,0.032198362,0.015093513,0.014950652,0.09180818,0.026902372,0.006358387,0.010191643,0.013370232,0.022140304,0.026857445,0.05210602
TRAIN_0057,BRCA,3,PRAD,0.0007747496,0.0019829427,0.05459781,0.014758495,0.00447029,0.0063743456,0.033151876,0.0065273293,0.011478325,0.027538428,0.077165134,0.018970797,0.015744451,0.012036803,0.0008394286,0.026935065,0.012076095,0.17606944,0.28529382,0.111015126,0.0045134057,0.0028705823,0.009646791,0.037289087,0.035038043,0.012841215
TRAIN_0058,STES,3,STES,1.9125914e-06,2.6006574e-06,0.0040062335,9.397908e-05,0.00037124666,2.191062e-06,3.497496e-07,5.4096652e-08,3.047097e-06,1.10195435e-08,3.753042e-09,1.2150346e-08,2.1644226e-07,5.535326e-05,1.0370355e-06,6.0983524e-08,1.293843e-07,4.0045084e-08,3.890658e-08,4.9858045e-06,4.777798e-07,0.9872648,4.7984304e-05,3.5284107e-09,0.008142308,8.1032664e-07
TRAIN_0059,KIPAN,2,KIPAN,0.00020560512,0.0011670757,0.00055667304,0.001851483,0.00014310385,0.0001971609,0.00068908406,0.0032207267,0.8080173,0.15837039,6.1543766e-08,3.1890606e-05,0.0022181454,0.004535655,0.0023124518,0.0013334266,0.00048175245,3.5369321e-06,0.00068676076,0.0009936736,0.001977629,0.0041981894,0.0065177707,3.810677e-05,1.8902292e-06,0.0002504679
TRAIN_0060,UCEC,4,UCEC,0.00041802405,0.004598089,0.010989815,0.016089592,0.0039597256,0.00011194177,0.0036577529,0.0043728445,0.0027093317,0.0035619687,1.8163473e-06,0.0010125879,0.0052601234,0.0033112848,0.000870565,0.0005155117,0.00022280568,5.464282e-06,0.00049169164,0.0008069799,0.0020666046,0.0075886734,0.00032444604,8.9764166e-05,5.0460647e-05,0.9269121
TRAIN_0061,KIRC,4,PRAD,0.0034249583,0.0036077756,0.04044279,0.02207912,0.003946478,0.0046873637,0.027399909,0.0031160885,0.079237804,0.16091233,0.049416102,0.026329126,0.009791066,0.0034943498,0.00096895656,0.021827007,0.020219723,0.09338937,0.19794597,0.10047323,0.005462353,0.0025298565,0.012309372,0.058675494,0.04101261,0.007300882
TRAIN_0062,KIRC,1,KIRC,0.00037045174,0.0043885703,0.008243628,0.0070346217,0.0019011146,0.0038729664,0.0010443543,0.002786266,0.28013316,0.64991844,5.5382907e-06,0.000190139,0.007038321,0.0032801672,0.0013231125,0.004123635,0.00031840432,4.3598913e-05,0.001291095,0.0039285626,0.0024205677,0.007859002,0.0038172016,3.5346562e-05,0.0009476966,0.003684119
TRAIN_0063,BRCA,2,BRCA,0.0024374663,0.011519704,0.31362623,0.008421665,0.04185023,0.0031622632,0.017560922,0.12634599,0.017889934,0.018674506,0.0018406201,0.009268419,0.018322121,0.01809531,0.004093049,0.12457485,0.10920898,0.0040097404,0.01031889,0.060001843,0.005037337,0.046978038,0.004835324,0.0022082967,0.0014913615,0.01822693
TRAIN_0064,OV,2,OV,2.590193e-05,0.0017719696,0.23226991,0.00818556,0.015443997,0.0011528692,0.050960448,0.012349368,0.0019930832,0.0049697612,0.01484382,0.045859206,0.0052810195,0.00802242,0.006807666,0.23301356,0.040068552,0.0034906922,0.03906202,0.16372928,0.001051475,0.0054072677,0.00029012412,0.0078060026,0.07079171,0.025352295
TRAIN_0065,BRCA,5,BRCA,0.0056846044,0.001988587,0.3584517,0.021073928,0.0020182559,0.0024123942,0.013740944,0.011243217,0.030073306,0.042790987,0.029347658,0.0046214596,0.049716465,0.015090995,0.0017385789,0.020900186,0.0070405235,0.09481931,0.10982426,0.070215404,0.010561384,0.0073224655,0.02543941,0.027235538,0.027385408,0.009263065
TRAIN_0066,KIPAN,5,THYM,3.5335393e-05,9.0219575e-05,0.020161305,0.007999316,0.00021939955,0.0012834148,0.0034304366,0.0002595634,0.0048631956,0.005815948,0.17905068,0.008815888,0.00011623991,0.00018416735,0.00524055,0.001021959,0.0054106712,0.05663714,0.064720646,0.0228789,0.0003012602,0.0025018458,0.00041876014,0.10791546,0.4998643,0.0007633591
TRAIN_0067,BRCA,4,HNSC,1.5834432e-05,0.010135076,0.052888032,0.0020516303,0.04137404,0.0015677187,0.008959843,0.4611669,0.00040046,0.0009701997,2.8317788e-07,0.00064403634,0.012417561,0.030239454,0.17817202,0.029646063,0.014303799,1.2979791e-07,0.00026060894,0.0015351358,0.00046128797,0.13512409,9.939329e-05,9.447058e-07,8.2908846e-05,0.017482568
TRAIN_0068,OV,4,LUAD,0.0014426975,0.013906066,0.05277335,0.004653005,0.0015952998,0.002632061,0.04675755,0.08530744,0.0057762144,0.0046020057,3.6038612e-06,0.0109648695,0.08845158,0.34433907,0.022311023,0.1930512,0.009855802,1.0671228e-05,0.008053853,0.07665655,0.0012385988,0.018798314,0.0011264512,6.5442364e-05,0.0018276732,0.003799546
