row_index,truth,gate_uses_non_eb,h0__ACC,h0__BLCA,h0__BRCA,h0__CESC,h0__COAD,h0__DLBC,h0__GBMLGG,h0__HNSC,h0__KIPAN,h0__KIRC,h0__LAML,h0__LGG,h0__LIHC,h0__LUAD,h0__LUSC,h0__OV,h0__PAAD,h0__PCPG,h0__PRAD,h0__SARC,h0__SKCM,h0__STES,h0__TGCT,h0__THCA,h0__THYM,h0__UCEC,candidate__ACC,candidate__BLCA,candidate__BRCA,candidate__CESC,candidate__COAD,candidate__DLBC,candidate__GBMLGG,candidate__HNSC,candidate__KIPAN,candidate__KIRC,candidate__LAML,candidate__LGG,candidate__LIHC,candidate__LUAD,candidate__LUSC,candidate__OV,candidate__PAAD,candidate__PCPG,candidate__PRAD,candidate__SARC,candidate__SKCM,candidate__STES,candidate__TGCT,candidate__THCA,candidate__THYM,candidate__UCEC
10,STES,False,0.0016822902,0.0025668747,0.07291482,0.04052372,0.014384823,0.006721214,0.012897524,0.0077050338,0.037358236,0.07669383,0.017046914,0.013734328,0.049654856,0.011294318,0.0011373288,0.0134494305,0.0106022945,0.043735914,0.16517635,0.02425529,0.012947767,0.009180751,0.013552402,0.08975569,0.061687376,0.18934068,0.0030352813,0.0067417384,0.07565129,0.037700724,0.009588074,0.010464191,0.0126380045,0.0063239536,0.04940697,0.06934924,0.024979543,0.011667438,0.04741621,0.009984299,0.00078674575,0.008682458,0.008089243,0.048580155,0.15471533,0.013920935,0.0045781606,0.005714029,0.019189777,0.08349058,0.096129015,0.18117666
11,HNSC,True,0.013483371,0.0137999365,0.10368774,0.06965942,0.04600356,0.014211557,0.006107444,0.08405895,0.089640066,0.030510789,1.4078686e-06,0.0010544641,0.059523854,0.115808845,0.13160901,0.01359223,0.019285532,2.269746e-06,0.002826259,0.038288314,0.030285107,0.08795146,0.015041406,3.6549878e-05,0.0012600528,0.012270365,0.013483371,0.0137999365,0.10368774,0.06965942,0.04600356,0.014211557,0.006107444,0.08405895,0.089640066,0.030510789,1.4078686e-06,0.0010544641,0.059523854,0.115808845,0.13160901,0.01359223,0.019285532,2.269746e-06,0.002826259,0.038288314,0.030285107,0.08795146,0.015041406,3.6549878e-05,0.0012600528,0.012270365
12,KIRC,False,0.006172437,0.01729715,0.10759941,0.049843095,0.008658887,0.006566904,0.018430596,0.0236032,0.28714195,0.17030162,0.0010682252,0.006160168,0.05504729,0.087930195,0.0021142196,0.015973669,0.0069181994,0.005958062,0.022504313,0.01937016,0.016832704,0.023962889,0.015702046,0.0017160516,0.018025763,0.005100769,0.0034099014,0.03032959,0.14568624,0.052073292,0.00601082,0.0041268985,0.012409748,0.018554501,0.28455243,0.1718478,0.0011740094,0.003306336,0.071402855,0.052773047,0.0012161157,0.017918648,0.00567564,0.0083618015,0.022947337,0.01051223,0.0056790668,0.018886553,0.010263778,0.0011937504,0.032124896,0.007562739
13,PAAD,False,0.0037771962,0.010043827,0.031988624,0.008043264,0.06459002,0.0037836926,0.038054004,0.05635824,0.0064876387,0.005933646,0.0008398909,0.006480988,0.034531735,0.026962867,0.00843185,0.09396627,0.4009682,0.002084283,0.0154956365,0.033173725,0.008063925,0.09841217,0.014961474,0.0026716518,0.006278815,0.017616332,0.002188683,0.0047978694,0.033222083,0.005480597,0.058528386,0.0010873816,0.039451014,0.06391747,0.0051392224,0.006369062,0.00076546636,0.0064849723,0.032033,0.032236207,0.009031104,0.091934614,0.41386378,0.0026920997,0.014453719,0.04067585,0.00870227,0.085036375,0.010309661,0.0037579334,0.0053858827,0.022455277
14,SKCM,False,2.223817e-07,8.2193335e-05,2.421972e-06,0.00059080654,0.00025495727,8.766825e-06,1.2130613e-09,0.0003721337,6.304334e-09,6.5925564e-11,1.4020081e-11,1.0447545e-08,9.682392e-07,7.831007e-05,0.002282492,5.0599885e-10,2.776756e-10,1.5346403e-11,1.0081994e-08,1.88104e-06,0.9958449,0.00011142232,3.231098e-10,1.1194814e-10,1.9866273e-10,0.00036859253,1.6291335e-07,1.0406324e-05,1.1773757e-06,0.00020283845,9.992923e-05,4.5143056e-06,1.3815664e-09,8.707531e-05,5.7004534e-09,6.533045e-11,1.4020081e-11,2.8432423e-08,3.7578477e-07,2.5029038e-05,0.0006649321,5.059931e-10,2.7821342e-10,1.5346403e-11,1.0081997e-08,2.6541202e-06,0.99868715,6.470773e-05,3.231122e-10,1.1194814e-10,1.9866273e-10,0.00014898097
15,OV,True,0.007309744,0.0051963166,0.15659036,0.021503095,0.005247351,0.01657268,0.14283982,0.01972048,0.097905114,0.06062861,0.018300107,0.07090779,0.024030684,0.019557493,0.0012511606,0.015367169,0.018996134,0.040982075,0.1382698,0.050136797,0.0031356525,0.008268765,0.015012965,0.009915175,0.023344602,0.009010093,0.007309744,0.0051963166,0.15659036,0.021503095,0.005247351,0.01657268,0.14283982,0.01972048,0.097905114,0.06062861,0.018300107,0.07090779,0.024030684,0.019557493,0.0012511606,0.015367169,0.018996134,0.040982075,0.1382698,0.050136797,0.0031356525,0.008268765,0.015012965,0.009915175,0.023344602,0.009010093
16,KIPAN,True,0.0009264827,0.0057878015,0.072290964,0.0070886216,0.2051705,0.002706295,0.07425625,0.019922229,0.005208648,0.026376914,0.000119848155,0.004188067,0.09373009,0.045363113,0.022616668,0.10927989,0.031133212,4.350186e-05,0.034889508,0.039400253,0.011828952,0.15303947,0.0011964764,0.0008689357,0.0042211525,0.028346173,0.0009264827,0.0057878015,0.072290964,0.0070886216,0.2051705,0.002706295,0.07425625,0.019922229,0.005208648,0.026376914,0.000119848155,0.004188067,0.09373009,0.045363113,0.022616668,0.10927989,0.031133212,4.350186e-05,0.034889508,0.039400253,0.011828952,0.15303947,0.0011964764,0.0008689357,0.0042211525,0.028346173
17,KIPAN,False,7.9522666e-05,1.6753736e-05,0.0009020912,0.0010763743,1.3363292e-05,0.00032313107,6.294149e-05,1.1309933e-05,0.34826633,0.6102331,0.0052393475,0.00033751837,5.832678e-05,1.7846525e-05,3.3946035e-06,5.8131427e-05,3.56113e-05,0.013696632,0.0029617918,0.00056603836,3.9324674e-05,5.243448e-06,8.749424e-05,0.0042566345,0.0115565285,9.513585e-05,8.67887e-05,1.8714358e-05,0.000938653,0.0006400208,7.0297847e-06,0.00020138855,5.886188e-05,6.4657856e-06,0.32321313,0.64328295,0.0054420372,0.00035203726,4.9763894e-05,8.200552e-06,2.3743253e-06,3.545838e-05,1.5989373e-05,0.012284836,0.0026872666,0.00018619545,4.144627e-05,3.1987752e-06,0.000109850786,0.0033244768,0.006934226,6.863365e-05
18,BRCA,False,0.0008528933,0.00018941137,0.024882829,0.009387702,0.00056963624,0.0021390682,0.002694916,0.0006317887,0.0066364203,0.0062336675,0.39403296,0.0052013304,0.00058461935,0.00030406064,0.00013261895,0.0042038052,0.0032245389,0.1837852,0.09497311,0.028540026,0.0011583788,0.00023695339,0.0026493208,0.07472116,0.15093422,0.0010994328,0.00032813818,9.826393e-05,0.025204234,0.010546224,0.0010806314,0.0015149184,0.0034996553,0.00063211925,0.006756837,0.0047282274,0.4732573,0.0057501676,0.00053466205,0.0004065528,0.0001574375,0.0049158693,0.0036166436,0.18475549,0.10281029,0.023489898,0.0020216,0.00023796264,0.002018648,0.06851094,0.07221158,0.0009157792
19,PRAD,True,0.016684316,0.014293929,0.14292303,0.090818204,0.006715476,0.010269367,0.022909435,0.012132964,0.08739121,0.07094293,0.016990937,0.0109446095,0.016672641,0.008292204,0.0028476168,0.03998725,0.017204577,0.043632373,0.08304218,0.030108204,0.017890802,0.011479166,0.04978819,0.11841967,0.038004104,0.01961464,0.016684316,0.014293929,0.14292303,0.090818204,0.006715476,0.010269367,0.022909435,0.012132964,0.08739121,0.07094293,0.016990937,0.0109446095,0.016672641,0.008292204,0.0028476168,0.03998725,0.017204577,0.043632373,0.08304218,0.030108204,0.017890802,0.011479166,0.04978819,0.11841967,0.038004104,0.01961464
20,GBMLGG,True,3.9247083e-05,0.00019428975,0.18463936,0.012383342,0.0026881066,0.0013805947,0.014507444,0.001964379,0.0020849977,0.0054781595,0.14755318,0.020035585,0.0016259033,0.00076560304,0.00059509155,0.021102713,0.0035163143,0.015281519,0.23214293,0.08820971,0.00101527,0.0013453139,0.00017152849,0.064735115,0.16896115,0.0075830817,3.9247083e-05,0.00019428975,0.18463936,0.012383342,0.0026881066,0.0013805947,0.014507444,0.001964379,0.0020849977,0.0054781595,0.14755318,0.020035585,0.0016259033,0.00076560304,0.00059509155,0.021102713,0.0035163143,0.015281519,0.23214293,0.08820971,0.00101527,0.0013453139,0.00017152849,0.064735115,0.16896115,0.0075830817
21,UCEC,True,0.00094984286,0.0033350496,0.3402497,0.0068139494,0.028334167,0.0026624312,0.062518895,0.031533867,0.0058743833,0.005752543,0.0013531906,0.03492472,0.005877578,0.0030858272,0.006065445,0.08734124,0.100112244,0.0011314634,0.012406624,0.05876262,0.0006547299,0.036082305,0.0011309265,0.0038698327,0.006423713,0.15275283,0.00094984286,0.0033350496,0.3402497,0.0068139494,0.028334167,0.0026624312,0.062518895,0.031533867,0.0058743833,0.005752543,0.0013531906,0.03492472,0.005877578,0.0030858272,0.006065445,0.08734124,0.100112244,0.0011314634,0.012406624,0.05876262,0.0006547299,0.036082305,0.0011309265,0.0038698327,0.006423713,0.15275283
22,GBMLGG,True,0.0007572427,0.00824145,0.068398476,0.116236456,0.0065565584,0.013243912,0.24022762,0.014955978,0.049089916,0.041151706,0.0016834808,0.07803897,0.014125744,0.021036394,0.0034217734,0.011162104,0.011112143,0.012605241,0.020488616,0.040449943,0.006019943,0.006476085,0.0027003088,0.007209881,0.0069118864,0.19769806,0.0007572427,0.00824145,0.068398476,0.116236456,0.0065565584,0.013243912,0.24022762,0.014955978,0.049089916,0.041151706,0.0016834808,0.07803897,0.014125744,0.021036394,0.0034217734,0.011162104,0.011112143,0.012605241,0.020488616,0.040449943,0.006019943,0.006476085,0.0027003088,0.007209881,0.0069118864,0.19769806
23,LAML,True,0.0012771426,0.0021553359,0.32968953,0.062002648,0.011790617,0.006547338,0.0071561784,0.007146343,0.037186574,0.02875129,0.09957058,0.003763921,0.005828884,0.0046112663,0.0017012977,0.027578335,0.012331649,0.11857099,0.049371388,0.05481424,0.0075538564,0.0041743307,0.010223789,0.03682217,0.058388248,0.01099202,0.0012771426,0.0021553359,0.32968953,0.062002648,0.011790617,0.006547338,0.0071561784,0.007146343,0.037186574,0.02875129,0.09957058,0.003763921,0.005828884,0.0046112663,0.0017012977,0.027578335,0.012331649,0.11857099,0.049371388,0.05481424,0.0075538564,0.0041743307,0.010223789,0.03682217,0.058388248,0.01099202
24,COAD,False,8.2981045e-05,0.00036360725,0.001149062,0.003864032,0.3587719,0.00056945876,2.9903853e-07,0.00084809813,8.991718e-06,1.7557646e-07,9.975639e-09,2.9497693e-07,2.6367083e-05,0.0007790593,0.0022885539,1.423338e-09,1.2419241e-07,3.030381e-08,2.608712e-07,9.211304e-07,0.0022578654,0.034749217,1.17177215e-07,2.3648758e-08,1.1155431e-07,0.59423846,4.545141e-05,0.00028168538,0.0010542718,0.003120872,0.49012306,0.00017693441,3.3022204e-07,0.0015886193,1.2185256e-05,1.7532052e-07,9.975639e-09,2.8802927e-07,1.3431881e-05,0.00068544166,0.0021523267,1.4233498e-09,1.2419636e-07,3.030381e-08,2.608712e-07,9.984764e-07,0.0012625908,0.04090005,1.17177215e-07,2.3648758e-08,1.7495586e-07,0.45858058
25,STES,False,0.0017403624,0.005385642,0.01742368,0.0022082096,0.06856756,0.015183288,0.008383125,0.027773341,0.025312824,0.0034003642,6.0409513e-09,0.00080723816,0.13747008,0.068033315,0.013850264,0.007883291,0.0038964977,7.254825e-08,0.0011154466,0.015947644,0.026794767,0.4736885,0.0008240729,1.9318775e-06,5.3498323e-05,0.07425491,0.00022974436,0.0021370642,0.012824056,0.0013962043,0.0969783,0.004641704,0.005088787,0.024545975,0.014153808,0.0038342373,6.0452927e-09,0.00068379,0.16755375,0.049581274,0.017408485,0.010002696,0.002404126,7.294118e-08,0.001155016,0.010608155,0.01664626,0.48486695,0.0001987866,2.1415256e-06,1.6112559e-05,0.07304252
26,BRCA,False,0.00047399537,0.0026974673,0.6575122,0.053136315,0.0058493293,0.0022967278,0.01560715,0.013859262,0.018004948,0.013120932,0.008591532,0.02049599,0.004186941,0.005974043,0.0009913347,0.0091514895,0.0015508496,0.037423167,0.010692687,0.02538775,0.0026565674,0.0049566575,0.00052683044,0.01241903,0.006062921,0.06637385,0.00035274992,0.00096163043,0.6351985,0.052379142,0.0090985345,0.0015084966,0.022979155,0.011510617,0.011379943,0.00929978,0.0068647307,0.03885673,0.0045961477,0.0069002677,0.0009962544,0.015807794,0.002063647,0.05435691,0.0143826455,0.032508265,0.0029108366,0.004519188,0.00026641283,0.013467543,0.0036959762,0.04313816
27,THCA,False,7.972269e-06,3.6313788e-06,0.00024355184,0.0002159844,0.00029534978,1.5588968e-05,0.00014345176,5.9552767e-06,4.5651977e-06,1.5085652e-05,0.0017354155,0.0008990974,3.0779767e-05,6.1264094e-05,3.6967383e-06,2.1946951e-05,1.9289533e-05,0.00067956705,0.0024317172,8.3988125e-05,0.0011208869,5.4291413e-06,5.005805e-06,0.9906356,0.0012073538,0.00010786541,9.998343e-06,1.1317939e-05,0.00030453625,0.00018028085,0.00042501622,8.459466e-06,0.00018634426,5.0083027e-06,7.3150954e-06,2.619287e-05,0.0024046474,0.00072507234,3.654493e-05,5.5689634e-05,4.937308e-06,2.207114e-05,1.5434383e-05,0.00061065477,0.0029262872,5.948205e-05,0.0015478263,6.079533e-06,4.098735e-06,0.9891273,0.0010632157,0.00022615689
28,BRCA,False,0.001632812,0.001818983,0.2141237,0.017894045,0.0049645486,0.004640711,0.013657972,0.0025369343,0.006516241,0.0064372295,0.08516113,0.008583012,0.0032157914,0.0019119721,0.00053458544,0.011156179,0.017439822,0.25022262,0.10331231,0.08027162,0.0046560024,0.0019485182,0.007669977,0.09412494,0.051866498,0.003701862,0.0006908556,0.0021582388,0.22185437,0.024039067,0.008689529,0.01133955,0.014333035,0.0033492087,0.006560788,0.0055161733,0.083454736,0.006244879,0.0031171753,0.0017690603,0.0006194917,0.016559133,0.020156622,0.246239,0.07914913,0.07822968,0.0056391605,0.0017811337,0.009383689,0.096548416,0.049420808,0.0031570625
29,SKCM,False,2.0372216e-05,0.000550047,9.113983e-06,0.00015647683,0.00045265286,1.3574636e-05,3.3661243e-05,0.00025177005,3.5761929e-07,9.1767194e-10,2.0357446e-12,2.1280222e-09,5.3277334e-05,0.0010801144,0.0022613346,7.407343e-09,8.0186304e-08,2.1065033e-12,5.6902025e-09,1.4889253e-08,0.99440557,0.00031196416,4.2645096e-09,4.456726e-12,2.6580262e-09,0.00039965558,4.7700973e-06,0.00025165358,6.694324e-06,7.538128e-05,0.00046794472,1.2067687e-06,4.3073953e-05,0.00016124427,2.7032576e-07,3.146941e-10,2.0357446e-12,7.236288e-09,3.7576323e-05,0.00096814794,0.0018658167,7.531407e-09,8.102914e-08,2.1065033e-12,7.540422e-09,1.6660522e-08,0.99567974,0.00024370244,2.0591113e-09,4.4567262e-12,2.5850475e-09,0.00019258926
30,ACC,False,0.82789135,0.0030600769,0.0014756173,0.0045180935,0.011296627,0.008359007,0.009986976,0.0025126052,0.003107351,0.0011667446,1.0696957e-06,0.0025083898,0.034696277,0.0052991793,0.0022017013,0.0005196632,0.017844267,3.3922806e-06,0.0009465927,0.0046992074,0.009263548,0.010701477,0.016163869,0.00021135957,0.0003946477,0.02117089,0.94914836,0.0021126962,0.00039979786,0.0014273389,0.0017459904,0.0028179786,0.0021639941,0.0006399034,0.0012672347,0.00033866902,5.5618347e-07,0.000333172,0.010799716,0.0012599182,0.0005002292,7.9533005e-05,0.0035276387,7.0681483e-07,0.00018237598,0.0004969347,0.002455869,0.0025099474,0.006933056,5.7352307e-05,9.0004854e-05,0.008710972
31,GBMLGG,False,6.4087915e-05,0.00014203618,0.000751954,9.2181515e-05,0.0015817314,3.862123e-05,0.6533257,0.0014451676,4.1219784e-05,6.622084e-05,0.0022316305,0.31865978,0.0008124056,0.000272649,0.00014334128,0.0025849834,0.008747217,0.00020658667,0.0007029052,0.0019542577,0.00021869628,0.0006564705,2.8788132e-05,0.0002575693,0.0009527594,0.004021052,2.7819528e-05,8.0220525e-05,0.0006431004,8.24019e-05,0.0012766657,1.4315317e-05,0.7086734,0.0013234139,3.454735e-05,7.577441e-05,0.0016421232,0.263394,0.0006790297,0.00025340926,0.0001479463,0.002963196,0.010130626,0.00017652879,0.0005915466,0.0022951907,0.0001986678,0.0005794285,2.1284677e-05,0.00023928999,0.00066536147,0.0037906882
32,HNSC,False,0.0003183708,0.040722,0.04934884,0.014192038,0.10887506,0.00055158767,0.0016266289,0.3891294,0.0021563908,0.0024506468,8.0946825e-07,0.00038781157,0.0069186958,0.054302644,0.089331426,0.048688583,0.014429908,1.9761085e-06,0.0005241333,0.014857453,0.022425061,0.1358768,0.0002574745,1.2157544e-05,0.0006631638,0.0019509414,0.00013552452,0.039334077,0.043493256,0.01391492,0.095201515,0.0005147243,0.0017134598,0.37933838,0.0017338165,0.0015573907,8.075037e-07,0.00036821674,0.005995618,0.040817164,0.11496744,0.06632046,0.019278266,1.9980841e-06,0.00052639865,0.018128451,0.015910098,0.13896358,0.00018822578,1.3150114e-05,0.0005446432,0.0010384682
33,KIRC,False,0.0036214744,0.004730552,0.024116639,0.030362936,0.009646871,0.025635067,0.00989366,0.00773637,0.09295208,0.3425943,0.0019921947,0.0041110837,0.03701546,0.015551437,0.0073320707,0.0738969,0.017385442,0.00850246,0.10218871,0.07741127,0.014853911,0.011799532,0.03569605,0.012474501,0.01470856,0.013790483,0.0015031585,0.0026303495,0.014951566,0.020422751,0.0046562296,0.0046345675,0.006491486,0.004315065,0.080762185,0.56260985,0.0015143228,0.0028818469,0.034255173,0.009153131,0.0043296525,0.041799147,0.0069864523,0.004771374,0.087132126,0.04309422,0.011568954,0.008069495,0.01490469,0.008095636,0.0071852948,0.011281331
34,KIRC,False,0.0013669063,0.0014655621,0.001475169,0.0111230705,0.0041836593,0.0009581465,0.003555685,0.0025720433,0.13442728,0.79611623,2.2003312e-06,0.00031624208,0.0028548508,0.004757142,0.0006181041,0.0026232006,0.0044389456,1.4099293e-05,0.00062962715,0.0022459847,0.00449326,0.003956972,0.012962323,3.4222197e-05,0.00042912134,0.0023799152,0.00057527894,0.00020647721,0.00053774717,0.0020465269,0.0012227226,0.0003897314,0.0017557552,0.0012019724,0.063477874,0.9111626,1.0702224e-06,0.00016216384,0.0010140173,0.0026620345,0.00030406576,0.00079670275,0.0010558973,6.4832384e-06,0.00045581273,0.0005987909,0.0037856086,0.0013053044,0.00424088,1.7139648e-05,0.00012645255,0.00089087134
35,PRAD,False,0.0014111719,0.0015393174,0.08162283,0.033921145,0.002926103,0.009544363,0.0060968786,0.0034913162,0.05393306,0.019375054,0.12582949,0.008317125,0.0029892551,0.0026215198,0.00094066747,0.01407337,0.00527182,0.23765327,0.1413385,0.073086254,0.0048332526,0.0023273947,0.005955252,0.050395112,0.10530032,0.0052061384,0.0012936667,0.0010775272,0.08319054,0.03882489,0.0020225912,0.0040981895,0.007261256,0.0040238313,0.05626574,0.029339956,0.12272041,0.008321064,0.0044229655,0.0032357683,0.0011342216,0.014002934,0.004576515,0.21648759,0.15087119,0.073980115,0.007179885,0.0024456142,0.007878907,0.061253913,0.08854508,0.005545642
